	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g2687	395	224	777	950	1059	633	490	558	764	879	436	1023
g2688	204	383	215	338	237	217	282	349	407	384	322	415
g2689	87	34	0	0	269	17	48	2	21	17	30	0
g2690	87	59	34	20	84	47	54	89	120	65	53	55
g2691	47	45	42	51	79	77	43	43	59	75	52	97
g2692	18	68	12	34	127	60	15	47	27	34	64	20
g2693	7	9	9	13	20	24	11	15	8	9	10	16
g2694	1046	1867	1069	2708	1591	2106	1182	973	1283	1364	1116	1501
g2695	17	18	63	13	11	6	21	12	22	10	36	15
g2696	34	149	41	105	54	100	154	72	87	75	81	103
g2697	1276	1694	2881	2483	2512	2661	1550	1806	2023	1923	2486	2422
g2698	417	540	687	598	363	615	329	303	301	158	606	444
g2699	3	9	39	28	21	14	36	6	16	9	20	15
g2700	20	31	4	47	46	10	8	35	24	10	6	38
g2701	13	15	9	14	13	12	10	8	25	14	20	15
g2702	2497	3070	3145	2303	3120	2786	2533	2155	2399	2286	3544	3604
g2703	377	425	385	287	213	115	377	445	589	318	416	517
g2704	3495	2305	1712	1668	2521	2795	2289	2291	2548	2512	3527	4223
g2705	54	77	20	42	45	40	19	58	57	50	36	40
g2706	556	1893	636	808	1045	872	1076	500	1389	1368	1615	858
g2707	113	88	429	358	280	90	152	207	519	265	439	357
g2708	116	194	84	221	293	337	159	330	283	49	299	109
g2709	31	9	22	40	53	28	21	31	8	85	334	128
g2710	59	59	69	18	149	69	253	47	192	253	25	52
g2711	2283	2866	1110	1743	3687	3738	2467	920	1587	1445	1076	997
g2712	207	223	114	177	60	46	140	284	321	167	284	137
g2713	31	17	23	23	56	12	15	19	13	20	61	49
g2714	57	18	2	6	41	21	23	6	7	92	139	56
g2715	9	4	9	10	2	5	3	15	4	4	10	12
g2716	4	1	0	5	4	1	2	0	3	2	8	4
g2717	126	162	193	157	183	120	93	107	103	150	162	174
g2718	1045	1105	876	977	780	641	810	558	868	673	1119	1273
g2719	76	116	191	88	126	78	68	165	85	90	131	42
g2720	1984	3533	1899	2154	1360	3940	1267	1188	4293	2165	3138	2497
g2721	3	1	1	3	9	3	8	4	3	4	3	2
g2722	6	5	5	4	6	5	3	4	4	3	5	6
g2723	919	501	812	697	1162	1222	1333	1792	828	673	1451	575
g2724	3	82	136	139	39	45	17	417	17	52	202	252
g2725	6	0	4	1	0	1	3	0	10	2	1	1
g2726	46	64	70	64	33	54	44	40	79	41	59	39
g2727	5	5	888	187	1288	128	752	12	793	905	507	2268
g2728	6	15	10	14	28	7	5	24	4	3	38	24
g2729	0	2	0	6	0	7	0	0	0	0	3	5
g2730	133	122	68	88	128	98	74	136	141	188	207	174
g2731	0	2	0	0	0	1	5	2	0	0	0	0
g2732	2	4	4	9	3	6	5	7	8	9	8	3
g2733	366	254	406	352	346	500	358	358	313	429	479	264
g2734	552	548	374	518	496	468	379	290	613	415	436	504
g2735	1453	2685	2853	2209	2305	2005	1935	1196	2452	1950	2677	2714
g2736	163	466	77	269	459	197	190	377	126	203	116	200
g2737	65	112	89	109	203	76	17	41	32	66	52	212
g2738	1828	2213	1166	1739	3405	2764	2371	3656	2173	1963	3982	2547
g2739	1726	2407	2232	1054	1630	2689	2392	1452	1629	2520	2229	2130
g2740	691	599	647	668	633	667	484	722	757	460	798	855
g2741	779	1215	868	1194	863	1025	1221	1095	699	562	789	1286
g2742	2260	2554	1020	1821	1772	2196	2250	1408	2323	1795	1965	906
g2743	1441	1442	786	880	1135	900	1247	918	1167	1235	1505	1629
g2744	273	242	265	225	354	225	219	211	175	178	374	248
g2745	0	5	7	2	0	0	2	8	11	0	8	1
g2746	70	122	53	76	96	91	70	58	52	96	79	65
g2747	84	96	40	130	40	61	180	65	53	79	71	47
g2748	7096	6087	7122	11198	2869	2864	6696	10832	7294	5118	5940	5826
g2749	109	123	121	130	90	53	93	56	110	143	189	89
g2750	28	61	30	7	35	39	30	31	28	11	15	21
g2751	331	296	253	276	229	266	195	215	305	234	426	223
g2752	172	60	74	95	120	160	194	167	122	247	254	74
g2753	492	672	791	597	617	785	706	542	703	700	848	867
g2754	4	4	0	3	4	3	2	3	4	1	3	5
g2755	4297	5098	3292	3494	5552	8529	2589	4926	9360	7565	7037	16914
g2756	580	745	521	589	637	675	528	784	787	892	1105	848
g2757	1	1	5	3	1	1	2	3	3	2	1	0
g2758	0	1	0	1	5	2	0	0	2	0	2	7
g2759	44	53	78	55	71	52	75	103	45	80	130	76
g2760	1092	2290	633	1356	2037	1078	1132	656	1763	1169	856	1142
g2761	9	6	5	4	8	4	6	6	9	6	10	12
g2762	1779	2285	2080	922	1603	1363	1497	1007	967	698	2697	1086
g2763	439	357	942	1014	944	1103	778	825	1044	559	303	1600
g2764	16	38	33	30	37	36	24	38	27	25	38	29
g2765	816	254	493	182	606	440	188	150	390	247	423	607
g2766	68	33	21	42	27	158	82	63	52	142	165	124
g2767	944	1075	1039	1183	1224	1323	907	1013	1549	1648	1643	1460
g2768	426	280	332	316	247	499	266	296	447	260	522	349
g2769	129	228	227	262	158	65	543	181	292	612	349	188
g2770	779	1025	541	819	409	838	545	472	868	1031	1061	696
g2771	57	42	44	90	194	156	399	115	105	108	67	349
g2772	496	567	325	619	382	353	118	117	412	414	760	557
g2773	172	309	73	377	7	509	60	144	142	111	267	98
g2774	2018	2261	1570	1953	2191	2368	1362	1515	2345	546	3844	1099
g2775	0	1	2	0	0	3	1	0	0	6	1	3
g2776	161	176	244	231	376	281	277	170	166	170	453	409
g2777	102	308	241	197	153	179	152	325	183	402	275	427
g2778	0	1	0	0	1	1	2	5	1	0	9	0
g2779	649	1054	915	653	705	916	771	739	1043	519	786	696
g2780	12	19	7	6	4	9	2	45	1	8	2	3
g2781	16086	16183	22876	26401	21747	12394	17336	21309	11782	15657	23906	22016
g2782	221	297	339	291	445	243	207	221	290	260	268	349
g2783	1646	2056	823	1529	1650	1884	1239	2327	1826	903	1598	1828
g2784	807	688	942	1388	1038	788	1445	720	840	966	1388	2251
g2785	313	111	343	371	877	517	424	299	697	197	112	415
g2786	1558	818	1046	1554	2696	2665	2740	948	712	762	2168	2481
g2787	8	32	53	53	22	25	34	22	30	42	9	82
g2788	9	12	13	16	15	13	11	15	16	11	24	21
g2789	302	419	223	268	406	397	233	318	514	368	425	376
g2790	13	148	57	5	136	1	103	63	6	14	143	0
g2791	1378	970	2043	1339	2575	2068	1723	1874	1812	2503	1922	1419
g2792	3	6	4	5	0	4	16	5	5	4	3	5
g2793	30	45	26	33	60	22	16	20	47	69	29	18
g2794	36791	50099	28069	43369	8976	21553	20245	13184	19365	12355	47948	38163
g2795	1301	990	704	919	870	863	418	571	703	823	1120	1541
g2796	4	13	8	22	4	10	11	6	13	18	25	11
g2797	18	16	9	17	32	29	0	5	12	10	35	40
g2798	1705	1333	2146	1268	1827	1596	1393	1187	2176	1749	1977	1353
g2799	253	429	233	341	498	672	442	420	326	263	729	649
g2800	15929	16253	16970	15137	16287	17967	12846	12864	24706	13394	17410	15053
g2801	7	18	6	22	22	5	11	9	19	10	15	7
g2802	1198	1382	1698	2863	1734	2152	2583	4149	1659	1891	1758	1531
g2803	1	5	3	1	1	2	2	2	0	2	3	4
g2804	1795	1953	1975	2833	1195	856	1618	2214	1034	2998	2708	1889
g2805	248	448	307	602	460	305	424	210	548	303	573	565
g2806	225	173	144	214	247	214	207	148	156	151	292	152
g2807	3	0	0	3	0	13	0	14	0	0	1	6
g2808	94	543	113	185	239	91	192	132	141	91	152	1168
g2809	99	76	343	510	231	60	509	74	440	148	142	308
g2810	134	251	230	313	372	267	251	311	350	277	313	365
g2811	7	0	5	9	23	8	7	14	23	3	3	16
g2812	772	212	579	726	698	275	365	422	699	536	567	533
g2813	46	0	69	76	50	2	67	38	119	22	93	180
g2814	1160	1025	1265	723	1988	1228	1141	1394	1581	1869	1240	2154
g2815	4894	2948	3400	9871	4222	4398	3578	4397	1990	5406	7800	6463
g2816	4	7	3	9	4	6	5	3	7	8	13	2
g2817	11	15	15	14	14	6	14	8	26	22	31	21
g2818	1041	932	898	322	1448	546	689	632	857	697	2685	696
g2819	4727	6430	3379	3370	6638	6130	2908	5958	4600	6090	6457	3744
g2820	198	294	360	249	243	359	292	191	239	465	341	234
g2821	381	587	243	221	483	336	419	100	175	602	367	496
g2822	827	1078	107	254	1092	592	852	515	644	936	220	337
g2823	1752	1238	1284	950	1086	1487	790	1274	1293	1541	1797	1687
g2824	383	603	293	275	584	535	387	275	458	488	584	686
g2825	7	9	3	2	7	4	7	1	6	2	5	12
g2826	94	148	94	26	114	88	84	28	253	63	146	133
g2827	1656	2096	1793	1653	1668	1677	1856	1946	1864	1862	2682	2320
g2828	57	47	27	49	25	51	61	41	62	82	32	54
g2829	39	34	17	16	149	282	59	46	48	51	66	47
g2830	7	4	16	11	22	21	9	20	17	4	15	8
g2831	117	124	64	83	129	192	42	96	84	151	53	160
g2832	183	155	156	112	199	134	153	121	104	108	248	168
g2833	612	608	586	562	722	642	815	645	498	807	699	541
g2834	24	14	40	30	24	31	30	21	28	24	45	52
g2835	154	180	178	156	149	155	172	135	224	260	194	216
g2836	353	815	430	357	366	770	253	466	499	938	365	539
g2837	1258	1191	904	557	1028	965	1125	1130	1047	959	1249	1228
g2838	20	21	9	5	27	38	10	18	15	14	42	40
g2839	4	6	0	3	4	5	4	0	3	4	0	0
g2840	23	8	2	10	26	20	23	10	4	1	6	9
g2841	403	827	521	413	533	713	377	387	556	574	687	685
g2842	2416	2270	1658	1523	3088	1311	3041	1482	1643	1930	2279	2607
g2843	0	5	9	0	4	14	0	0	0	0	11	0
g2844	15249	11122	9427	16064	25314	22202	5701	15951	15307	10943	13670	15538
g2845	4	3	2	3	4	2	5	7	5	1	6	4
g2846	2000	1322	2296	946	1575	1421	1070	770	1122	1060	3538	866
g2847	1814	3570	1478	1918	2272	3389	1899	2273	2477	2391	4620	1969
g2848	8	14	23	17	19	19	3	4	13	8	16	22
g2849	524	1354	518	544	644	845	895	452	651	366	435	997
g2850	8	16	8	8	10	17	7	8	7	13	16	6
g2851	428	285	743	731	748	445	145	466	438	476	640	716
g2852	15	10	16	11	12	16	3	7	9	42	13	8
g2853	163	260	177	182	181	229	211	219	217	207	244	225
g2854	767	1066	882	1071	774	798	816	663	862	471	590	502
g2855	3	3	8	7	8	1	4	13	2	2	6	6
g2856	7139	12227	6810	10010	20831	9772	13217	7892	8847	14504	9986	19365
g2857	46	44	99	61	393	308	76	56	34	74	129	36
g2858	6	11	14	5	3	14	12	12	18	6	22	16
g2859	121	63	64	41	259	49	153	176	61	15	126	118
g2860	378	728	376	490	1036	823	460	700	507	435	597	1079
g2861	418	283	304	301	464	447	174	146	348	243	446	370
g2862	9306	9239	6071	7197	7739	8801	7098	6686	6723	10871	9557	8972
g2863	35	12	58	66	143	42	16	39	85	71	27	115
g2864	587	1067	634	642	813	903	474	767	767	776	1508	1268
g2865	1783	2336	934	842	1434	2135	1682	1795	1342	1838	1681	1950
g2866	9	7	17	27	36	44	3	18	9	17	4	6
g2867	912	886	1028	845	928	353	781	1051	998	401	768	582
g2868	151	187	125	41	154	275	225	165	106	189	255	136
g2869	28	22	6	17	5	16	6	12	4	9	10	17
g2870	3	16	0	7	0	17	4	2	1	0	0	1
g2871	211	576	291	479	1068	194	142	3001	444	919	636	242
g2872	12	22	10	32	1	38	5	2	10	6	28	7
g2873	2	4	6	1	4	5	3	4	3	7	4	1
g2874	158	167	243	215	261	664	129	12	468	371	1283	477
g2875	403	1017	784	583	521	696	448	914	637	570	802	597
g2876	3	6	15	14	57	23	16	19	33	14	39	23
g2877	213	230	152	187	180	254	164	161	216	180	223	229
g2878	18	22	82	49	16	33	20	39	97	32	76	34
g2879	4	34	18	5	21	18	13	5	15	11	5	13
g2880	849	783	777	682	1116	793	552	635	894	686	1365	666
g2881	6	42	0	4	0	0	0	0	0	7	22	2
g2882	1080	667	1444	990	192	2255	758	698	423	487	892	440
g2883	444	286	207	251	162	230	97	142	424	310	320	277
g2884	6369	4325	4690	5078	3439	3952	4273	2939	5816	3782	6322	6603
g2885	65	59	40	87	78	102	25	68	29	42	62	81
g2886	37	34	70	61	65	56	71	18	40	24	99	76
g2887	18	7	1	11	1	3	1	6	9	4	8	5
g2888	1062	1176	799	782	867	1057	636	767	626	920	1009	945
g2889	809	942	727	934	998	1288	770	846	1114	967	1073	1638
g2890	90	156	149	98	108	90	85	165	107	133	127	162
g2891	59	118	142	97	152	97	130	117	114	89	242	254
g2892	507	599	605	317	602	419	384	557	479	388	569	508
g2893	3472	1586	2202	1515	866	1013	2745	786	1444	914	765	598
g2894	2832	3604	3533	3522	4645	5023	3517	2432	3830	3693	5077	3969
g2895	323	555	414	300	568	686	353	417	601	553	599	695
g2896	315	177	184	130	479	359	581	347	107	70	475	319
g2897	73	115	14	0	67	134	11	8	13	63	11	19
g2898	3394	3588	3225	3186	3892	3560	3445	3689	4164	3853	4172	3063
g2899	0	0	1	3	2	0	1	10	1	0	2	3
g2900	384	524	512	429	349	365	353	375	449	409	617	308
g2901	190	312	222	161	172	212	163	124	307	209	279	179
g2902	991	890	830	1586	1467	714	1586	1658	1377	964	1273	1997
g2903	3329	4177	4704	3368	4184	3948	4168	3935	4252	4180	4440	4912
g2904	126	139	220	123	35	142	103	168	111	225	95	122
g2905	1562	2735	3094	2499	1865	2067	1449	2294	3429	2316	4256	3526
g2906	5926	4495	5118	4906	2793	4294	3564	1456	8108	3791	10069	2751
g2907	3614	4880	4052	4251	4966	4387	3263	3174	4282	3639	6125	4989
g2908	0	0	0	0	0	0	1	0	1	2	0	10
g2909	128	182	193	218	254	318	232	180	105	134	250	255
g2910	1868	1953	1729	2985	1871	6684	2552	3493	3136	1760	3408	5461
g2911	2	5	3	1	6	2	4	4	4	2	3	4
g2912	0	1	1	2	3	0	1	4	2	2	2	0
g2913	1295	2032	1518	2292	3748	2082	2243	3680	2880	2358	3183	2663
g2914	761	949	784	564	896	682	600	677	666	700	822	997
g2915	4	0	3	3	3	0	3	9	1	1	7	0
g2916	3447	4116	3497	2477	4818	4216	4115	4672	4207	6252	6290	6178
g2917	1288	3	148	735	372	45	19	502	179	97	105	278
g2918	7	4	9	37	10	12	10	39	9	30	21	14
g2919	3	2	12	1	2	6	19	2	2	22	4	59
g2920	88	355	157	344	86	881	323	874	246	358	200	602
g2921	0	4	2	1	3	4	1	1	2	1	2	1
g2922	2185	1871	2478	1643	2396	2416	1750	1188	2509	1562	3071	2070
g2923	10	17	7	14	1	19	24	12	5	11	10	19
g2924	0	20	0	0	62	0	0	100	1	0	0	0
g2925	5	7	0	13	2	11	34	8	21	1	0	4
g2926	315	341	216	351	231	231	181	266	342	171	230	200
g2927	2	2	1	4	9	6	3	6	5	1	0	3
g2928	4236	3783	5812	4015	11325	7782	8489	5908	4665	7714	6354	6627
g2929	1330	1878	1767	1211	1928	1227	1477	1842	2244	1067	1874	2215
g2930	311	110	187	248	327	193	301	143	426	184	513	466
g2931	3257	3532	2263	2963	2378	3818	3080	2867	2762	2029	1838	3517
g2932	178	205	381	369	124	561	471	320	454	148	596	678
g2933	88	148	94	122	182	113	156	168	167	132	153	196
g2934	3	12	4	2	15	25	4	6	2	1	0	2
g2935	1	13	5	11	4	12	10	0	12	9	16	15
g2936	174	19	6	221	491	451	68	204	9	5	65	106
g2937	24	38	20	12	15	31	25	41	24	28	49	45
g2938	2245	3945	3494	2976	3774	3350	3521	3529	5252	4030	5677	3774
g2939	12386	10804	10368	8943	8294	17025	7464	10348	5645	9340	12031	10227
g2940	25	10	0	14	30	0	0	5	216	4	75	500
g2941	231	336	203	250	196	277	404	206	287	313	465	397
g2942	76	90	52	61	109	94	46	47	62	54	99	122
g2943	810	1015	574	967	1258	916	971	432	1030	896	1216	702
g2944	49	79	50	39	103	67	91	23	45	109	69	41
g2945	671	911	606	603	1391	896	629	652	1102	884	1035	1087
g2946	1197	1363	1665	1545	2098	2004	1148	1704	1431	1688	2844	2064
g2947	1	19	33	24	6	2	0	17	8	28	14	21
g2948	2203	5222	3655	2951	3859	2817	2923	2973	3466	2790	5148	4304
g2949	374	476	374	302	420	367	303	146	468	199	290	552
g2950	10	22	1	1	3	1	0	5	7	9	4	3
g2951	5	1	4	1	4	1	0	5	7	9	1	0
g2952	2	3	6	7	10	2	11	11	2	3	10	6
g2953	249	92	88	142	97	170	133	102	120	107	289	186
g2954	2	5	11	2	2	0	7	6	3	4	3	12
g2955	1038	1324	1685	977	1048	1654	938	504	622	515	1673	1351
g2956	1146	1910	1674	973	911	1789	1538	1377	1117	2095	2325	2097
g2957	6	5	7	20	4	20	7	10	5	9	3	1
g2958	19	17	32	44	24	26	69	13	25	18	71	15
g2959	2	1	6	1	6	4	1	0	6	1	4	5
g2960	659	608	719	700	744	547	533	433	291	929	1446	1069
g2961	3	30	14	1	7	2	3	19	14	13	11	14
g2962	33	7	41	36	59	19	11	12	9	42	47	38
g2963	214	702	494	351	346	226	365	192	1201	499	339	253
g2964	72	33	51	94	64	67	100	125	13	38	202	78
g2965	318	346	555	444	459	670	465	342	570	308	843	692
g2966	1386	787	928	888	1169	1201	479	736	1096	466	975	1398
g2967	33	14	32	34	100	123	42	82	38	44	93	59
g2968	494	1295	874	1448	198	1601	1763	618	2980	312	356	590
g2969	73	64	55	55	18	56	52	59	57	41	47	92
g2970	6	4	2	3	9	3	7	0	3	5	3	12
g2971	851	600	1127	846	477	1212	1109	691	707	384	594	1309
g2972	16	62	17	60	107	76	49	46	29	35	28	73
g2973	54	155	47	188	71	118	7	147	96	15	61	43
g2974	3859	5587	3870	5112	5902	5325	4324	3579	4360	2902	6268	10049
g2975	25	115	41	43	96	39	27	6	46	14	28	20
g2976	5	9	4	13	20	5	6	1	10	9	10	29
g2977	1421	764	652	491	827	699	723	755	893	852	1518	1075
g2978	18	13	13	4	9	9	13	9	14	13	15	12
g2979	1227	1079	725	903	1234	2146	854	1242	604	751	521	2671
g2980	15	52	10	15	13	91	23	57	27	63	42	71
g2981	42	70	50	9	44	79	45	38	75	104	46	51
g2982	9	29	11	1	70	26	29	7	8	38	73	19
g2983	10	7	8	10	14	11	8	7	13	10	6	23
g2984	224	82	119	160	118	134	337	207	84	250	261	386
g2985	14	5	1	0	4	0	2	0	23	4	3	21
g2986	198	291	219	201	162	311	152	178	291	125	465	314
g2987	631	1026	1135	1163	1033	1463	428	340	2304	786	1546	1038
g2988	1	1	4	2	0	3	7	0	0	0	4	7
g2989	3	5	2	1	4	8	5	1	2	0	6	0
g2990	9	40	14	16	16	16	13	9	6	15	15	16
g2991	828	479	681	1455	521	861	846	330	909	687	519	985
g2992	98	116	97	110	108	118	87	111	147	111	135	147
g2993	29	12	14	18	16	10	3	21	15	13	26	22
g2994	267	334	425	245	38	466	279	45	287	220	595	253
g2995	9	16	28	14	10	5	56	15	5	27	47	29
g2996	36	17	75	13	20	10	5	13	54	7	4	31
g2997	8	15	19	20	6	0	7	0	44	6	1	9
g2998	2680	1583	1904	1415	1924	1675	1733	1532	2075	1906	2076	2346
g2999	128	39	131	101	86	90	184	3	120	21	43	34
g3000	335	305	447	326	266	393	348	247	322	259	249	388
g3001	2	5	2	5	0	0	1	9	1	0	4	0
g3002	5	2	4	5	5	4	4	12	2	6	4	11
g3003	226	667	578	259	448	445	361	353	586	280	267	1011
g3004	118	122	169	128	135	181	98	126	108	115	200	234
g3005	128	229	124	136	146	186	123	213	190	182	287	226
g3006	0	99	22	17	95	2	172	11	3	88	23	102
g3007	7	2	6	8	4	1	8	1	6	1	8	0
g3008	59	68	74	60	75	149	96	103	152	131	132	147
g3009	13	32	28	34	33	20	10	21	34	18	40	34
g3010	65	152	48	12	135	79	76	123	25	389	11	7
g3011	71	1	76	41	28	8	62	11	58	33	11	15
g3012	261	289	211	229	203	205	193	175	251	335	429	383
g3013	6779	4461	3367	3203	1345	1813	1259	3285	2575	2040	1906	3416
g3014	1741	1898	1390	1729	2010	1491	1312	1203	1555	1408	2479	1717
g3015	863	1689	624	584	1236	829	791	376	1303	568	894	1010
g3016	49	120	76	138	199	180	95	1096	290	894	400	121
g3017	522	83	260	163	352	757	701	193	299	202	908	135
g3018	0	2	3	0	4	1	0	22	0	0	9	0
g3019	2619	2868	2558	2709	3257	3653	3317	1580	3104	2893	2694	3385
g3020	471	347	471	355	753	361	385	405	578	366	712	396
g3021	19	47	63	39	54	26	22	33	24	11	46	51
g3022	3	17	29	8	14	52	30	44	49	22	57	35
g3023	479	422	701	912	400	642	271	304	571	721	1391	939
g3024	51	169	51	582	284	501	68	225	256	281	220	192
g3025	123	151	209	138	147	205	196	116	105	151	217	142
g3026	12	1	6	6	7	0	0	1	5	12	5	11
g3027	4	19	36	17	39	28	29	35	43	41	41	38
g3028	2646	2449	1477	2413	2637	2641	2131	1947	2873	1823	2646	1828
g3029	153	141	79	88	109	78	80	69	122	73	236	101
g3030	586	552	343	660	380	397	460	458	339	189	792	372
g3031	212	186	491	89	116	184	100	149	163	62	185	395
g3032	321	655	335	347	434	492	417	427	557	531	528	778
g3033	15367	15800	4789	10557	11310	7127	10029	11446	9149	10645	9796	20946
g3034	25	16	22	20	22	27	17	21	16	21	27	13
g3035	665	934	531	640	700	506	476	530	468	491	678	1024
g3036	125	292	118	110	241	266	250	133	462	269	295	187
g3037	791	419	930	589	716	858	345	252	1005	321	394	458
g3038	62	15	24	0	5	59	8	2	6	53	15	3
g3039	214	167	131	162	226	258	200	136	174	173	197	351
g3040	0	8	0	0	0	0	0	0	0	5	2	0
g3041	33	11	37	14	24	25	19	6	14	23	14	15
g3042	9838	14442	9481	6087	7393	7174	7309	7997	8573	6214	19522	7479
g3043	2197	1654	3476	2290	1977	3212	4179	2561	1775	2371	3229	2758
g3044	724	1253	766	812	1400	1426	333	1178	859	1301	798	1078
g3045	418	664	405	510	659	693	291	377	515	528	874	602
g3046	10	16	8	14	16	20	14	8	17	8	34	15
g3047	1013	1544	1142	781	1461	687	1357	862	1429	621	849	969
g3048	14	0	27	20	33	37	25	3	68	54	4	37
g3049	39	12	40	11	43	22	28	81	41	57	113	34
g3050	27	73	84	68	61	74	50	61	45	77	169	87
g3051	98	22	173	84	92	20	108	91	38	94	117	74
g3052	88	78	72	200	91	162	19	48	144	78	178	112
g3053	374	1147	734	715	1026	938	470	1042	898	722	786	1357
g3054	1077	1818	1197	1262	1533	1686	684	1574	1694	1396	1100	2431
g3055	13	14	2	4	0	2	11	1	6	6	3	5
g3056	142	2079	315	619	454	893	933	692	481	826	325	421
g3057	10	22	11	30	2	81	200	2	13	0	0	2
g3058	169	175	257	129	263	228	204	244	165	205	378	252
g3059	110	26	7	197	28	21	151	43	80	173	134	149
g3060	373	471	453	661	386	595	509	510	584	517	368	385
g3061	28	14	0	1	0	0	35	6	0	0	0	9
g3062	8397	9246	7497	8262	10045	9200	8846	6968	10038	12570	8241	9126
g3063	163	340	67	170	314	212	61	149	29	166	32	347
g3064	429	1079	314	1503	4511	896	632	330	1286	970	2035	467
g3065	38	76	50	35	26	91	2	80	44	124	84	86
g3066	230	372	212	255	375	193	223	304	344	494	488	271
g3067	2	0	4	1	0	3	6	3	2	2	2	3
g3068	4	8	7	1	7	5	12	7	19	6	1	18
g3069	1282	2542	2788	2621	3921	2047	4489	2684	5693	1847	5084	2763
g3070	2	19	3	8	1	73	6	4	2	0	1	0
g3071	22	29	2	22	31	27	40	23	36	40	50	29
g3072	12	79	3	20	8	13	21	15	4	7	11	21
g3073	510	661	617	548	667	593	348	459	581	616	750	528
g3074	661	694	657	565	476	707	554	449	621	535	1073	781
g3075	117	109	47	62	102	113	102	110	79	86	197	73
g3076	162	64	37	40	93	70	112	134	125	20	70	108
g3077	212	589	159	526	350	142	477	204	1026	374	45	176
g3078	1	3	0	1	7	3	2	0	8	1	1	2
g3079	18	30	39	28	62	12	9	8	7	16	93	52
g3080	173	123	166	149	137	113	176	172	112	166	156	195
g3081	67	61	18	48	55	55	81	66	31	22	79	56
g3082	619	817	775	769	904	839	740	556	487	719	1093	1393
g3083	13	26	26	24	32	38	8	5	49	10	16	9
g3084	42	45	18	22	18	45	21	29	19	36	37	26
g3085	1086	1979	1399	1810	2069	1938	1660	1153	2122	1588	1539	1829
g3086	257	25	129	0	114	258	153	107	322	23	60	20
g3087	143	160	116	10	127	4	13	61	0	16	146	129
g3088	638	1474	183	220	830	466	453	450	141	144	292	177
g3089	650	607	442	380	308	490	423	369	567	389	519	627
g3090	752	1326	430	418	425	1038	302	760	799	163	1151	572
g3091	9330	6853	5428	7446	9418	8454	8792	7060	6318	6369	7004	6466
g3092	2371	2333	909	1456	3286	1930	879	1498	1597	2114	1961	2116
g3093	1253	2070	1005	1422	972	1950	2021	2169	822	1580	1667	2477
g3094	293	416	196	128	268	199	251	180	99	153	254	260
g3095	1277	1497	699	1309	351	1035	1914	1681	1423	1416	857	815
g3096	940	875	601	521	1243	1403	1112	708	942	790	1010	937
g3097	191	244	443	215	216	368	210	137	193	78	355	156
g3098	1	2	5	3	6	4	2	1	10	4	4	5
g3099	1	6	0	9	4	13	1	10	5	9	1	1
g3100	145	84	186	20	112	252	240	173	140	152	376	228
g3101	515	755	1079	548	508	1168	1042	514	780	862	649	793
g3102	40	30	1	10	8	17	20	11	13	13	1	9
g3103	121	282	79	99	502	106	70	117	126	118	332	170
g3104	7	92	102	63	129	57	35	50	61	88	29	99
g3105	5	12	6	20	26	8	23	13	6	10	36	31
g3106	386	295	273	213	236	286	388	271	382	261	283	269
g3107	1897	2711	2770	2267	3732	520	1536	1056	1557	2711	2431	1065
g3108	783	706	1155	1699	917	1124	940	455	1439	2190	1245	1278
g3109	158	409	111	323	116	199	179	183	275	277	220	176
g3110	818	971	944	673	874	1077	690	892	1094	653	1287	1298
g3111	7222	7909	7551	7287	8075	8149	4185	7047	6687	4985	6417	9947
g3112	38	155	38	22	163	101	105	2	13	6	96	54
g3113	101	42	13	169	118	327	44	182	171	75	415	327
g3114	112	105	146	61	50	98	94	97	57	52	55	149
g3115	1454	1139	343	428	1145	1456	695	587	1008	909	891	1233
g3116	112	185	182	135	93	124	134	55	160	129	156	152
g3117	2033	1379	1316	1933	1648	1929	1513	1599	1550	1696	3034	2759
g3118	2043	4145	1258	4971	1706	3363	8032	3536	5266	2242	1543	2136
g3119	711	178	509	345	1161	1456	652	776	465	689	416	554
g3120	7	3	4	9	4	3	14	2	6	19	9	11
g3121	249	231	493	389	206	353	368	117	473	352	374	778
g3122	356	376	315	254	272	367	305	357	410	334	465	399
g3123	966	1241	987	1030	778	775	921	1089	1235	1260	1571	947
g3124	1	2	3	4	5	2	4	2	7	0	4	6
g3125	906	1580	809	771	1022	944	640	1285	854	827	839	1094
g3126	156	156	132	140	191	155	181	222	273	92	161	266
g3127	113	67	39	73	59	32	164	65	57	35	55	59
g3128	854	819	1047	1106	1296	677	970	1070	489	1296	1033	1120
g3129	2	1	4	2	5	6	2	11	5	1	3	5
g3130	8	2	1	6	1	21	1	1	1	8	7	0
g3131	1499	956	1062	700	1803	2363	678	1019	2514	749	3424	1375
g3132	0	0	7	0	0	1	0	0	0	0	0	0
g3133	196	103	315	242	91	344	21	192	12	222	147	151
g3134	117	188	183	84	302	302	258	158	142	227	74	293
g3135	389	758	506	897	925	640	854	482	871	978	707	815
g3136	735	1228	1024	721	426	1053	1070	608	339	841	768	1229
g3137	10	17	7	27	28	10	14	8	3	5	27	21
g3138	190	244	197	85	146	97	252	174	337	151	182	256
g3139	8	9	13	19	11	4	13	14	12	10	11	8
g3140	3	6	5	1	2	5	5	4	5	9	4	3
g3141	58	15	10	20	23	25	8	27	8	15	40	45
g3142	998	1188	1545	1150	1863	1858	1484	1618	1341	1803	1117	2044
g3143	10	4	14	15	7	5	3	3	17	14	4	0
