	sample1	sample2	sample3	sample4	sample5	sample6
g2809	4442	5477	4490	8562	5219	5871
g2810	57	9	29	18	18	14
g2811	917	832	789	574	556	720
g2812	96	66	50	60	57	95
g2813	0	6	5	1	26	1
g2814	550	486	516	194	155	354
g2815	342	253	185	229	168	95
g2816	504	579	204	337	241	264
g2817	45	43	42	32	26	31
g2818	625	1457	2144	1679	927	1176
g2819	124	69	32	59	65	104
g2820	2509	2100	2362	2064	1617	2380
g2821	21	164	25	53	37	67
g2822	94	82	45	68	26	321
g2823	2527	1582	2126	1394	1087	1785
g2824	3755	3096	3130	2710	2834	2624
g2825	93	94	65	57	62	66
g2826	329	532	242	314	255	364
g2827	74	86	18	66	13	51
g2828	626	905	116	561	302	289
g2829	12	3	9	4	9	0
g2830	248	249	210	178	173	199
g2831	37	40	28	14	20	15
g2832	0	22	1	18	1	6
g2833	2	1	1	2	2	11
g2834	1565	876	787	953	647	1840
g2835	63	106	138	177	277	151
g2836	116	160	49	602	264	210
g2837	1058	1080	762	616	463	727
g2838	196	102	116	119	31	213
g2839	2038	2564	2314	1636	2534	2604
g2840	138	167	99	113	120	268
g2841	106	126	111	47	18	163
g2842	105	102	131	111	89	151
g2843	0	10	0	4	1	6
g2844	787	653	710	934	613	556
g2845	1933	2473	2081	1415	655	1865
g2846	27	11	17	13	9	18
g2847	1269	1330	1601	1506	775	1501
g2848	1331	1174	2220	841	557	1274
g2849	296	130	193	152	139	100
g2850	6449	6490	4738	4421	1825	4629
g2851	33	31	166	29	50	23
g2852	4	1	15	10	4	1
g2853	133	100	146	86	86	76
g2854	325	309	406	322	174	369
g2855	142	142	93	56	56	106
g2856	3	280	0	30	0	10
g2857	26	19	11	2	7	23
g2858	94	81	19	47	31	16
g2859	70	30	179	175	7	18
g2860	5	6	10	24	1	26
g2861	3756	1619	806	1472	956	2647
g2862	219	4	0	18	0	0
g2863	1106	833	1177	897	716	1230
g2864	175	131	236	139	82	104
g2865	234	425	258	162	189	159
g2866	724	377	412	425	147	258
g2867	1115	37	513	6	435	493
g2868	1	5	0	11	0	1
g2869	291	296	95	318	315	292
g2870	46	49	69	23	28	28
g2871	59	7	3	1	12	21
g2872	984	1327	1388	1313	520	888
g2873	0	8	5	33	1	5
g2874	463	912	310	78	192	495
g2875	1884	1662	2780	2832	905	2799
g2876	0	5	2	0	7	1
g2877	138	45	275	340	23	782
g2878	8	4	8	9	8	30
g2879	5778	10547	5395	6770	5150	5355
g2880	1958	359	858	137	203	877
g2881	48	29	6	28	6	3
g2882	267	447	324	386	132	294
g2883	3903	2544	3554	2261	2739	2256
g2884	2	3	4	5	1	3
g2885	63	156	61	46	55	126
g2886	35	29	29	31	7	10
g2887	31	19	47	15	25	24
g2888	624	1050	598	404	525	433
g2889	501	268	311	351	502	491
g2890	58	183	61	52	41	73
g2891	32	20	36	12	22	17
g2892	12	15	11	0	6	0
g2893	225	403	311	353	273	447
g2894	732	745	595	735	520	1034
g2895	36	12	40	13	12	21
g2896	3433	3125	6842	3502	4458	5504
g2897	3830	5844	3624	5422	2160	4706
g2898	47	41	131	77	37	98
g2899	1305	1056	826	505	449	1058
g2900	1204	563	716	306	489	737
g2901	46	21	28	52	13	67
g2902	0	0	0	0	19	0
g2903	98	37	85	23	79	45
g2904	425	413	441	208	228	549
g2905	3248	2366	3309	2081	2282	4174
g2906	223	296	158	426	202	376
g2907	8	19	24	21	2	24
g2908	1	22	7	3	18	1
g2909	57	73	383	135	9	151
g2910	184	77	371	277	227	186
g2911	577	587	462	383	333	656
g2912	8765	3301	3065	1002	2582	2685
g2913	697	648	425	475	492	685
g2914	18	0	5	10	6	6
g2915	1482	2166	1899	1302	1462	1526
g2916	719	1176	655	680	860	571
g2917	73	112	73	46	46	64
g2918	23	16	5	6	15	15
g2919	3	8	8	2	1	10
g2920	3548	3168	2439	1282	675	2905
g2921	168	147	57	98	67	70
g2922	92	69	44	76	17	82
g2923	58	46	61	18	51	35
g2924	165	159	247	312	172	239
g2925	2668	1623	674	648	1627	1810
g2926	560	680	649	303	434	687
g2927	162	178	130	136	73	105
g2928	592	528	583	378	246	527
g2929	0	0	0	5	0	3
g2930	41	141	27	61	35	27
g2931	3054	3419	2532	2783	2397	4730
g2932	3759	4112	4508	3431	2427	3556
g2933	1553	2542	2069	992	1127	1495
g2934	1959	1663	1312	1543	984	2249
g2935	1	2	3	4	0	2
g2936	659	774	828	1342	194	745
g2937	1727	1812	2141	895	963	1743
g2938	16	18	19	14	17	28
g2939	1	0	11	2	1	1
g2940	67	13	78	14	16	50
g2941	34	97	33	21	31	26
g2942	1261	3280	1556	1402	1016	2388
g2943	1643	1218	727	1163	741	475
g2944	8	0	4	2	0	1
g2945	260	154	78	41	100	92
g2946	12	24	17	11	4	15
g2947	3692	5581	5789	6810	4551	6988
g2948	35	21	13	39	17	17
g2949	1034	514	61	181	473	5
g2950	1086	1341	1168	1281	787	1444
g2951	132	156	110	32	93	116
g2952	8	16	14	4	11	0
g2953	111	150	101	99	65	159
g2954	741	477	622	350	327	307
g2955	4226	3256	3574	2516	2231	3102
g2956	54	17	12	21	9	6
g2957	15	28	71	5	1	2
g2958	221	108	144	111	150	101
g2959	1171	717	719	709	254	781
g2960	452	240	378	313	189	521
g2961	4057	2290	2162	2663	2351	1798
g2962	60	543	53	114	70	64
g2963	296	130	298	192	106	250
g2964	6816	4491	3799	2915	2008	5497
g2965	5	10	4	5	1	6
g2966	564	1092	840	245	729	473
g2967	64	75	11	49	56	54
g2968	96	46	75	80	27	80
g2969	219	235	189	125	56	156
g2970	9	0	5	32	0	1
g2971	40	37	57	42	22	42
g2972	0	0	1	0	3	4
g2973	51	109	130	40	84	48
g2974	506	732	495	178	266	146
g2975	108	33	46	90	32	132
g2976	2683	3343	3375	3051	3040	11730
g2977	89	65	71	97	32	107
g2978	344	249	125	640	352	437
g2979	217	49	11	107	9	72
g2980	16	7	17	9	4	6
g2981	357	95	97	127	115	146
g2982	494	476	692	422	309	549
g2983	106	82	92	34	60	142
g2984	10	3	9	15	18	16
g2985	1301	255	429	520	169	198
g2986	0	18	0	1	0	0
g2987	0	4	4	0	0	3
g2988	2531	3427	2899	1629	2486	2109
g2989	27	106	92	64	73	138
g2990	429	327	313	222	195	437
g2991	35	0	8	0	36	8
g2992	305	498	369	288	234	327
g2993	699	1668	767	607	1203	331
g2994	14	18	9	10	5	9
g2995	1506	506	990	162	173	274
g2996	132	274	204	161	200	191
g2997	5	6	7	9	13	3
g2998	27097	19281	17827	14331	11730	9853
g2999	88	51	39	27	24	84
g3000	16	24	11	11	13	13
g3001	0	3	3	74	15	11
g3002	257	337	410	236	147	279
g3003	7	3	3	5	4	0
g3004	607	663	621	606	423	372
g3005	25	161	15	21	15	2
g3006	6	3	1	12	3	4
g3007	852	261	587	312	380	195
g3008	6529	7204	8044	3304	3573	4164
g3009	1403	1550	1299	1248	683	678
g3010	391	302	4	794	43	484
g3011	3	4	5	9	6	5
g3012	0	0	0	0	2	0
g3013	369	299	322	199	88	278
g3014	13	8	4	6	3	14
g3015	81	91	67	67	34	33
g3016	494	328	335	277	120	339
g3017	13	9	8	13	7	5
g3018	61	72	111	77	68	55
g3019	257	292	421	304	290	454
g3020	6818	7447	5544	1540	1653	2710
g3021	55	84	55	56	22	49
g3022	318	232	173	428	117	358
g3023	74	163	193	173	164	303
g3024	10	11	13	11	5	8
g3025	6	15	5	4	2	7
g3026	107	42	88	208	135	10
g3027	77	129	6	77	64	0
g3028	1830	2234	2057	1573	964	1363
g3029	5276	9991	9704	7403	5313	3573
g3030	3977	2328	2568	2486	1059	3174
g3031	571	640	265	779	427	728
g3032	3221	3389	3418	3535	1642	3263
g3033	1983	2572	1522	2045	967	2521
g3034	75	78	54	21	30	57
g3035	119	260	418	253	193	102
g3036	1578	1566	969	1127	830	1155
g3037	797	469	558	442	277	579
g3038	18	0	79	34	116	90
g3039	32	99	139	115	69	26
g3040	5	70	111	27	60	2
g3041	1045	847	409	2041	226	974
g3042	38	64	203	25	138	188
g3043	3862	2245	1901	1152	1830	2968
g3044	1723	1520	709	1186	399	979
g3045	3302	368	2510	725	1175	924
g3046	590	602	883	616	457	631
g3047	9	2	1	4	6	2
g3048	188	44	319	239	448	1091
g3049	18	49	12	25	9	24
g3050	183	288	477	1	210	24
g3051	75	137	95	107	47	28
g3052	17	1	0	7	28	5
g3053	582	452	603	339	324	371
g3054	2613	1518	2116	1499	1492	1114
g3055	3360	3221	3013	1651	1940	2948
g3056	8	0	159	193	1	11
g3057	18	21	46	13	24	3
g3058	547	641	303	150	290	811
g3059	76	49	77	28	69	114
g3060	578	525	333	350	291	309
g3061	18619	11871	13222	8320	7744	11116
g3062	3585	2094	2500	1982	1254	2731
g3063	834	871	1018	1158	805	1112
g3064	14454	16764	24474	8229	10290	20048
g3065	75	9	15	86	72	75
g3066	1083	1117	1245	454	559	905
g3067	9295	6715	5428	4319	5515	2710
g3068	218	217	345	295	201	271
g3069	12	11	18	9	6	2
g3070	384	166	89	215	175	167
g3071	1872	780	1182	581	1382	747
g3072	1238	1111	576	620	362	717
g3073	8	4	11	14	11	23
g3074	99	52	99	5	31	220
g3075	196	257	222	166	148	218
g3076	1490	2324	1966	1655	722	3106
g3077	12	0	2	9	1	0
g3078	7905	7765	9763	8533	4905	11112
g3079	1240	841	760	789	401	751
g3080	31	34	35	49	60	7
g3081	5	11	14	29	7	13
g3082	48	74	81	69	39	56
g3083	515	897	699	653	829	952
g3084	2429	793	1575	716	825	468
g3085	2266	2253	1978	1933	1633	2287
g3086	3463	2576	2060	2464	1312	2717
g3087	0	0	1	12	1	0
g3088	48	39	12	31	10	21
g3089	125	53	84	17	3	47
g3090	1	39	1	60	20	4
g3091	19	12	5	38	11	16
g3092	897	1250	1124	730	534	848
g3093	2337	2146	2490	1870	2043	2105
g3094	1836	1709	1969	1021	970	1683
g3095	15	14	18	3	9	17
g3096	9	6	4	21	1	8
g3097	130	57	92	89	62	143
g3098	7537	6873	4910	3798	2521	4907
g3099	547	634	81	88	306	131
g3100	39	12	132	43	14	43
g3101	104	136	42	98	41	77
g3102	162	130	134	88	99	82
g3103	234	561	290	429	208	336
g3104	444	1819	839	867	278	730
g3105	2124	1370	631	1421	767	881
g3106	332	177	146	335	91	93
g3107	7	6	2	8	10	1
g3108	19596	11887	16654	9741	9427	11764
g3109	9	4	67	26	29	0
g3110	64	59	37	41	10	135
g3111	12499	10782	10382	8178	5339	8634
g3112	1677	961	1054	455	667	792
g3113	321	95	73	44	42	53
g3114	10410	8052	8709	5525	5686	7243
g3115	805	1440	885	918	822	456
g3116	226	602	300	465	49	194
g3117	1950	1600	1687	1163	1016	1213
g3118	271	268	102	239	107	95
g3119	3513	2328	3104	2258	1221	2272
g3120	174	188	193	132	101	59
g3121	568	387	717	529	196	512
g3122	561	2259	420	240	625	534
g3123	56	109	58	176	59	66
g3124	10	2	28	37	17	79
g3125	25	1	29	1	4	32
g3126	3084	3752	4189	3047	2844	3905
g3127	2908	3060	3067	1276	1444	1734
g3128	5144	5395	3644	4903	4333	5530
g3129	31	3	2	12	7	3
g3130	47	70	38	51	67	61
g3131	830	1248	1892	1338	350	1015
g3132	640	743	462	355	234	203
g3133	104	313	186	313	246	308
g3134	1847	2026	2217	728	1558	1010
g3135	117	255	287	250	196	230
g3136	1367	326	582	299	733	411
g3137	36	22	35	40	27	4
g3138	1135	1624	780	756	1293	1424
g3139	120	173	134	106	146	143
g3140	15	10	8	27	3	12
g3141	986	916	1868	1812	381	1090
g3142	38	82	10	18	6	25
g3143	1702	1578	1061	793	642	1267
g3144	3168	2122	1896	3083	1412	2855
g3145	6	34	30	25	20	15
g3146	2121	4378	2330	3213	1496	3725
g3147	1486	5123	1675	1783	1915	2277
g3148	9	2	5	5	5	8
g3149	130	33	65	29	38	60
g3150	30	9	22	10	4	9
g3151	3	30	2	37	9	22
g3152	4159	4412	3277	3841	2778	3788
g3153	24	18	5	30	14	22
g3154	2092	1647	2623	1487	1035	2011
g3155	884	669	553	637	326	705
g3156	254	155	144	189	36	103
g3157	1	1	5	15	1	2
g3158	6	2	3	9	9	11
g3159	28	89	14	78	15	5
g3160	252	297	240	355	250	246
g3161	36473	47074	43336	45608	29618	43246
g3162	16528	5187	12204	7744	8291	7755
g3163	14	12	22	0	4	3
g3164	101	34	106	41	35	31
g3165	1559	454	735	295	298	6
g3166	634	420	751	730	346	458
g3167	7	10	5	4	3	6
g3168	89	178	237	66	74	320
g3169	16	4	7	2	3	16
g3170	2152	1927	1644	1913	1950	2573
g3171	122	94	196	104	77	78
g3172	89	93	30	30	5	74
g3173	5	7	22	3	3	3
g3174	2	25	9	6	24	7
g3175	11	4	15	4	1	3
g3176	192	60	216	138	56	101
g3177	119	219	102	59	51	200
g3178	1532	2005	1766	2030	1397	1664
g3179	9168	4058	6718	7702	3410	6813
g3180	665	740	439	706	478	340
g3181	658	169	859	669	526	775
g3182	881	482	239	165	268	508
g3183	20	6	3	7	40	7
g3184	4	20	0	8	8	0
g3185	1117	2900	2295	3081	422	1512
g3186	10	19	10	11	7	17
g3187	13	13	1	4	5	2
g3188	10130	14474	13968	7976	2836	3780
g3189	1455	809	250	381	375	707
g3190	2033	1375	3444	2119	799	1635
g3191	1696	803	966	481	878	815
g3192	133	77	87	39	59	89
g3193	23	43	62	103	67	13
g3194	68	39	61	70	39	43
g3195	1122	543	545	573	594	612
g3196	409	220	657	646	269	922
g3197	785	524	247	459	362	203
g3198	24013	16701	17474	12719	8881	15121
g3199	420	157	429	694	346	359
g3200	818	1541	848	1053	600	1396
g3201	27	20	6	6	5	37
g3202	6413	4321	4368	4497	1037	1962
g3203	1662	1914	2715	4220	2484	3770
g3204	39	39	39	12	14	24
g3205	6158	3596	2863	1679	2761	2735
g3206	317	299	282	210	193	232
g3207	5	11	18	5	7	3
g3208	11	28	68	76	36	11
g3209	2608	1962	2788	2489	1469	3627
g3210	89	120	598	153	490	1
g3211	5	1	10	1	1	8
g3212	1015	1176	771	888	757	1110
g3213	9	0	2	4	5	5
g3214	3579	3367	4444	2149	2109	3241
g3215	426	207	363	505	164	292
g3216	14518	11337	11681	12165	6156	13750
g3217	791	426	155	301	389	355
g3218	0	49	0	43	0	0
g3219	22440	16626	16823	13604	7293	16408
g3220	641	1476	1844	295	444	852
g3221	16	9	7	2	2	9
g3222	642	731	503	392	378	404
g3223	9	19	69	30	15	8
g3224	6	3	37	24	9	19
g3225	2357	1514	1217	668	768	938
g3226	12	3	17	12	1	5
g3227	6	10	14	7	24	7
g3228	837	557	402	379	645	1116
g3229	36	6	14	16	16	7
g3230	11	0	0	0	41	0
g3231	173	150	73	127	61	237
g3232	200	137	234	102	161	90
g3233	51	112	57	21	11	37
g3234	5635	4366	4606	4573	1438	7588
g3235	466	792	653	580	490	893
g3236	951	1944	1285	774	458	989
g3237	1492	926	1446	1746	690	1248
g3238	27	15	1	11	6	12
g3239	117	64	232	178	50	229
g3240	3477	7363	2901	1267	1689	3782
g3241	0	2	5	2	16	8
g3242	2802	1726	1829	1361	1241	1961
g3243	2225	1497	2131	1367	1309	2190
g3244	603	506	377	374	510	211
g3245	423	959	224	233	196	271
g3246	865	398	313	1084	241	1219
g3247	371	422	138	205	82	348
g3248	1079	1688	1196	871	880	1224
g3249	443	451	638	288	161	288
g3250	434	521	350	360	248	584
g3251	72	124	233	61	18	60
g3252	86	63	42	29	48	50
g3253	20	12	5	4	0	6
g3254	581	429	551	423	271	459
g3255	739	724	499	385	343	470
g3256	3204	2790	2983	2464	1974	2444
g3257	3205	3061	2679	2302	2425	1872
g3258	161	73	243	77	83	137
g3259	2915	1519	1144	1675	1050	826
g3260	119	181	145	166	42	85
g3261	45	36	29	11	5	20
g3262	1	6	7	15	0	14
g3263	30	34	39	35	9	14
g3264	244	96	305	290	237	108
g3265	776	983	1108	304	703	581
g3266	59	50	54	40	28	61
g3267	5025	3029	3650	3167	2329	3986
g3268	659	551	663	427	619	241
g3269	1	14	1	53	51	2
g3270	54	75	99	154	33	62
g3271	0	9	0	23	1	18
g3272	21	57	84	19	17	80
g3273	117	40	37	49	88	30
g3274	275	243	213	219	279	210
g3275	7	6	7	11	1	3
g3276	730	680	748	406	230	861
g3277	4	9	2	3	0	25
g3278	132	65	54	40	76	76
g3279	2668	2411	1635	1216	2116	3839
g3280	96	88	76	233	91	139
g3281	17	12	15	9	12	9
g3282	16	13	13	11	11	13
g3283	14	10	13	14	6	13
g3284	1	1	2	0	0	0
g3285	5	4	41	11	3	0
g3286	583	654	719	389	245	718
g3287	1	6	8	4	4	1
g3288	274	181	267	200	111	210
g3289	116	61	27	22	40	26
g3290	611	421	485	655	372	472
g3291	1252	839	1162	898	715	1619
g3292	163	116	152	114	70	147
g3293	446	357	212	232	77	326
g3294	60	64	24	6	15	16
g3295	12	5	26	16	10	22
g3296	1456	1984	1273	2495	1134	2273
g3297	81	101	6	41	26	96
g3298	1256	1474	942	878	632	1071
g3299	21	2	5	0	3	6
g3300	373	503	302	329	239	276
g3301	474	450	487	201	222	1248
g3302	476	253	143	140	186	589
g3303	11601	9479	14836	4642	4951	8129
g3304	190	741	296	226	331	826
g3305	413	536	216	303	392	521
g3306	3593	3422	2050	2671	1717	3316
g3307	91	70	58	128	39	87
g3308	63	225	44	22	51	33
g3309	853	359	200	330	160	712
g3310	5434	6308	4360	4430	3377	3493
g3311	58	12	13	1	2	7
g3312	3	11	1	1	0	0
g3313	31	66	16	42	31	35
g3314	31	79	47	63	3	77
g3315	2059	357	2072	1906	355	167
g3316	2843	3983	2912	2709	2024	3087
g3317	4585	3985	4449	5818	4125	2733
g3318	63	241	56	129	6	149
g3319	95	135	175	76	93	170
g3320	9	13	33	3	5	10
g3321	1318	780	1069	1168	556	963
g3322	41	74	126	19	38	17
g3323	679	709	955	974	613	524
g3324	591	1836	1175	1530	430	703
g3325	57	247	11	205	1	33
g3326	1358	1289	1153	1069	832	1654
g3327	33	25	58	28	33	21
g3328	1237	1405	524	2084	1188	1974
g3329	57	106	101	43	56	81
g3330	31	1	28	35	4	11
g3331	3	7	0	2	11	1
g3332	1	8	8	13	4	0
g3333	1837	1556	1705	1388	1113	1919
g3334	618	923	972	1004	401	951
g3335	8	7	12	0	0	3
g3336	41436	1622	2031	8165	5773	6345
g3337	742	543	580	281	358	563
g3338	5	15	0	5	4	14
g3339	810	1013	1259	992	382	1165
g3340	2427	1596	2257	1470	326	1076
g3341	71	46	144	95	45	55
g3342	0	0	0	0	2	26
g3343	823	1632	806	944	856	1291
g3344	11	7	6	11	8	8
g3345	746	1391	1292	1122	704	1230
g3346	10	17	1	3	3	5
g3347	41	17	32	20	14	64
g3348	466	223	210	259	164	85
g3349	27	4	6	14	9	35
g3350	183	145	92	69	69	87
g3351	61	62	32	42	26	54
g3352	337	195	402	211	320	211
g3353	20	6	5	0	3	9
g3354	1055	511	499	370	469	315
g3355	3756	1099	404	2479	1548	2024
g3356	2	5	4	4	0	5
g3357	1130	669	809	530	511	802
g3358	917	1264	1802	880	617	1463
g3359	3594	4285	3895	2666	1926	2434
g3360	57	34	97	39	32	55
g3361	525	983	791	327	228	245
g3362	4111	1907	4673	1200	3091	3464
g3363	76	36	106	42	24	32
g3364	59601	34523	53064	19801	25749	48615
g3365	1497	2260	2320	1840	1259	2022
g3366	558	1063	865	1387	490	1322
g3367	3519	2809	3624	2015	2355	2626
g3368	41	41	7	18	64	13
g3369	137	30	68	32	72	33
g3370	570	616	726	421	340	585
g3371	3	3	22	3	1	12
g3372	1196	672	1127	363	632	742
g3373	1162	1515	1167	1184	725	1581
g3374	1827	1636	505	1131	362	567
g3375	0	5	3	1	1	0
g3376	118	42	51	65	46	2
g3377	586	1122	947	674	559	622
g3378	150	145	164	116	113	124
g3379	22	47	6	17	9	38
g3380	1711	1340	1197	913	441	1442
g3381	4	8	5	6	2	0
g3382	28	39	35	20	41	62
g3383	1599	1611	1019	914	1119	2172
g3384	1211	1031	847	800	542	828
g3385	3333	4842	2944	3921	2223	4193
g3386	15	16	28	25	26	33
g3387	1039	1306	1776	1150	771	1170
g3388	5758	9807	6338	4086	4267	13002
g3389	0	17	18	98	6	14
g3390	203	752	243	511	472	236
g3391	0	6	0	0	0	0
g3392	71	46	59	49	66	69
g3393	1465	1135	3829	2005	2401	1264
g3394	464	720	772	404	339	428
g3395	308	199	267	95	98	179
g3396	91	52	65	37	68	62
g3397	1953	698	1181	1348	504	1134
g3398	135	51	43	91	223	106
g3399	40	6	4	14	10	15
g3400	630	407	489	311	296	401
g3401	1193	1540	1112	1140	663	1116
g3402	1263	807	1274	694	414	1120
g3403	4558	3708	2896	2868	2511	2290
g3404	20	11	12	7	10	19
g3405	1108	1939	1840	1484	1188	1417
g3406	4	6	6	3	3	1
g3407	53	8	46	65	120	9
g3408	1239	1329	1314	1887	599	877
g3409	7	516	113	7	103	0
g3410	1052	329	578	306	499	755
g3411	2	22	54	8	7	5
g3412	34	6	89	139	5	2
g3413	1	10	17	0	0	3
g3414	6778	3994	6215	4297	3417	4800
g3415	173	183	201	110	101	144
g3416	479	495	447	448	316	445
g3417	576	663	840	878	312	775
g3418	1089	265	576	1011	409	925
g3419	95	11	96	27	47	73
g3420	67	50	26	62	16	41
g3421	85	79	52	53	56	75
g3422	3242	2331	2691	1390	2012	2606
g3423	1	6	0	0	0	0
g3424	1353	1846	1676	1188	340	650
g3425	2392	5167	4629	2872	3911	4179
g3426	58	501	593	373	382	220
g3427	41	16	25	27	9	23
g3428	36	83	6	349	5	2
g3429	10	8	0	14	1	0
g3430	114	27	44	69	3	5
g3431	602	818	1053	867	665	594
g3432	146	96	129	124	90	99
g3433	505	718	628	461	400	449
g3434	6	295	0	0	3	0
g3435	11	15	8	0	1	0
g3436	60	37	41	13	0	396
g3437	786	825	924	531	426	733
g3438	1356	1092	1017	803	559	1250
g3439	663	1671	1354	1008	1931	1676
g3440	260	306	121	184	313	197
g3441	639	701	470	374	418	747
g3442	116	68	37	39	6	141
g3443	18077	16685	12314	814	5537	16303
g3444	277	317	183	397	344	133
g3445	19	8	9	5	3	17
g3446	0	1	30	1	33	26
g3447	57	56	66	25	13	99
g3448	55	27	38	42	21	25
g3449	30	6	20	16	33	120
g3450	13	8	10	7	1	3
g3451	199	233	299	203	174	220
g3452	767	1070	365	446	258	2570
g3453	10973	6401	5443	5208	3242	6465
g3454	234	183	113	215	182	86
g3455	1359	2500	1774	1060	1145	1110
g3456	284	216	252	154	102	225
g3457	36	36	15	2	13	11
g3458	2050	1364	1457	839	856	1174
g3459	13	15	31	28	15	34
g3460	16	5	27	10	10	9
g3461	1200	2461	1680	1281	492	934
g3462	4	6	2	4	0	1
g3463	44	196	63	335	297	881
g3464	73	73	59	58	23	60
g3465	434	217	145	87	141	133
g3466	128	150	132	85	60	79
g3467	1509	1447	1778	1798	918	2257
g3468	467	531	475	516	334	290
g3469	11433	15201	14828	8531	2326	11207
g3470	73	34	4	20	60	151
g3471	41	50	55	18	32	23
g3472	896	844	1055	993	493	1025
g3473	20	18	14	14	11	16
g3474	157	253	232	178	96	227
g3475	16305	18071	21158	16533	11224	15258
g3476	30	29	6	15	3	10
g3477	525	124	590	247	367	315
g3478	16541	5676	9470	4863	2266	5779
g3479	73	44	143	48	10	54
g3480	4	5	1	2	11	0
g3481	386	125	83	89	92	118
g3482	1672	1521	1954	969	785	1875
g3483	392	304	259	194	187	210
g3484	8	1	2	5	2	3
g3485	3274	2627	1794	2142	1832	2728
g3486	44	61	62	126	46	126
g3487	7	10	0	10	4	3
g3488	290	320	290	162	192	148
g3489	138	212	188	256	100	177
g3490	1175	945	746	470	394	985
g3491	0	6	1	6	2	9
g3492	91	96	93	133	79	78
g3493	2162	1637	1520	2257	435	3477
g3494	1532	1783	1512	1418	916	880
g3495	6780	3433	2703	1593	2460	3068
g3496	111	112	111	61	31	143
g3497	2	6	2	2	4	0
g3498	2923	4086	5351	1989	2341	3268
g3499	4531	4837	3718	2908	4925	3771
g3500	0	0	0	8	7	115
g3501	41	26	7	101	16	8
g3502	162	60	6	7	48	50
g3503	703	797	784	402	522	1663
g3504	6000	1690	5407	3389	1963	2891
g3505	6	6	8	4	6	4
g3506	1647	942	1757	673	1343	1192
g3507	395	330	297	227	168	253
g3508	48	382	260	634	227	193
g3509	628	720	839	802	623	770
g3510	268	333	261	249	239	273
g3511	3419	2287	1370	1797	696	1625
g3512	327	517	781	811	860	483
g3513	10	20	6	26	2	14
g3514	728	627	631	507	669	969
g3515	337	310	204	245	134	151
g3516	1262	2285	1983	1167	1193	1400
g3517	724	629	504	388	270	598
g3518	636	1014	705	459	461	589
g3519	9	10	11	5	3	9
g3520	27	54	34	143	103	225
g3521	16	20	17	16	11	13
g3522	26	5	10	15	7	19
g3523	10	10	3	4	8	3
g3524	4	0	0	0	0	0
g3525	483	503	655	867	315	366
g3526	61	136	57	51	91	82
g3527	94	166	66	229	70	163
g3528	805	709	290	738	444	479
g3529	3	4	11	14	10	14
g3530	26	44	44	26	18	30
g3531	4034	1619	830	1141	936	829
g3532	2153	2121	1817	1358	1130	2517
g3533	494	568	230	871	194	190
g3534	848	834	859	710	524	1223
g3535	17	14	4	14	4	43
g3536	293	339	1132	155	424	183
g3537	1	0	0	1	0	0
g3538	2110	1224	2424	1643	867	1341
g3539	253	183	157	160	387	377
g3540	0	9	2	5	2	7
g3541	12	8	15	9	4	4
g3542	84	100	68	48	57	98
g3543	208	92	208	59	104	140
g3544	255	136	274	140	144	166
g3545	1124	1201	573	1009	455	640
g3546	242	424	102	121	91	272
g3547	354	247	216	66	148	333
g3548	1653	4399	1066	1	2780	2
g3549	646	543	306	557	229	456
g3550	28	38	14	52	12	19
g3551	0	0	3	6	0	8
g3552	1522	1262	1651	988	749	1116
g3553	3250	6311	3454	1432	3421	2222
g3554	3881	3646	3181	3630	2841	4247
g3555	165	186	95	157	50	89
g3556	1	33	34	131	32	65
g3557	0	0	5	0	0	0
g3558	3	1	2	4	0	1
g3559	694	290	555	372	234	309
g3560	722	550	309	1411	222	692
g3561	352	483	350	327	263	362
g3562	9264	4661	5135	3495	2686	4130
g3563	10	3	4	3	4	10
g3564	239	194	268	86	185	89
g3565	95	11	41	37	27	38
g3566	1330	1024	1071	2151	713	1525
g3567	472	1040	298	533	531	577
g3568	4	7	4	4	5	5
g3569	2231	1195	1673	1074	689	2169
g3570	1813	2170	1546	1947	937	1598
g3571	1508	1800	1065	514	693	533
g3572	3264	4173	4547	3730	2011	2675
g3573	352	327	399	200	281	512
g3574	857	851	1507	5458	3374	795
g3575	748	187	786	325	68	445
g3576	4691	5538	4835	3455	3171	2886
g3577	263	265	410	177	291	251
g3578	579	433	415	356	244	346
g3579	116	64	99	110	75	64
g3580	1293	1648	2027	1335	1334	1430
g3581	64	82	23	61	0	1
g3582	34	13	25	8	16	10
g3583	7	25	8	6	3	102
g3584	3	5	14	7	0	0
g3585	2421	3531	1725	2272	2371	3580
g3586	293	292	239	113	190	333
g3587	11	98	51	10	11	12
g3588	66	243	176	174	121	102
g3589	691	706	825	868	505	880
g3590	22	9	10	9	3	4
g3591	8	36	7	40	3	70
g3592	12	9	14	11	9	11
g3593	88	677	363	60	152	358
g3594	2	10	10	4	9	3
g3595	0	0	0	0	1	1
g3596	4	4	3	3	4	2
g3597	1577	1691	308	959	2344	350
g3598	9	26	8	114	16	11
g3599	3	7	7	4	6	1
g3600	242	339	127	164	146	345
g3601	2090	2964	1620	2344	1504	1387
g3602	5173	6732	4807	3759	1751	3025
g3603	282	105	216	249	142	382
g3604	93	132	94	70	57	138
g3605	9	7	7	1	6	6
g3606	257	180	258	266	122	170
g3607	2000	1762	955	901	979	1728
g3608	197	167	182	571	56	392
g3609	23	3	24	4	1	4
g3610	2864	2773	3302	2212	1322	2471
