	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g2880	114	981	670	704	192	78	427	265	415	428	717	134
g2881	36	14	12	9	23	7	1	36	24	29	12	9
g2882	26	20	34	33	19	27	25	22	20	16	14	9
g2883	1758	1310	1994	5087	929	1804	1416	1613	2138	2176	1631	1139
g2884	11	2	11	13	2	3	7	7	1	10	0	4
g2885	4	0	2	10	2	4	4	6	0	9	4	6
g2886	4309	5748	4425	6584	3630	7515	4261	5857	7658	6562	3565	4634
g2887	27	39	27	51	18	41	21	40	24	21	13	24
g2888	426	805	712	843	578	765	638	477	1011	695	508	379
g2889	287	169	162	393	316	86	569	194	106	306	51	66
g2890	6383	4929	9248	13691	7299	11645	6039	9869	12397	9412	6962	5687
g2891	258	235	204	334	275	198	195	234	257	203	92	146
g2892	407	508	322	556	336	496	372	451	501	455	284	244
g2893	1665	2856	2361	2373	1696	2523	644	1673	2142	1520	1687	1405
g2894	2095	2028	2264	1952	1785	2267	2714	1828	2195	1713	1388	1061
g2895	32	29	13	1	103	93	48	9	122	39	104	6
g2896	74	85	129	128	106	130	78	38	64	35	53	42
g2897	5802	6475	6512	9197	6545	5009	5047	5543	4057	8184	3961	5153
g2898	1019	1290	1688	2146	1845	1650	1458	1621	1483	1610	941	1376
g2899	169	255	192	338	49	184	301	98	331	123	63	57
g2900	562	1152	1042	1488	1656	1071	988	787	1423	759	1112	1097
g2901	10	52	92	36	51	81	22	56	27	55	70	11
g2902	108	58	68	79	56	117	49	51	70	47	27	61
g2903	993	857	1116	1329	1561	824	960	882	1169	1060	1180	798
g2904	2131	3084	2056	2839	2105	2842	4621	2627	3548	3406	2612	854
g2905	11	21	30	10	20	6	10	1	0	22	5	36
g2906	208	714	834	1532	1843	1135	1608	280	983	1563	718	1267
g2907	1150	1287	1092	1910	1579	1788	1385	1129	1489	827	1015	903
g2908	981	364	177	247	522	481	409	530	640	601	413	579
g2909	5406	1804	3072	7295	2758	2831	2668	1354	2985	1373	1737	4982
g2910	2494	1671	2374	3356	4176	2049	2279	1954	4936	3256	2297	1672
g2911	1021	437	584	2169	654	2228	1107	1300	2065	1116	449	979
g2912	14	34	31	34	46	62	15	59	20	22	21	22
g2913	178	230	302	253	160	265	213	346	175	140	152	173
g2914	767	440	540	1529	419	553	431	408	1164	639	563	382
g2915	1865	3522	3061	3564	2788	1950	2228	1840	3581	2110	1550	1555
g2916	5	10	3	6	10	12	28	5	10	20	13	9
g2917	323	544	368	1420	394	262	701	241	533	420	289	253
g2918	0	0	0	0	0	30	24	1085	4	950	0	41
g2919	399	1064	733	1014	539	1003	583	385	970	478	193	420
g2920	39	38	95	105	51	41	41	33	29	98	32	7
g2921	108	79	137	34	80	26	76	121	141	175	137	101
g2922	23	22	14	128	53	43	45	12	66	111	114	20
g2923	205	232	110	389	215	193	188	216	188	190	84	109
g2924	257	342	374	386	330	443	458	359	523	131	321	190
g2925	595	500	577	723	732	448	710	625	735	433	342	458
g2926	42	37	29	71	40	29	95	46	123	64	12	63
g2927	1949	1678	3392	2097	2107	2379	1630	1604	1792	1996	2014	1753
g2928	10	23	49	37	63	52	14	14	9	6	1	13
g2929	6	0	3	2	5	4	5	1	0	4	4	2
g2930	11	4	5	6	4	0	3	6	4	5	5	2
g2931	8	484	0	145	1342	716	820	864	934	273	659	398
g2932	1	1	0	2	2	0	3	0	2	7	0	0
g2933	8184	6697	8561	11272	7042	6962	7972	5927	7536	5849	5875	6863
g2934	87	172	161	127	72	118	132	71	92	75	64	30
g2935	3569	1899	2376	2765	3193	2534	2842	1975	3476	3209	1620	2027
g2936	1	4	3	3	5	1	4	3	8	3	4	2
g2937	237	26	70	27	140	174	240	14	43	287	46	2
g2938	2272	1945	1751	2742	1236	1748	1886	2102	1644	1954	1087	1169
g2939	36	7	57	307	0	23	170	82	18	1	63	81
g2940	3	3	0	9	3	1	5	3	9	0	3	8
g2941	5	18	36	73	26	55	35	60	12	161	123	12
g2942	28	7	3	45	7	27	36	14	12	2	6	7
g2943	16	36	23	64	36	51	41	31	33	57	12	16
g2944	255	141	87	506	237	499	293	75	105	461	170	38
g2945	45	143	64	0	9	67	611	1066	43	323	785	89
g2946	41	22	19	31	8	12	36	26	23	42	27	29
g2947	7198	7127	4038	3066	6032	5043	5257	3847	2991	3741	2016	3168
g2948	8029	8540	6177	12180	6366	7730	8303	8034	9839	8109	4611	6471
g2949	726	592	738	952	831	527	578	680	722	929	681	422
g2950	14	2	11	24	8	8	12	5	17	12	8	24
g2951	44	19	60	89	144	119	69	52	48	32	46	34
g2952	2107	1715	2267	2342	2939	2209	4052	2364	3713	2227	1826	1304
g2953	2	9	3	76	61	75	5	2	14	17	61	94
g2954	96	121	59	127	123	52	255	40	51	61	70	40
g2955	39	37	65	26	40	31	45	31	17	18	14	7
g2956	22	15	2	30	6	17	3	45	8	12	4	32
g2957	1383	719	950	1466	636	973	1216	916	777	1060	807	759
g2958	149	70	69	89	157	24	93	88	23	20	51	36
g2959	809	999	1162	2478	1499	1922	918	1546	1602	1917	759	1009
g2960	859	637	602	494	447	929	579	552	847	754	539	243
g2961	1033	744	665	1134	745	708	807	812	627	859	694	650
g2962	0	4	1	7	24	3	0	3	7	5	0	4
g2963	63	24	79	123	64	41	60	56	103	42	25	73
g2964	722	341	891	545	560	313	377	432	379	573	549	394
g2965	32	176	109	182	76	278	137	146	222	72	114	109
g2966	1309	476	1265	2425	995	2013	692	1505	1055	1310	789	695
g2967	477	238	178	1009	478	617	409	225	488	612	201	294
g2968	22	4	21	23	19	2	14	88	57	10	14	33
g2969	561	749	533	741	717	639	986	685	844	407	205	429
g2970	666	378	730	625	947	1458	755	1652	1510	769	545	241
g2971	2	2	0	2	3	11	5	3	3	16	1	4
g2972	2719	3346	2991	2850	1087	1468	2156	2794	1944	1795	2177	1383
g2973	26	328	335	221	495	105	273	351	126	104	82	68
g2974	6	5	8	9	14	13	7	9	9	11	8	9
g2975	92	147	130	156	229	126	143	107	118	157	62	95
g2976	21	24	23	61	15	26	38	55	20	99	23	11
g2977	505	575	671	785	669	942	411	652	808	753	624	436
g2978	17	6	10	7	37	6	45	15	23	5	21	0
g2979	8	2	0	2	1	0	0	8	1	0	0	6
g2980	38	13	23	12	23	28	26	9	27	85	2	49
g2981	2	0	2	0	1	0	2	6	4	0	0	1
g2982	6	21	13	15	2	2	18	4	4	5	2	0
g2983	1568	1522	778	2775	1274	1744	836	1291	1723	355	1041	1078
g2984	1	5	5	1	5	4	5	2	5	2	4	0
g2985	4451	3304	3625	4280	2961	5673	4284	3588	4024	4890	3429	2814
g2986	23	22	78	0	216	116	86	0	62	91	320	0
g2987	0	13	1	0	2	0	0	2	5	11	0	1
g2988	2544	2420	3180	4771	2262	3268	1664	1622	2651	2798	1723	1372
g2989	82	126	96	175	134	70	101	111	250	202	139	82
g2990	0	0	4	5	1	5	0	3	0	0	0	0
g2991	2405	3017	3123	3277	1869	2428	2962	2011	2423	1778	1313	1169
g2992	7859	6620	6871	5347	2538	3598	3145	7611	3927	2866	3201	4897
g2993	179	42	180	67	47	77	102	13	148	104	40	75
g2994	20	39	25	8	26	19	27	12	15	38	22	24
g2995	290	97	199	207	194	141	311	157	280	197	244	93
g2996	3579	2040	3138	5410	1971	3267	3483	2033	2580	6295	1658	2936
g2997	124	165	139	150	109	162	80	132	223	206	105	98
g2998	18	5	10	46	6	33	24	44	22	12	7	8
g2999	19	14	11	1	0	24	4	19	56	0	0	1
g3000	85	84	84	123	48	43	89	100	78	83	39	50
g3001	77	87	110	164	101	244	69	35	50	24	124	44
g3002	86	118	126	139	132	77	130	76	109	88	62	64
g3003	2954	3142	3413	3995	3311	3213	2875	3017	3239	3738	2756	2728
g3004	1167	882	2256	1696	1223	870	1039	829	1479	1024	796	1060
g3005	584	532	536	737	480	1195	542	398	792	639	519	398
g3006	744	612	709	1068	815	850	786	506	780	763	463	392
g3007	1540	2994	3112	4881	2161	2453	2357	2183	3009	2907	1130	1630
g3008	433	474	527	753	513	649	540	274	820	460	365	277
g3009	396	753	802	953	664	948	780	932	786	1338	409	373
g3010	43	12	16	24	84	15	33	2	38	54	16	47
g3011	1426	2398	1262	1710	1388	1387	1112	1949	1725	1100	885	782
g3012	2511	2077	2659	3037	1652	2188	1494	1475	2379	1836	1704	1154
g3013	51	55	63	26	120	24	174	278	48	93	6	72
g3014	181	135	14	381	170	169	42	126	5	37	63	18
g3015	5	2	7	9	2	0	6	4	7	1	16	6
g3016	16	10	2	23	0	41	3	4	2	2	12	10
g3017	3	2	0	15	12	1	3	6	0	0	0	11
g3018	10588	12025	10050	16840	10978	12629	12882	12400	10574	12230	15738	6597
g3019	5696	10660	11662	14520	16205	8106	12035	5999	12668	15462	10407	7294
g3020	133	120	281	433	221	285	85	49	121	79	119	6
g3021	77	12	41	59	72	47	26	19	23	29	34	5
g3022	477	892	766	839	826	783	820	855	929	842	458	450
g3023	566	481	331	582	490	324	510	520	557	327	301	223
g3024	5697	2803	5364	4888	3485	5412	4444	3366	2980	3495	4610	4759
g3025	100	139	157	277	54	141	195	92	76	147	118	109
g3026	108	126	163	123	143	236	172	105	105	270	108	117
g3027	686	915	1192	1645	1198	1226	684	946	1170	1255	629	548
g3028	14	111	9	25	19	8	33	68	21	25	22	8
g3029	3	5	6	5	0	4	12	18	33	6	3	9
g3030	52	27	63	57	62	60	38	31	41	23	30	43
g3031	284	295	418	342	202	384	362	351	474	218	217	326
g3032	44	19	5	102	35	21	19	62	52	3	26	41
g3033	0	0	0	0	0	0	0	0	0	0	0	3
g3034	8	21	0	0	0	25	0	0	4	0	0	0
g3035	34	27	15	86	47	19	10	62	22	95	8	69
g3036	281	697	318	978	255	961	498	263	722	303	400	519
g3037	896	1384	1430	2215	1352	1475	1487	2076	2038	1265	867	844
g3038	18	46	149	125	69	31	29	183	124	31	43	19
g3039	2	5	2	7	3	6	6	6	1	3	7	3
g3040	2	32	107	163	215	22	109	150	479	480	376	189
g3041	369	424	355	392	171	419	564	545	160	309	132	200
g3042	1410	1696	633	1164	1287	944	1196	957	2465	1320	1405	999
g3043	153	86	93	121	153	78	92	37	108	80	69	27
g3044	375	196	221	659	244	432	422	354	301	238	207	173
g3045	2	0	8	0	5	5	0	34	0	0	11	1
g3046	5102	5987	4996	6569	4078	6610	5888	3778	6350	6460	3985	3510
g3047	1689	1813	1277	2951	2112	2793	2998	3385	2491	2460	1717	1659
g3048	4	1	1	121	0	30	157	42	6	39	95	1
g3049	0	3	0	40	0	0	0	0	1	10	0	0
g3050	236	272	58	164	224	458	327	631	205	221	57	195
g3051	53	64	46	34	22	38	40	41	59	47	47	85
g3052	9	7	15	6	6	3	13	5	10	14	3	2
g3053	10	64	5	36	25	18	33	15	14	7	3	2
g3054	2377	907	656	2937	2259	3789	2373	1277	1585	1419	1043	1136
g3055	2	7	6	28	4	11	0	15	15	10	13	5
g3056	260	126	199	143	204	172	272	111	326	174	139	114
g3057	42	52	60	46	24	55	28	17	37	23	12	10
g3058	197	156	143	282	142	162	179	167	211	188	162	228
g3059	107	436	146	354	306	286	98	212	189	188	188	83
g3060	1215	1887	1034	1639	1229	2431	1112	892	297	1052	459	525
g3061	77	202	167	160	244	200	128	104	208	149	219	114
g3062	16	6	22	24	17	15	31	17	9	6	5	12
g3063	7	49	49	29	36	63	47	18	51	6	44	11
g3064	319	118	139	522	15	5	180	226	51	364	47	32
g3065	2582	1714	2077	1349	1956	2133	1330	1730	2286	1708	470	1275
g3066	445	402	396	928	199	447	308	307	464	268	232	247
g3067	511	505	4625	1688	469	110	57	94	1252	1020	154	1329
g3068	5161	13226	3135	5700	5319	8616	6087	9745	10542	7285	5514	2285
g3069	196	98	231	241	201	191	269	114	156	464	121	164
g3070	71	157	113	197	329	121	170	207	208	153	135	101
g3071	16	10	7	10	37	13	41	5	8	9	5	1
g3072	1008	3747	121	401	229	935	3	400	322	354	366	48
g3073	0	1	2	2	3	7	3	2	2	1	11	2
g3074	546	580	830	689	569	506	518	456	642	738	351	366
g3075	0	4	0	1	1	32	12	17	1	10	0	6
g3076	5002	3417	2049	1621	3569	3096	1718	1433	589	2866	4209	1686
g3077	38	30	18	79	6	181	41	87	270	163	128	65
g3078	1466	730	1252	1485	1679	2307	1960	1242	1473	1224	1371	1553
g3079	0	11	0	22	7	10	15	9	2	7	12	16
g3080	266	262	372	363	306	341	357	363	192	419	300	212
g3081	193	147	167	421	261	139	126	162	225	265	174	107
g3082	24269	22991	23436	28466	24221	32065	17569	24518	21735	17519	18999	18612
g3083	7660	8012	7887	9674	4254	5518	6658	6804	8372	7808	4400	4262
g3084	3423	1682	2784	3029	1737	2993	2424	1953	2105	1690	1577	1144
g3085	71	48	61	179	94	46	68	71	61	42	52	56
g3086	17	4	19	3	7	14	16	9	9	14	5	9
g3087	6	2	1	22	13	13	0	7	6	0	3	6
g3088	2071	965	1149	3057	1724	1747	1852	1049	1619	1470	1437	1303
g3089	928	1196	1049	1276	850	1251	1091	745	1017	1113	685	599
g3090	1584	1811	1053	3068	3424	1424	1405	1017	2892	2731	1426	946
g3091	3358	3333	4069	4019	7013	4838	3002	6885	4884	1948	3989	2435
g3092	77	101	86	137	84	120	75	102	118	92	58	88
g3093	182	229	255	337	382	222	168	221	483	538	179	198
g3094	13	89	108	89	104	145	60	156	128	64	55	22
g3095	423	372	202	394	171	434	208	261	441	402	391	173
g3096	122	76	42	36	65	68	55	30	123	54	58	21
g3097	2744	7288	4097	8223	5803	3122	2750	5802	3668	3524	1240	840
g3098	405	160	301	421	228	251	43	510	250	200	147	213
g3099	497	287	652	512	394	541	362	279	497	453	257	252
g3100	85	79	125	210	143	113	71	202	152	121	122	34
g3101	7	41	41	40	0	7	32	17	10	1	85	18
g3102	308	293	301	328	328	316	150	310	302	435	280	228
g3103	51	25	42	21	49	37	75	115	43	108	47	33
g3104	965	2122	2133	2329	1634	1570	1420	844	2402	1136	1007	502
g3105	2304	1358	1015	2464	3309	746	517	1107	1136	1102	491	2239
g3106	249	155	372	228	175	225	196	414	257	236	26	209
g3107	8309	14532	15926	14250	13819	14244	12875	10252	11434	12908	8128	9687
g3108	21	24	66	16	38	22	21	27	43	87	29	17
g3109	313	532	803	773	845	815	481	815	560	607	519	501
g3110	1903	1365	3107	2723	2052	1395	1833	1662	2178	1697	1277	931
g3111	4	2	0	2	5	3	5	2	5	2	0	6
g3112	414	491	544	752	355	821	598	372	550	413	324	181
g3113	2	9	4	5	8	2	4	8	6	0	9	3
g3114	11986	12068	13440	16396	10752	11680	10546	7033	11784	10320	8362	8055
g3115	93	88	27	26	45	48	24	50	34	34	30	36
g3116	9	0	3	33	8	4	7	13	11	1	2	6
g3117	216	271	376	347	360	258	256	213	308	359	256	280
g3118	0	0	0	2	0	0	1	2	0	0	0	1
g3119	349	345	459	386	403	272	286	343	594	331	391	239
g3120	336	514	334	506	278	606	341	331	280	787	470	300
g3121	310	191	229	309	35	326	10	251	373	247	184	24
g3122	0	0	1	6	8	3	60	0	65	3	0	16
g3123	279	0	1081	0	46	516	61	0	55	1	74	3
g3124	2	2	1	31	0	0	4	3	3	0	6	1
g3125	4	7	3	23	1	6	1	4	5	5	1	0
g3126	157	126	150	340	49	236	189	117	243	154	91	122
g3127	335	210	383	321	341	303	452	240	316	394	226	221
g3128	784	1048	2508	2898	1178	2533	847	369	990	1459	2053	53
g3129	558	645	480	160	260	214	76	225	171	558	73	127
g3130	349	90	182	456	427	193	123	146	292	115	38	82
g3131	10464	12285	11719	16122	7771	11452	17134	12208	14321	15947	7847	10985
g3132	14	7	16	15	18	12	24	9	14	6	9	4
g3133	568	490	1146	1517	469	839	1582	542	828	579	1199	739
g3134	401	312	357	297	404	449	229	335	424	212	260	291
g3135	642	1412	1613	1551	1011	1403	490	1003	1029	1571	1067	471
g3136	12	29	9	12	0	0	0	0	2	4	7	20
g3137	96	295	47	163	55	119	129	146	151	50	226	119
g3138	0	0	0	0	2	0	0	0	0	0	0	4
g3139	1514	1923	2296	2768	1750	2074	2095	1827	2806	2692	847	926
g3140	147	172	187	186	104	133	545	116	63	167	143	88
g3141	424	378	446	367	264	732	694	735	416	529	314	293
g3142	47	1	20	2	19	162	106	25	258	120	47	123
g3143	24	35	24	63	73	16	107	30	47	87	18	39
g3144	1802	4722	1348	2795	3583	4014	4729	1741	4199	3402	3798	4751
g3145	35	122	249	91	71	65	50	40	64	150	27	92
g3146	15	1	8	2	3	28	2	16	5	21	1	5
g3147	73	29	49	88	33	66	104	71	74	77	103	32
g3148	16074	34802	21159	33182	21808	26771	35481	24883	20465	31338	16957	16170
g3149	2185	2042	1950	2725	1357	2674	2401	1516	2099	1693	1754	997
g3150	100	192	54	239	68	95	202	181	103	76	64	57
g3151	8	6	20	40	3	15	12	15	2	12	1	3
g3152	630	572	639	705	458	771	443	575	936	511	428	619
g3153	17	23	44	90	81	52	132	19	45	136	72	43
g3154	60	68	65	70	51	98	38	60	54	64	34	80
g3155	19	8	14	12	18	4	17	8	22	14	13	2
g3156	11	14	8	7	4	12	23	45	20	9	3	4
g3157	27	39	65	62	35	37	93	25	18	39	16	18
g3158	7	8	10	15	13	13	3	2	12	1	3	6
g3159	5317	8014	5343	11861	4114	7542	5359	3915	2980	5470	7698	6144
g3160	482	140	750	803	134	601	339	534	191	612	796	786
g3161	47	88	102	49	35	60	81	65	42	62	44	40
g3162	1768	1706	1890	3189	2494	2900	3177	2125	2743	2281	1041	1710
g3163	2	8	2	1	1	1	9	10	3	7	4	3
g3164	25	45	45	115	45	67	150	56	118	89	60	38
g3165	1400	1836	1344	2677	850	4374	1069	1057	3523	1318	1164	712
g3166	177	230	239	134	194	308	272	218	409	151	165	172
g3167	22	89	55	37	57	94	51	65	53	99	52	17
g3168	0	0	13	0	0	0	0	0	0	1	0	0
g3169	38	25	13	33	20	37	31	15	28	12	16	24
g3170	1877	1197	1233	1329	829	774	1644	870	1570	1512	737	666
g3171	203	156	260	350	174	197	138	176	103	245	179	144
g3172	12	30	124	30	24	150	23	152	38	107	28	5
g3173	256	105	8	412	286	239	139	102	334	257	156	58
g3174	6	15	0	0	5	2	31	0	8	0	1	1
g3175	992	1102	596	1345	1009	1141	638	886	1250	1280	1437	466
g3176	862	1221	994	829	949	652	1317	865	1592	1026	1461	825
g3177	741	1082	906	752	818	818	686	589	967	686	469	575
g3178	475	225	310	346	169	479	190	242	200	237	208	117
g3179	106	164	78	98	164	157	91	114	188	159	123	83
g3180	611	909	280	659	744	386	845	855	441	765	657	355
g3181	423	592	533	387	800	554	391	507	708	452	306	554
g3182	99	66	126	139	120	84	78	108	179	107	103	79
g3183	125	165	45	161	32	110	159	24	100	57	26	9
g3184	3291	3965	6954	1909	2779	6300	3147	6186	5234	4508	5081	2908
g3185	19	21	11	30	20	5	4	14	28	8	11	24
g3186	2029	1515	1882	1319	863	4069	265	758	1920	1307	873	1743
g3187	5	7	1	11	4	7	4	0	4	3	1	2
g3188	3	2	2	6	7	1	2	3	2	0	3	5
g3189	0	12	14	4	22	24	1	1	24	3	17	2
g3190	1548	1283	1795	3799	1710	1095	2501	1575	2373	1976	1236	959
g3191	392	347	42	915	102	571	267	162	32	23	509	1
g3192	705	764	691	1166	815	936	708	710	811	779	481	445
g3193	2572	3845	3778	2430	2572	5064	2729	2113	1869	1719	3821	4037
g3194	16	10	13	14	11	10	16	10	15	12	10	10
g3195	247	321	368	197	257	218	854	311	491	381	21	190
g3196	131	97	107	150	97	69	111	65	110	108	58	88
g3197	358	65	104	167	137	592	35	302	460	74	54	107
g3198	235	324	130	205	185	147	170	83	230	152	144	103
g3199	363	493	412	691	328	550	428	365	468	586	308	190
g3200	964	991	1465	1773	1769	1610	1229	1056	1364	2052	819	1426
g3201	4	3	4	4	11	13	31	2	11	4	4	11
g3202	1231	801	1950	3249	1612	1400	2227	1944	3200	1443	1440	1081
g3203	120	50	58	205	82	141	145	87	149	60	49	74
g3204	39	62	71	37	63	34	66	102	61	62	49	82
g3205	10	48	17	33	60	72	21	20	23	60	15	28
g3206	267	481	558	464	483	420	706	773	216	760	534	148
g3207	194	79	79	147	101	202	213	87	86	190	114	134
g3208	5	4	5	2	12	1	3	2	10	7	1	2
g3209	18237	18303	11170	18434	12112	25461	29255	16609	12520	24934	6989	11553
g3210	5651	5408	7107	8189	7487	9362	5287	6599	5475	5192	5293	2803
g3211	386	663	556	674	922	430	552	854	553	810	483	236
g3212	317	977	310	1570	256	750	338	197	970	458	272	230
g3213	12	23	34	32	14	45	77	8	14	18	11	20
g3214	3	1	2	1	1	3	1	4	7	4	1	1
g3215	796	741	617	657	724	938	329	639	807	848	381	345
g3216	394	620	480	423	378	340	297	447	440	527	465	212
g3217	3812	10370	2534	10788	9033	3346	13568	5004	6514	5684	2774	4165
g3218	4	14	42	14	9	16	30	8	29	50	14	13
g3219	3013	5039	7717	9139	6957	5994	5503	4252	9782	5087	5549	3964
g3220	563	706	506	313	482	456	1009	473	805	1104	227	417
g3221	3806	3319	4171	3387	2223	2740	3996	2649	4055	4737	2728	2502
g3222	248	374	321	445	323	240	300	278	302	305	345	176
g3223	3915	3327	3974	4631	4092	3618	4989	3290	5789	2576	1993	3019
g3224	71	101	82	113	60	85	86	114	123	77	35	53
g3225	1153	772	1149	1506	980	1817	1254	965	2151	1757	779	787
g3226	70	214	115	111	80	124	80	45	121	113	57	102
g3227	11	17	8	118	80	73	22	104	84	48	57	36
g3228	237	675	559	366	557	274	765	156	618	96	250	296
g3229	9024	8831	9621	11520	15373	11635	8351	9794	8316	7693	5831	4870
g3230	3382	1008	246	1413	4098	1878	1629	943	2238	1796	214	1841
g3231	3053	3882	3604	3882	2676	4280	1437	3105	2714	2176	619	1700
g3232	313	348	303	281	373	535	365	413	563	441	367	386
g3233	310	422	412	265	175	543	282	307	522	279	172	228
g3234	3387	2893	2506	2457	2540	2915	3869	4294	4472	3751	2309	2143
g3235	31	7	90	31	6	0	24	7	26	12	2	13
g3236	202	354	217	295	273	355	190	256	395	237	195	152
g3237	0	0	2	0	2	0	0	13	0	0	0	0
g3238	115	892	1209	3014	2282	592	2081	2016	5364	322	1248	1844
g3239	45	81	48	109	28	43	152	146	20	75	83	39
g3240	376	477	356	522	362	421	359	348	466	445	178	372
g3241	1643	1908	2272	2363	1679	3045	2196	1964	1771	2125	1817	1870
g3242	26275	30897	77816	72476	53493	38182	46146	37708	45956	50879	36978	29723
g3243	139	161	137	128	127	63	157	255	196	141	169	56
g3244	168	134	122	107	608	139	214	165	92	388	108	43
g3245	3	9	7	3	18	10	4	15	26	22	11	3
g3246	338	547	598	500	233	196	508	550	502	409	608	223
g3247	49	33	74	25	15	35	38	16	35	8	26	37
g3248	114	89	91	132	240	117	113	139	158	60	168	46
g3249	190	183	193	239	324	136	128	126	193	166	65	162
g3250	78	102	157	179	140	118	109	89	131	119	80	97
g3251	5	0	0	3	12	6	10	4	4	1	2	0
g3252	19	87	10	42	8	3	6	16	39	5	3	9
g3253	907	1422	1598	1021	486	2135	971	771	1686	1369	939	579
g3254	21	18	8	18	0	0	0	3	2	2	0	0
g3255	722	513	604	547	818	366	659	344	501	663	266	342
g3256	220	20	38	303	163	101	197	135	93	120	66	57
g3257	38	71	168	214	76	99	37	63	114	85	29	60
g3258	125	141	101	27	3	269	84	28	216	66	68	153
g3259	1049	1055	1326	1631	1353	1423	1465	1429	1556	892	639	625
g3260	983	668	471	616	519	600	688	434	867	804	187	230
g3261	4250	3929	5643	3293	3927	4582	5800	5172	4927	3843	4471	3278
g3262	21	27	25	17	50	42	33	25	29	39	20	30
g3263	3	8	5	10	8	6	8	6	7	8	4	8
g3264	9	3	6	13	12	7	6	10	5	4	1	3
g3265	1	6	0	24	0	2	1	32	21	3	7	8
g3266	172	120	129	142	188	116	149	154	175	133	124	104
g3267	50	35	16	40	40	25	33	79	30	21	43	46
g3268	2087	1497	1132	1917	750	1297	648	937	486	805	951	341
g3269	1	13	0	10	3	7	14	1	10	2	9	10
g3270	321	279	438	183	103	336	207	388	300	117	134	164
g3271	2892	2419	2836	3452	2188	3184	2752	2333	2611	2461	2412	1893
g3272	669	345	544	520	397	430	612	352	350	491	323	379
g3273	66	47	51	53	45	57	21	18	65	23	33	25
g3274	0	6	2	0	5	4	8	0	3	1	0	0
g3275	285	163	112	475	66	206	123	274	27	487	195	82
g3276	372	323	266	475	244	640	97	573	289	205	101	236
g3277	781	917	859	1758	776	901	1183	965	556	804	777	506
g3278	3	12	13	1	3	4	1	3	5	10	6	2
g3279	70	50	33	17	27	22	6	14	9	12	1	13
g3280	667	590	379	584	518	617	450	552	552	701	467	294
g3281	746	557	1128	1240	1079	1202	1082	1660	1231	697	699	1131
g3282	0	19	0	11	11	0	0	0	1	32	5	3
g3283	184	5	11	6	50	8	22	70	165	9	4	2
g3284	455	456	607	707	477	601	461	373	499	410	316	357
g3285	233	459	355	402	274	561	395	275	486	417	317	167
g3286	2	21	0	15	11	7	5	0	3	0	1	1
g3287	3	4	4	6	0	3	1	2	2	1	0	0
g3288	439	497	678	719	1105	630	1113	684	677	433	617	494
g3289	199	114	140	404	177	217	133	195	484	290	72	174
g3290	114	131	65	122	107	108	134	57	92	144	100	73
g3291	2022	1714	1115	1039	1844	1992	1308	1297	2457	800	1828	1624
g3292	3429	6232	5341	4411	3381	5057	2962	2591	5254	3555	2792	2486
g3293	2877	2411	1830	3496	6403	2226	4231	4637	6142	2043	2515	3801
g3294	76	24	47	181	166	62	50	57	18	29	8	51
g3295	383	723	635	863	486	1120	662	431	454	664	591	293
g3296	3314	2631	6862	5384	1850	4271	4636	3042	4596	4176	1946	3734
g3297	65	36	47	55	137	154	46	46	49	25	195	74
g3298	39	82	97	110	50	90	116	58	59	17	26	55
g3299	79	33	54	109	92	7	58	17	115	83	62	11
g3300	4	2	3	0	6	8	12	2	6	4	8	20
g3301	152	215	238	47	204	209	95	72	242	114	25	121
g3302	718	449	803	1059	612	1067	907	704	584	709	525	613
g3303	2331	570	1396	3367	1934	1810	1731	2365	2116	2630	1274	1193
g3304	0	10	17	0	2	28	23	0	34	0	8	17
g3305	16	8	15	87	9	15	8	21	13	24	5	9
g3306	11	45	7	41	28	8	1	20	35	24	24	5
g3307	235	282	427	284	352	171	287	294	315	311	235	437
g3308	2579	2075	1939	2474	1466	1769	1924	1937	1369	1548	980	1608
g3309	1673	1629	1883	2675	1640	2721	3127	1623	1941	1765	2285	2375
g3310	759	658	585	801	614	526	634	685	723	456	403	243
g3311	200	186	243	165	58	70	179	81	154	138	129	89
g3312	821	879	760	1117	798	984	1030	985	858	916	641	416
g3313	48	8	131	326	274	531	169	33	491	345	61	85
g3314	252	309	270	438	238	365	496	260	370	313	231	223
g3315	38	61	45	64	44	24	67	21	63	50	31	48
g3316	3708	6297	6913	9624	3851	6193	4476	4326	4800	4483	3330	2830
g3317	5	5	12	13	2	2	1	0	4	0	6	2
g3318	85	106	92	105	121	175	108	124	123	120	110	28
g3319	111	11	165	0	28	146	8	0	0	0	152	1
g3320	909	1812	950	1977	1017	496	456	530	791	613	818	551
g3321	1	4	1	3	2	1	0	0	9	3	1	1
g3322	12	5	15	12	17	17	23	8	28	17	11	4
g3323	288	459	300	499	438	434	276	367	358	255	363	305
g3324	541	979	823	1093	662	1470	535	605	1060	757	705	567
