	sample1	sample2	sample3	sample4	sample5	sample6
g2555	2580	3023	2867	1424	2180	2016
g2556	783	505	1158	407	633	468
g2557	43	159	81	31	73	63
g2558	893	1004	614	378	611	1136
g2559	1247	970	1510	726	873	1588
g2560	882	408	857	397	556	491
g2561	4255	3345	4013	2193	2787	2948
g2562	0	0	1	2	0	0
g2563	188	138	173	126	203	170
g2564	4338	1951	2375	1014	210	1707
g2565	2	9	0	3	67	16
g2566	10	11	3	1	4	3
g2567	8	3	10	4	21	23
g2568	81	42	55	21	72	85
g2569	504	555	659	323	732	603
g2570	105	262	309	129	109	111
g2571	11403	10907	8429	5610	5513	5076
g2572	1408	836	962	489	1214	805
g2573	214	613	616	389	619	387
g2574	52	42	36	29	47	28
g2575	1	97	147	2	1857	170
g2576	23	28	37	28	20	16
g2577	505	894	422	217	700	331
g2578	0	14	2	0	0	0
g2579	781	1854	2744	1782	1899	1310
g2580	27	17	22	15	23	8
g2581	1351	1193	1621	978	1135	1258
g2582	233	198	94	123	77	73
g2583	257	293	255	243	269	202
g2584	40	24	51	16	18	24
g2585	72	67	56	12	67	52
g2586	80	104	235	130	297	133
g2587	247	1341	251	1256	1102	1168
g2588	632	892	1181	582	786	303
g2589	78	83	98	63	54	34
g2590	1517	1683	1669	1121	1532	1151
g2591	8	5	5	2	8	3
g2592	1159	370	63	62	25	186
g2593	19	10	12	8	10	10
g2594	10	8	5	17	2	24
g2595	121	29	69	54	158	125
g2596	6	7	10	1	1	21
g2597	520	775	432	256	528	481
g2598	44	29	27	47	28	4
g2599	2463	146	2100	3592	5093	306
g2600	33949	24198	36360	5029	16706	19363
g2601	10	0	9	10	6	1
g2602	2072	2331	2678	1500	2257	1505
g2603	38	40	39	19	65	27
g2604	0	2	31	14	0	0
g2605	14	42	1	6	6	22
g2606	801	556	932	557	845	724
g2607	4565	5051	4955	3436	6132	4710
g2608	0	0	0	4	0	3
g2609	4620	10394	7283	3575	6700	11364
g2610	11484	17665	18327	13294	17536	10763
g2611	10	10	8	7	8	7
g2612	11	69	10	68	16	95
g2613	78	85	18	32	19	31
g2614	49	90	48	487	95	80
g2615	214	384	154	136	201	106
g2616	1405	1378	1709	877	2232	1777
g2617	127	63	120	78	211	144
g2618	22	46	40	19	16	51
g2619	27	14	7	2	13	1
g2620	14	0	0	5	50	7
g2621	1053	2264	14918	1584	8039	3373
g2622	337	668	402	285	402	315
g2623	12	13	11	9	11	12
g2624	27	25	27	21	33	9
g2625	230	377	467	411	430	215
g2626	0	6	0	0	0	0
g2627	61	8	28	6	3	2
g2628	4	0	0	4	0	4
g2629	2567	3799	2618	1184	2638	2729
g2630	719	1034	915	402	1487	442
g2631	1	17	28	53	0	0
g2632	944	808	1077	653	734	591
g2633	1261	221	3731	1761	2815	1373
g2634	268	98	290	490	0	86
g2635	88	49	59	62	69	79
g2636	683	785	1317	1256	877	772
g2637	1888	2253	2726	1386	2589	2096
g2638	822	1467	1055	673	1305	952
g2639	273	261	200	114	224	160
g2640	641	576	687	302	378	541
g2641	4	8	5	20	19	4
g2642	1	2	2	1	1	1
g2643	498	528	541	103	369	196
g2644	171	159	129	166	251	116
g2645	1	0	15	4	3	3
g2646	177	52	54	118	55	47
g2647	809	905	807	571	1124	668
g2648	36	67	54	34	60	82
g2649	1807	1537	1640	1032	2244	1287
g2650	467	1076	505	60	360	131
g2651	372	694	249	162	632	393
g2652	35	25	33	18	130	46
g2653	1230	1199	1383	246	776	803
g2654	32	0	0	1	0	1
g2655	22	46	50	21	67	44
g2656	461	507	758	241	683	722
g2657	433	537	671	433	563	358
g2658	1100	1491	2001	1031	1205	1264
g2659	1392	956	1134	743	769	1088
g2660	8	18	13	9	10	7
g2661	7	18	11	12	16	6
g2662	106	57	54	33	73	73
g2663	87	41	61	42	44	82
g2664	920	444	1625	796	997	721
g2665	2225	2227	1553	543	1943	1928
g2666	3	11	3	4	12	4
g2667	81	41	25	16	56	21
g2668	52	36	78	33	24	43
g2669	1752	821	1050	785	1873	1284
g2670	75	145	84	54	75	28
g2671	788	1670	952	482	1649	767
g2672	196	67	273	118	57	14
g2673	2	0	0	14	0	0
g2674	122	27	63	14	41	43
g2675	181	78	123	85	106	50
g2676	425	230	229	263	531	390
g2677	885	790	844	710	655	418
g2678	9731	7511	8534	4128	9718	7261
g2679	7	6	8	2	8	3
g2680	713	784	526	381	690	428
g2681	52	50	56	42	64	35
g2682	19	56	34	40	24	25
g2683	43	49	27	19	48	35
g2684	3	0	25	26	0	6
g2685	0	7	190	157	347	9
g2686	44	35	41	29	40	19
g2687	137	38	99	42	258	40
g2688	4	3	13	5	3	6
g2689	7665	8440	7628	6048	7445	6403
g2690	8542	7275	8258	3722	11132	6047
g2691	6	0	1	6	26	0
g2692	2207	2365	2693	1106	1578	2163
g2693	1526	2055	2964	1640	1520	1675
g2694	677	872	594	527	915	947
g2695	1932	1957	1828	1228	1912	1237
g2696	101	136	167	103	92	45
g2697	3102	3330	4546	2293	5495	2662
g2698	1327	1499	2201	869	1751	1154
g2699	452	560	627	532	591	678
g2700	71	50	62	52	44	85
g2701	81	154	185	41	85	70
g2702	24	3	12	9	2	10
g2703	140	131	349	97	169	137
g2704	912	686	1095	579	784	604
g2705	7426	6622	7736	5362	9483	5684
g2706	906	186	347	317	240	1802
g2707	0	0	0	0	6	5
g2708	2378	3069	4665	1048	3267	1650
g2709	9	5	6	2	3	5
g2710	65	121	187	65	150	78
g2711	26	75	40	83	80	105
g2712	3161	3379	3618	1796	2046	1606
g2713	759	742	713	301	855	724
g2714	437	494	760	567	552	729
g2715	2	14	4	11	6	10
g2716	6	7	2	0	2	2
g2717	964	670	749	852	839	729
g2718	108	148	118	56	99	79
g2719	11423	10539	18986	7951	7666	13414
g2720	10	9	11	2	6	2
g2721	7	13	6	10	4	0
g2722	37	20	83	51	22	53
g2723	1313	1424	1578	834	1144	1045
g2724	4580	1988	3123	3122	2931	1745
g2725	1023	1063	1547	837	1412	1302
g2726	1911	1265	1828	1229	1366	1775
g2727	20	18	12	12	31	1
g2728	2	0	60	95	1	0
g2729	132	476	283	338	59	531
g2730	862	488	569	332	727	425
g2731	4	9	13	7	9	3
g2732	5300	6754	6890	3683	6823	4348
g2733	1256	1662	1829	1138	1863	1341
g2734	37	78	59	43	113	66
g2735	29	0	23	13	17	66
g2736	1585	1706	1573	1183	1125	1582
g2737	13	3	3	7	5	0
g2738	464	325	613	198	557	103
g2739	1050	555	409	829	745	182
g2740	417	445	371	309	470	411
g2741	5	14	2	2	1	13
g2742	1287	1083	316	223	427	621
g2743	1	1	2	0	3	1
g2744	3524	2624	3556	553	1584	2623
g2745	1632	1910	1727	808	1115	1114
g2746	941	2084	2210	1201	2536	825
g2747	1092	792	826	827	1172	697
g2748	2583	2381	2553	1574	2086	1910
g2749	213	180	238	102	205	170
g2750	848	780	237	271	787	276
g2751	24	19	68	17	11	15
g2752	4	0	3	5	3	1
g2753	13504	10076	11778	8355	11167	6461
g2754	1400	2087	2738	2159	1864	1582
g2755	52	90	83	72	29	21
g2756	154	245	418	344	46	190
g2757	49	134	43	55	37	73
g2758	0	0	1	2	6	1
g2759	161	179	127	81	172	111
g2760	326	583	369	305	233	752
g2761	9609	3368	12410	4460	8325	8201
g2762	975	864	1460	1002	1076	1190
g2763	1	1	17	3	5	4
g2764	236	179	123	151	259	346
g2765	8	22	6	3	12	8
g2766	541	456	205	134	380	220
g2767	40	150	153	44	118	181
g2768	58	47	31	35	27	29
g2769	15	4	7	3	4	1
g2770	2480	3290	3131	1203	2440	1488
g2771	745	1385	1353	1432	1036	1186
g2772	5515	4429	3545	2523	1965	3627
g2773	338	249	348	211	383	321
g2774	349	108	106	192	151	159
g2775	159	46	50	72	83	307
g2776	8	2	4	5	5	2
g2777	174	207	198	338	406	159
g2778	454	587	643	425	654	546
g2779	1380	4123	1386	376	434	637
g2780	2133	1297	3045	1117	1671	1979
g2781	1	40	63	1	34	121
g2782	35	43	45	16	22	22
g2783	476	253	383	296	698	196
g2784	1144	883	1043	664	1062	460
g2785	99	11	4	3	66	66
g2786	3	12	6	2	1	2
g2787	1189	731	1225	470	833	700
g2788	2	5	2	1	5	8
g2789	11	12	17	4	12	9
g2790	86	61	45	42	100	57
g2791	197	312	466	291	341	170
g2792	60	135	61	66	105	40
g2793	5162	2005	3061	3618	4486	2609
g2794	38	24	62	24	20	3
g2795	124	126	84	272	513	71
g2796	62	84	78	40	45	42
g2797	72	156	390	27	68	487
g2798	202	171	250	140	164	182
g2799	357	659	151	481	424	454
g2800	650	350	389	383	256	211
g2801	2	1	1	10	2	3
g2802	423	147	69	232	14	226
g2803	1668	3078	2859	1931	3301	3213
g2804	376	486	662	157	551	248
g2805	1659	1646	1447	781	1430	1534
g2806	7	2	13	5	11	6
g2807	2136	1992	3278	823	1481	513
g2808	78	25	31	68	22	26
g2809	4	4	7	2	4	4
g2810	383	346	365	96	315	268
g2811	754	1062	843	26	1	2457
g2812	441	255	458	244	288	300
g2813	2	6	8	5	11	5
g2814	3327	5334	7399	749	4945	2271
g2815	153	404	162	191	123	186
g2816	402	435	702	517	396	500
g2817	8	9	15	4	7	7
g2818	239	118	287	112	78	209
g2819	1182	1502	1236	864	1298	1041
g2820	9	3	1	22	2	3
g2821	3	4	10	2	9	4
g2822	1419	2293	2305	1308	1465	1207
g2823	171	222	206	215	207	176
g2824	5753	5866	10275	4286	8379	6222
g2825	48	53	63	22	35	51
g2826	301	93	78	23	46	34
g2827	504	456	287	364	348	312
g2828	209	12	167	9	95	237
g2829	37	65	36	3	39	18
g2830	1736	1531	1574	1358	1610	1372
g2831	0	40	0	0	0	0
g2832	188	1143	575	261	236	90
g2833	91	6	0	3	0	4
g2834	41	6	8	38	70	63
g2835	7	0	0	0	2	2
g2836	56	182	108	97	91	101
g2837	3128	2437	4698	1118	2424	2942
g2838	2400	1343	2243	710	1704	1950
g2839	914	1064	568	488	539	743
g2840	505	537	242	325	269	280
g2841	12	4	50	4	4	8
g2842	363	126	123	137	249	151
g2843	21	21	18	20	16	15
g2844	1506	894	1819	568	986	796
g2845	2	46	7	3	1	4
g2846	5	2	15	3	6	26
g2847	0	0	2	3	9	0
g2848	36	5	20	19	62	34
g2849	2032	791	4575	407	2245	395
g2850	53	16	25	20	8	33
g2851	822	562	851	578	846	564
g2852	18	21	30	24	15	51
g2853	1160	2058	1564	566	1827	1303
g2854	721	571	339	491	463	145
g2855	136	390	355	145	322	275
g2856	3	3	7	3	3	2
g2857	1	3	3	0	6	1
g2858	4	111	126	66	86	29
g2859	91	143	269	49	96	98
g2860	124	63	211	41	90	95
g2861	59	47	45	21	74	19
g2862	2423	3056	2677	1177	3709	2488
g2863	65	123	44	61	105	28
g2864	61	37	51	26	61	22
g2865	987	682	841	489	1091	525
g2866	287	456	226	135	235	696
g2867	1500	1983	1814	776	1245	1449
g2868	4	20	32	14	48	94
g2869	19	35	32	14	28	14
g2870	1210	1954	1886	1746	973	1732
g2871	1878	1146	1142	623	1919	795
g2872	66	49	75	29	49	56
g2873	323	360	513	211	260	363
g2874	226	551	371	221	238	244
g2875	24555	100177	35649	43480	38095	49328
g2876	273	150	186	134	112	150
g2877	19	16	14	9	24	23
g2878	519	626	953	459	590	484
g2879	46	36	90	19	87	47
g2880	138	172	284	126	151	204
g2881	4094	3792	2612	3935	3997	3782
g2882	516	542	781	505	576	620
g2883	1	8	2	0	5	4
g2884	25	22	13	10	83	8
g2885	37	69	61	19	53	43
g2886	169	49	107	51	215	89
g2887	13	7	2	9	4	5
g2888	1581	1497	1419	547	1508	1179
g2889	19	279	668	23	52	41
g2890	68	105	142	93	69	38
g2891	66	64	59	33	45	41
g2892	5246	4630	4348	3257	4617	3001
g2893	19	7	1	0	58	17
g2894	3393	3799	3189	1862	2726	3324
g2895	802	768	1247	720	600	577
g2896	6	4	0	0	3	2
g2897	4	10	4	1	7	5
g2898	67	83	205	96	26	55
g2899	107	145	50	130	18	134
g2900	8130	5776	8957	5012	8929	12495
g2901	13	11	0	9	11	4
g2902	185	129	372	180	32	110
g2903	361	295	233	168	455	247
g2904	18	18	20	14	26	10
g2905	30925	21840	28073	9838	20655	10350
g2906	11	6	9	4	1	1
g2907	1173	1565	2468	1096	1682	1057
g2908	2852	3899	4754	2194	2889	2735
g2909	1110	746	780	347	629	526
g2910	10	2	1	0	1	1
g2911	15	11	10	18	40	23
g2912	16	4	8	10	4	0
g2913	69	17	23	28	29	26
g2914	112	150	188	78	140	81
g2915	759	778	338	419	578	394
g2916	1296	1315	2128	1120	1761	1024
g2917	24	44	129	153	45	150
g2918	9588	7684	12903	6852	8533	6961
g2919	19435	11248	11245	6617	13880	10749
g2920	1133	1401	1637	501	1466	1250
g2921	3454	1844	1355	1418	1726	1929
g2922	6550	4538	4884	3731	5005	5416
g2923	1	2	0	2	0	1
g2924	865	547	1223	482	800	293
g2925	51	62	50	27	123	90
g2926	1389	1607	1748	1008	1152	1344
g2927	5337	6074	17856	4407	9929	13165
g2928	2245	2076	2873	1038	3142	2436
g2929	835	709	572	278	206	429
g2930	35	55	111	8	90	82
g2931	0	44	0	1	19	9
g2932	2054	1135	2166	986	1480	822
g2933	1467	1529	1377	789	547	1649
g2934	352	416	454	249	524	235
g2935	14	9	9	20	4	2
g2936	16	86	76	105	123	124
g2937	8856	13909	5967	4954	9126	7233
g2938	51	79	18	63	13	30
g2939	1	1	1	1	2	2
g2940	13	31	34	24	41	37
g2941	11561	9350	13170	7469	10933	14385
g2942	1	6	2	0	2	1
g2943	693	535	937	322	655	580
g2944	19	55	27	3	34	14
g2945	526	286	219	77	265	259
g2946	18	26	9	3	10	22
g2947	24	41	48	5	19	32
g2948	149	38	2	36	141	47
g2949	2015	1366	1262	823	1471	849
g2950	1606	961	1041	586	814	1156
g2951	1294	1144	2073	984	1698	1215
g2952	41	29	74	28	101	34
g2953	674	1392	1756	502	814	1097
g2954	2972	3393	3162	2021	3207	3820
g2955	1219	784	1070	804	925	977
g2956	751	685	1062	400	730	588
g2957	317	290	430	240	296	273
g2958	804	1333	1583	788	1102	871
g2959	6	15	8	4	1	2
g2960	6	1	5	1	0	3
g2961	460	717	896	529	944	666
g2962	3	4	14	1	24	6
g2963	5	16	6	1	4	5
g2964	808	1343	754	845	1067	756
g2965	31	402	904	17	83	124
g2966	1107	1731	1243	708	855	962
g2967	0	6	44	1	17	5
g2968	256	71	87	125	55	81
g2969	1153	2451	1608	1250	2151	1059
g2970	1326	1707	1084	1068	1856	1204
g2971	8060	9836	6731	7857	10877	6092
g2972	1139	980	556	178	817	272
g2973	1729	1379	1939	987	1148	1717
g2974	1	3	20	1	0	13
g2975	4212	5308	5301	3602	4422	4144
g2976	90	41	56	27	40	32
g2977	10	6	20	18	11	13
g2978	749	2050	1264	653	1691	1245
g2979	246	31	214	128	445	61
g2980	28	17	21	6	15	21
g2981	28	13	30	7	15	28
g2982	4282	2928	3929	1978	4321	4048
g2983	1685	1544	1093	1224	1243	1516
g2984	5523	2597	8670	2362	2688	2399
g2985	12	17	17	2	16	0
g2986	2	4	2	0	0	2
g2987	995	207	609	147	122	104
g2988	847	1002	870	647	1033	874
g2989	1	0	0	7	0	0
g2990	179	142	147	121	87	168
g2991	1317	845	393	123	407	588
g2992	88	40	80	54	71	35
g2993	4	2	54	4	24	29
g2994	66	67	70	44	35	64
g2995	2	0	1	0	2	0
g2996	202	59	10	173	40	150
g2997	287	460	197	439	556	463
g2998	3753	4096	4917	2176	3564	2246
g2999	17770	26799	27701	12072	22407	20164
g3000	102	63	39	57	67	167
g3001	39	58	151	33	72	22
g3002	44	63	104	41	36	48
g3003	557	393	692	331	482	366
g3004	134	200	160	99	155	197
g3005	12	26	56	21	43	25
g3006	90	69	69	23	52	52
g3007	53	15	7	10	54	11
g3008	3	3	4	2	1	0
g3009	49	32	17	37	45	24
g3010	1	1	9	0	7	4
g3011	2338	1962	3115	1555	2268	2594
g3012	79	100	88	50	119	67
g3013	3371	1626	3651	1382	2580	1814
g3014	1	12	1	3	6	17
g3015	31	47	57	37	29	52
g3016	742	353	956	306	884	643
g3017	4	4	5	2	0	3
g3018	47302	17470	49803	10800	27605	38209
g3019	873	1404	1009	754	1167	426
g3020	398	529	178	126	229	399
g3021	759	1295	892	1884	2059	1384
g3022	775	702	914	877	1085	540
g3023	60	235	136	160	36	109
g3024	442	297	419	316	333	290
g3025	1243	3175	1036	1807	1907	2238
g3026	647	303	861	315	585	518
g3027	1932	1044	1031	1658	2091	1188
g3028	2	9	4	6	19	3
g3029	67	67	92	43	68	77
g3030	60	1	46	21	14	40
g3031	509	817	1525	570	1046	352
g3032	30	173	44	94	165	58
g3033	6	3	3	1	2	2
g3034	11	8	5	0	39	6
g3035	635	834	820	481	749	485
g3036	77	91	116	54	113	156
g3037	411	470	972	525	738	1044
g3038	413	648	457	475	839	359
g3039	45	76	104	41	95	89
g3040	2301	2882	3538	1777	2828	2244
g3041	142	431	470	190	188	167
g3042	1076	1426	3944	2503	3219	2381
g3043	7209	6520	6016	5292	6934	4500
g3044	1	4	2	1	1	3
g3045	0	1	0	0	0	0
g3046	1550	2880	1748	1662	2892	2342
g3047	21	42	40	2	54	6
g3048	12	9	4	8	16	18
g3049	284	169	186	117	82	86
g3050	1532	1032	1337	1094	1311	1064
g3051	730	2613	1328	1008	1332	1250
g3052	8347	7994	11023	10080	18167	15860
g3053	2	12	9	3	12	3
g3054	159	421	245	209	236	237
g3055	1	5	5	0	3	3
g3056	2257	1829	3213	955	1618	1450
g3057	1908	967	1252	619	1852	693
g3058	455	620	818	493	520	352
g3059	57	50	84	46	35	51
g3060	69	59	17	23	11	14
g3061	1115	2310	848	530	1229	1246
g3062	2002	2197	2456	2496	2196	1477
g3063	374	255	184	174	336	263
g3064	742	1101	705	627	568	818
g3065	5959	3951	1976	2735	4640	1745
g3066	1217	1787	1889	882	1634	1433
g3067	42	40	76	26	15	24
g3068	1671	1566	2265	1044	1754	1370
g3069	4583	4427	7862	4954	4862	6343
g3070	1258	1436	1250	540	1092	878
g3071	14	24	34	1	36	20
g3072	295	213	165	43	382	112
g3073	2623	3987	3015	1503	1829	1210
g3074	2	3	3	2	1	1
g3075	219	402	254	177	429	618
g3076	12	13	8	2	30	5
g3077	149	53	85	26	25	36
g3078	44	29	45	25	21	10
g3079	940	2070	851	525	1499	598
g3080	2177	3110	5972	2149	3229	3133
g3081	291	775	1531	288	249	1735
g3082	11	30	8	12	17	17
g3083	17	2	20	13	17	16
g3084	40	58	85	49	102	81
g3085	1461	1350	1020	981	834	1204
g3086	324	620	651	238	424	424
g3087	3833	3603	8519	2505	3206	4132
g3088	612	968	136	755	510	582
g3089	53	39	26	28	20	29
g3090	17	59	143	30	23	55
g3091	15	13	6	5	38	29
g3092	1824	1667	2186	1156	1193	1522
g3093	3599	3954	4116	2955	2875	4711
g3094	72	46	73	22	66	59
g3095	471	468	644	377	530	517
g3096	451	332	503	231	482	383
g3097	44	38	84	28	38	10
g3098	570	705	501	325	551	295
g3099	8	5	7	4	8	2
g3100	2028	2235	2242	1336	2022	1597
g3101	603	259	380	262	419	434
g3102	1693	1307	1184	646	970	819
g3103	10027	7595	6810	3249	3847	9925
g3104	16	7	16	8	9	6
g3105	1069	955	1774	1380	1006	579
g3106	152	211	114	89	129	93
g3107	90	55	70	11	12	43
g3108	52	158	155	421	358	316
g3109	29	6	48	4	38	11
g3110	3313	2721	4917	2675	3561	2593
g3111	513	414	658	313	562	238
g3112	90	175	116	139	124	162
g3113	3	0	2	0	0	0
g3114	113	88	22	45	47	20
g3115	5	2	8	6	2	9
g3116	1203	1474	939	1075	1306	886
g3117	235	393	303	137	225	280
g3118	1487	1732	2078	945	1297	1191
g3119	141	84	227	55	192	184
g3120	1731	1197	579	409	1399	897
g3121	3935	6905	5538	3617	3865	4118
g3122	49	70	91	75	112	43
g3123	2272	1812	1902	1231	2297	2256
g3124	14	5	49	12	88	39
g3125	66	136	14	16	86	159
g3126	5216	4073	4202	2644	7348	4791
g3127	694	856	448	420	577	497
g3128	5159	3270	9982	4555	5238	8135
g3129	448	314	330	307	370	361
g3130	431	394	402	245	361	322
g3131	1290	3567	4406	2639	3272	1634
g3132	3014	1220	1288	2210	1390	1308
g3133	11	14	1	2	9	2
g3134	141	58	370	149	455	67
g3135	5	14	16	2	10	2
g3136	21	15	13	5	18	7
g3137	8	9	5	5	4	4
g3138	85	6	8	31	0	4
g3139	16	31	10	22	12	15
g3140	4723	2723	6757	2577	2163	2685
g3141	1203	2292	2072	741	943	776
g3142	41	82	69	23	115	80
g3143	1287	1286	1642	624	798	500
g3144	38	31	22	26	86	9
g3145	31	43	68	96	94	57
g3146	11	6	8	4	7	8
g3147	26	5	35	13	12	14
g3148	14	11	15	3	13	3
g3149	30	42	76	40	14	23
g3150	2446	2365	1811	1636	2509	1873
g3151	237	464	241	231	491	253
g3152	1158	876	1094	933	801	713
g3153	2	2	12	21	4	4
g3154	0	0	0	0	4	0
g3155	690	748	762	805	556	635
g3156	18	34	5	12	1	0
g3157	387	595	410	371	374	522
g3158	268	285	288	325	462	325
g3159	447	399	597	142	191	347
g3160	36	120	46	26	138	79
g3161	452	804	617	505	745	622
g3162	133	261	315	94	158	76
g3163	358	253	384	206	393	173
g3164	26	10	12	21	63	3
g3165	851	1254	1404	358	1314	837
g3166	5010	3125	6889	1926	2384	1416
g3167	846	785	1216	498	1012	746
g3168	6	8	6	6	4	5
g3169	17	0	1	3	8	0
g3170	721	267	674	631	502	1123
g3171	149	405	218	118	363	204
g3172	1039	616	680	512	759	689
g3173	5	102	2	14	29	11
g3174	17027	11913	14182	7746	11993	10731
g3175	2029	1533	2514	980	2111	1257
g3176	3188	3280	4504	2967	4826	3537
g3177	1857	1100	1762	1597	926	1170
g3178	1124	1855	1501	857	1199	1620
g3179	161	119	296	68	123	191
g3180	149	153	81	45	82	90
g3181	4203	4853	4782	1598	4261	5769
g3182	4	62	15	65	4	92
g3183	97	81	108	45	67	60
g3184	628	606	236	457	303	187
g3185	62	193	40	64	66	119
g3186	25	28	17	7	17	10
g3187	40	27	25	13	42	6
g3188	346	903	801	369	1318	518
g3189	198	168	182	84	121	240
g3190	303	231	384	96	252	525
g3191	39523	32156	36601	26612	44524	50917
g3192	1078	1352	1212	961	1832	1450
g3193	7	3	3	4	10	4
g3194	13	5	14	2	1	0
g3195	802	755	1921	481	924	505
g3196	2	0	0	0	0	0
g3197	46	45	56	35	41	19
g3198	970	1139	776	398	670	907
g3199	1114	1649	1110	502	514	773
g3200	35	15	47	56	43	57
g3201	307	296	277	753	2746	608
g3202	779	398	513	456	515	530
g3203	26	84	53	50	24	29
g3204	216	337	288	193	510	239
g3205	30	51	64	26	46	49
g3206	1326	1246	1040	320	1682	472
g3207	647	541	683	559	299	588
g3208	77	888	531	261	801	702
g3209	988	797	786	569	680	773
g3210	410	18	197	520	188	197
g3211	2737	1776	2488	1212	2571	1406
g3212	2072	1312	1767	1025	2444	1380
g3213	83	448	431	132	173	446
g3214	71	234	802	156	8	422
g3215	2552	1629	2754	1325	2960	2842
g3216	275	2188	766	1076	1324	564
g3217	426	221	427	342	218	287
g3218	1	0	12	6	3	3
g3219	15	5	0	18	0	1
g3220	7	7	18	4	6	10
g3221	3407	2321	3793	2059	2557	2257
g3222	1	5	11	3	4	1
g3223	2	3	4	4	17	0
g3224	86	68	139	81	121	74
g3225	213	120	220	220	154	208
g3226	954	792	884	591	771	642
g3227	384	271	391	203	155	205
g3228	561	862	1175	365	651	1087
g3229	6	21	11	4	20	21
g3230	2	6	17	2	4	4
g3231	2871	2254	1224	1564	2207	1158
g3232	967	2184	1837	1188	1798	1424
g3233	10	4	15	8	12	17
g3234	25	39	59	48	79	42
g3235	7	23	35	59	7	11
g3236	579	293	952	402	402	794
g3237	1994	1849	2201	891	1911	1407
g3238	80	30	36	24	48	26
g3239	236	167	149	76	193	111
g3240	381	785	507	473	623	1126
g3241	4503	6190	6842	3442	3898	2748
g3242	3053	2723	2790	2316	3334	1715
g3243	367	469	339	352	618	152
g3244	5	6	4	9	10	4
g3245	231	296	308	330	352	257
g3246	6	8	8	11	17	3
g3247	15	14	16	11	8	1
g3248	90	53	38	22	30	33
g3249	119	61	74	14	124	65
g3250	0	0	0	0	0	8
g3251	8904	5232	6304	4759	6077	13129
g3252	1409	746	968	546	853	1685
g3253	68	883	813	1452	311	475
g3254	131	151	48	44	54	98
g3255	11	12	28	14	15	1
g3256	235	169	128	225	68	64
g3257	15	3	2	1	10	0
g3258	1270	868	1738	881	1688	1115
g3259	922	1001	1477	757	400	623
g3260	3481	3503	2699	2912	3645	2469
g3261	4	4	9	4	2	3
g3262	133	217	154	79	111	327
g3263	554	186	447	197	197	287
g3264	711	72	198	25	74	0
g3265	0	0	0	0	16	0
g3266	355	135	307	118	190	260
g3267	0	77	20	34	61	51
g3268	0	1	4	15	6	5
g3269	4800	4008	8061	718	4090	2074
g3270	704	1031	1146	642	1100	747
g3271	1631	2376	1863	1543	1934	1343
g3272	55	107	88	7	43	54
g3273	104	35	94	127	103	140
g3274	74	15	51	6	30	35
g3275	0	19	44	6	28	10
g3276	344	326	195	217	253	217
g3277	4036	4079	4971	2889	3247	5288
g3278	2554	1545	2560	1179	2808	3473
g3279	13	45	66	36	52	19
g3280	62	89	117	64	82	82
g3281	20	1	0	6	4	1
g3282	932	1212	1164	563	956	600
g3283	10097	22272	27750	12185	16040	18012
g3284	213	98	84	50	128	17
g3285	554	832	986	559	773	588
g3286	2692	108	1963	1133	493	3166
g3287	5655	5325	5593	5032	4727	3735
g3288	30584	23081	52593	10252	19663	42509
g3289	342	525	312	259	361	200
g3290	1911	2157	2229	1486	2389	1623
g3291	738	598	850	557	715	671
g3292	6654	5537	7032	2868	6062	6698
g3293	138	246	238	192	162	226
g3294	61	25	118	50	38	57
g3295	22	49	25	13	15	13
g3296	19	131	86	24	29	83
g3297	3	4	1	1	2	5
g3298	260	508	130	74	144	69
g3299	105	148	170	24	107	104
g3300	2	41	1	79	10	4
g3301	31	25	61	42	61	57
g3302	1837	2601	3552	1325	2729	2246
g3303	276	426	409	304	428	316
g3304	289	91	67	42	123	118
g3305	3	14	2	26	6	62
g3306	1201	1601	1204	1150	1178	3543
g3307	679	746	515	309	657	645
g3308	7	1	0	2	1	9
g3309	3219	2233	686	734	1690	1886
g3310	339	505	480	236	258	227
g3311	128	66	0	0	0	23
g3312	37	14	3	8	12	9
g3313	10	8	16	0	20	11
g3314	8	86	27	5	32	41
g3315	1634	731	883	894	1250	900
g3316	17	10	7	11	55	34
g3317	55	116	27	88	73	111
g3318	14	10	9	8	6	16
g3319	548	521	763	231	331	539
g3320	0	60	86	8	23	83
g3321	6	2	13	3	5	2
g3322	3	6	1	2	0	1
g3323	6	3	9	5	14	1
g3324	2030	2134	2661	1726	2734	2191
g3325	140	108	62	72	132	109
g3326	7	4	4	1	4	1
g3327	53	25	44	3	26	25
g3328	111	143	111	333	129	624
g3329	8	1	0	0	1	13
g3330	3304	1764	2625	1340	2441	3362
g3331	0	46	0	2	18	15
g3332	289	160	224	117	257	499
g3333	268	271	312	143	348	303
g3334	6185	11111	11471	5326	11181	4710
g3335	2338	2256	2487	2044	1240	1571
g3336	64	112	156	47	54	99
g3337	22	13	23	13	23	13
g3338	3	38	11	3	22	8
g3339	171	193	316	81	247	117
g3340	61	1	590	21	3	138
g3341	1663	2028	1358	1418	2077	1323
g3342	502	586	319	15	228	112
g3343	6730	4067	7944	7805	6218	7059
g3344	22	9	11	12	11	9
g3345	119	90	66	51	195	109
g3346	2	1	7	3	32	0
g3347	6363	9710	17673	9087	5563	10043
g3348	1270	647	574	237	531	395
g3349	106	136	144	84	91	89
g3350	7506	2348	6143	1216	610	2916
g3351	520	184	861	108	449	285
g3352	1193	700	904	642	813	886
