	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g2195	94651	180980	241093	126383	163628	334670	110305	201830	134557	158421	67588	79105
g2196	180	3	102	35	0	32	7	101	1	3	43	16
g2197	1071	1171	1277	2009	1167	1671	1314	1525	1539	1950	1371	891
g2198	1490	1318	3083	3293	3224	2829	1762	2026	2062	1925	2824	821
g2199	142	216	345	212	260	192	173	348	192	286	194	54
g2200	2	5	2	0	4	3	4	7	1	4	4	1
g2201	1543	1235	1556	1644	1052	1624	1082	1597	1050	1773	1240	838
g2202	1	5	3	5	0	4	4	6	1	8	5	8
g2203	71	42	32	38	40	28	47	31	18	66	48	24
g2204	1520	844	1473	3362	2700	3265	1465	1238	478	2220	1233	940
g2205	19	28	19	29	22	29	18	10	23	10	26	12
g2206	6	17	17	25	30	33	7	20	17	35	8	13
g2207	112	111	106	180	85	311	191	69	79	294	121	56
g2208	17	18	11	12	22	34	4	9	2	8	12	18
g2209	32	20	36	44	46	19	23	40	9	23	72	20
g2210	160	308	384	244	383	502	430	174	201	414	762	233
g2211	4	1	7	0	6	7	4	1	3	4	3	3
g2212	968	785	834	1108	737	985	1003	826	1045	1070	1072	409
g2213	3	1	4	2	16	8	1	7	1	2	0	1
g2214	602	588	476	526	758	976	690	438	449	693	621	256
g2215	34	69	33	101	57	77	69	33	38	73	97	9
g2216	11	7	24	25	22	3	11	9	16	24	9	9
g2217	3	8	25	60	10	61	12	46	6	94	25	16
g2218	219	172	309	48	411	12	921	161	517	359	461	113
g2219	11	26	29	17	28	34	11	26	18	5	49	18
g2220	11	7	18	22	24	28	37	28	18	33	34	19
g2221	6517	5610	5547	6184	3903	7055	5402	4372	4438	5622	6684	4078
g2222	0	0	0	23	1	15	3	10	9	0	50	2
g2223	86	29	56	84	18	47	49	30	35	35	30	15
g2224	106	100	103	258	176	61	142	218	144	156	183	47
g2225	0	43	27	58	103	2	13	12	15	0	244	6
g2226	8	43	22	140	13	43	51	26	5	20	50	18
g2227	4480	4440	11538	5104	7749	6943	6655	7388	4656	11293	7652	1358
g2228	216	131	380	285	315	624	171	384	473	401	113	309
g2229	7375	1665	5510	3889	1836	6385	974	1860	3905	4929	8685	1816
g2230	362	562	398	484	328	641	505	336	194	449	367	128
g2231	451	329	344	386	887	409	249	313	385	385	292	306
g2232	313	331	303	355	407	446	186	443	231	508	361	167
g2233	291	290	207	523	457	307	452	348	568	529	664	226
g2234	0	0	0	0	0	0	6	0	0	8	0	0
g2235	30	37	6	27	43	26	8	4	4	19	32	6
g2236	281	559	513	655	613	717	380	401	398	453	484	360
g2237	485	1068	1495	612	443	1178	544	379	404	463	352	294
g2238	14	4	1	23	8	7	4	5	54	12	19	25
g2239	0	0	7	0	0	3	2	1	10	2	5	1
g2240	108	115	127	156	73	162	100	65	89	391	141	80
g2241	240	496	497	381	263	131	193	320	122	562	538	219
g2242	82	73	119	89	193	172	60	112	84	110	101	94
g2243	668	245	765	133	512	605	794	395	33	1072	1267	106
g2244	139	89	226	105	99	204	153	191	91	125	341	47
g2245	3476	3101	4691	4367	3697	5763	4896	3761	4108	3548	4717	2416
g2246	359	462	405	388	175	172	151	254	230	536	255	177
g2247	441	203	442	401	214	518	201	290	116	368	210	130
g2248	0	1	5	3	0	0	3	16	19	2	1	1
g2249	2	2	2	7	12	12	4	10	6	7	3	3
g2250	27	20	139	59	93	0	42	125	3	8	15	41
g2251	9	27	22	34	34	16	20	23	12	25	13	2
g2252	5	5	5	4	7	16	2	2	2	7	4	2
g2253	334	466	455	265	651	382	769	330	225	757	457	210
g2254	67	50	32	88	66	57	25	36	112	103	68	69
g2255	47	62	24	69	336	144	122	63	34	248	200	106
g2256	105	139	55	59	123	111	68	48	123	134	76	21
g2257	5	1	3	4	5	2	1	1	3	11	0	2
g2258	0	0	0	0	0	0	0	0	13	0	22	29
g2259	485	795	1269	893	1349	1074	687	475	514	928	472	456
g2260	122	180	94	108	136	115	121	278	116	106	55	51
g2261	108	148	184	185	243	239	291	181	108	212	142	88
g2262	226	267	261	145	188	507	279	161	293	140	995	286
g2263	220	156	299	216	358	218	159	580	108	150	197	132
g2264	1806	3054	3387	3864	2933	5546	2038	1932	2894	1955	2877	1342
g2265	37	47	36	67	53	135	61	40	110	134	50	47
g2266	684	232	994	526	1217	905	897	2185	684	400	1246	397
g2267	19	21	32	94	47	96	72	15	35	19	39	27
g2268	889	366	113	224	272	1720	5	537	445	475	1072	167
g2269	7	5	9	9	14	15	14	24	13	9	22	7
g2270	4	3	4	4	1	3	3	3	9	4	5	2
g2271	13	7	1	13	5	10	3	16	2	36	3	19
g2272	10706	8851	8501	9466	6856	12429	9677	6607	9803	13302	10806	5980
g2273	1280	1767	1950	1997	2096	1544	953	2246	1012	1202	1237	845
g2274	2123	2494	1672	1346	2483	4017	2011	1398	2121	2615	2153	503
g2275	194	422	352	936	434	459	583	1341	844	336	550	504
g2276	11	12	20	11	5	7	4	14	13	28	13	33
g2277	1674	3034	1678	2291	1990	3101	1003	1093	1829	4056	2246	683
g2278	2008	2110	1809	2951	1976	4382	1581	2348	1494	2352	2452	1164
g2279	2788	3684	3997	3822	7078	3317	4166	4180	5591	6212	6757	2025
g2280	0	7	0	0	0	0	0	10	133	0	0	1
g2281	4	0	1	7	2	6	2	12	1	1	4	0
g2282	115	87	191	161	119	307	103	110	96	152	123	107
g2283	159	40	59	171	179	75	67	66	52	58	77	80
g2284	339	1162	731	279	857	433	575	618	336	724	556	182
g2285	30	65	38	29	13	8	37	25	42	0	142	15
g2286	38	17	2	4	4	53	82	7	20	54	22	35
g2287	14317	16955	7945	12670	26207	17479	5020	16396	17967	9224	9904	8800
g2288	185	240	191	356	382	464	394	399	427	452	435	324
g2289	957	1925	4258	3745	4124	2131	3094	5586	3153	4271	5057	1547
g2290	46	48	323	1674	1431	1518	507	792	1123	41	416	1048
g2291	244	211	122	193	128	188	115	266	113	278	314	54
g2292	1	84	40	66	13	5	7	22	24	22	5	15
g2293	76	75	91	73	22	188	42	111	46	41	102	63
g2294	3457	8030	3913	4692	31688	3918	1326	1865	9366	1236	1014	3021
g2295	215	247	245	160	407	235	203	251	255	213	215	201
g2296	110	91	126	113	97	148	112	143	97	129	122	66
g2297	671	542	593	1183	788	1000	533	1333	839	1097	229	401
g2298	775	982	846	879	1036	1363	1017	820	1325	954	1606	857
g2299	1102	972	1588	1599	1478	1723	1639	1458	1364	1314	1963	727
g2300	2259	2286	2116	2606	4188	3675	2899	2990	2114	2403	3154	1414
g2301	3783	4007	3698	5687	6690	7957	4956	3196	3504	4220	4167	1985
g2302	1230	2706	3598	4389	5270	2389	1913	5314	1328	3335	3685	1471
g2303	1	5	0	5	4	0	10	0	0	6	3	8
g2304	26	13	3	49	21	31	2	11	1	16	5	4
g2305	164	85	113	89	101	86	82	171	154	76	112	67
g2306	0	18	4	21	16	16	1	8	8	14	13	7
g2307	13	34	6	24	12	44	61	9	21	12	34	18
g2308	156	281	319	230	188	276	244	175	174	215	233	113
g2309	162	85	24	8	121	101	31	42	58	166	170	81
g2310	78	121	158	118	56	311	33	47	71	123	78	44
g2311	1165	1416	667	1601	1407	3201	2616	1589	1481	2030	3648	1298
g2312	601	729	459	994	817	716	245	424	1062	606	1077	366
g2313	6	2	3	5	2	7	1	7	6	12	6	1
g2314	3	5	1	2	0	4	0	13	1	1	0	3
g2315	22	25	67	28	28	89	14	52	41	35	20	40
g2316	118	104	79	81	26	88	22	111	139	75	122	59
g2317	0	19	15	1	16	7	2	0	2	5	3	14
g2318	395	295	274	521	419	350	352	426	316	296	442	240
g2319	242	436	313	272	610	376	530	170	263	780	728	575
g2320	550	656	352	1370	814	425	266	648	839	1294	576	232
g2321	73	51	16	66	70	56	64	8	36	74	96	32
g2322	13	6	35	5	3	18	14	1	6	0	12	7
g2323	560	523	705	503	703	1008	730	600	366	947	657	84
g2324	2892	3247	6209	4948	10734	5906	4639	4437	4465	4160	6041	3559
g2325	2	0	2	1	1	0	3	3	15	20	0	0
g2326	105	342	223	89	206	203	131	169	55	101	259	81
g2327	977	1458	1003	1472	1246	1472	953	1364	1186	1021	1468	1417
g2328	13	31	18	86	10	30	56	30	23	14	28	17
g2329	228	131	143	216	144	86	159	151	158	167	123	72
g2330	2135	2450	2376	2516	2665	3616	1823	2633	1818	3057	3205	1616
g2331	176	187	341	314	197	360	610	357	309	636	154	110
g2332	45	46	6	20	76	68	25	37	49	67	65	8
g2333	557	392	261	305	384	662	105	789	142	117	1161	26
g2334	628	593	673	657	673	892	579	851	801	865	1279	293
g2335	2	0	0	4	1	3	0	0	0	3	3	4
g2336	1	19	13	16	15	6	34	3	6	7	1	10
g2337	539	927	845	829	596	904	939	752	848	830	463	393
g2338	13	9	64	3	1	25	20	5	0	80	2	25
g2339	562	501	818	447	364	1193	509	719	489	600	827	249
g2340	6221	9598	12281	11851	10345	10973	11194	13923	8434	13001	18319	9029
g2341	4004	2199	2862	4872	3629	3469	3845	4191	3070	3916	3764	1710
g2342	27	6	45	15	17	36	7	9	21	34	36	42
g2343	37	81	5	58	31	138	73	98	85	46	56	34
g2344	16	43	20	13	21	34	16	12	11	13	35	15
g2345	677	960	723	967	426	1657	824	939	853	1144	1459	394
g2346	629	474	564	904	815	1331	1018	1279	387	1248	576	368
g2347	231	2506	1222	558	1071	2474	1659	588	559	1110	1328	943
g2348	16	9	13	10	5	24	23	27	24	48	10	14
g2349	751	504	488	1216	688	833	1518	1680	305	1351	848	1027
g2350	73	455	562	279	274	207	101	300	267	502	357	269
g2351	84	71	98	102	126	130	84	98	98	129	115	62
g2352	227	317	258	745	271	1147	629	210	339	1099	797	611
g2353	20	106	25	92	111	110	173	58	262	151	29	84
g2354	2147	2083	2925	3157	3310	2930	2654	2587	2143	2446	2908	1831
g2355	221	283	269	356	281	320	273	247	272	261	299	195
g2356	0	0	191	10	32	20	0	40	0	0	6	5
g2357	1633	1202	1936	2493	1302	1921	1296	1383	903	1803	1946	769
g2358	3845	4946	4526	4568	4857	5062	4008	8568	6539	8260	6754	2061
g2359	3670	3176	2735	3018	2167	3655	2093	2575	2887	3034	1904	1474
g2360	31	7	9	6	8	24	1	50	28	15	42	24
g2361	28	5	28	29	26	17	21	9	13	25	17	2
g2362	234	299	666	322	264	437	344	286	277	255	341	231
g2363	69	48	35	79	41	194	18	89	61	54	39	25
g2364	16	30	20	21	39	30	30	55	43	18	80	7
g2365	0	3	0	0	0	5	0	0	10	2	1	2
g2366	4	1	1	2	6	20	17	9	15	10	13	10
g2367	797	1174	1673	795	410	1662	457	573	691	563	640	666
g2368	0	0	0	0	1	164	0	0	0	0	91	0
g2369	2322	2086	1859	2101	1672	1741	2227	3214	1629	1341	3400	1279
g2370	1435	856	1532	571	1072	1072	712	2023	243	267	1332	821
g2371	0	1	84	31	29	124	2	0	3	0	0	1
g2372	145	115	213	298	386	15	269	59	176	375	301	73
g2373	2924	3520	3786	3878	2972	4420	4710	3910	1964	3076	4501	2164
g2374	734	232	813	341	264	439	130	33	228	777	116	98
g2375	2523	1294	2220	2856	2051	1668	1477	1306	1792	1768	3164	935
g2376	1131	1096	1809	1382	1456	1111	1085	1364	1011	1894	1951	641
g2377	1183	1511	1696	1050	1118	1463	1535	1127	1184	1464	1375	1147
g2378	173	142	117	164	148	181	144	192	96	268	224	83
g2379	78	96	47	148	115	125	86	102	28	95	142	47
g2380	1	0	7	0	0	7	15	11	12	0	1	3
g2381	707	1985	945	1380	1314	2421	1225	2361	855	1992	1595	659
g2382	41	44	19	93	33	17	14	27	73	59	11	37
g2383	4	2	1	24	10	2	1	11	6	0	10	10
g2384	2535	4163	3585	5748	4355	4315	5169	4563	4528	5822	4670	2170
g2385	344	570	161	279	144	146	860	554	125	428	449	452
g2386	259	321	296	361	493	318	287	352	279	319	847	218
g2387	36	80	96	116	11	133	8	59	68	56	37	68
g2388	257	429	292	478	427	419	291	386	271	616	388	229
g2389	75	70	54	70	113	118	75	114	63	89	96	44
g2390	1473	1248	3060	2504	1759	1864	1370	3744	1320	1812	2363	1576
g2391	1	16	0	2	0	3	1	3	1	6	1	2
g2392	65	18	50	43	51	39	100	124	73	51	131	55
g2393	57	342	215	165	90	118	50	109	210	206	112	113
g2394	48	67	14	39	17	39	51	28	40	64	46	58
g2395	677	824	489	1103	398	606	1175	965	714	938	979	748
g2396	368	370	385	373	376	501	387	413	239	341	360	150
g2397	1159	821	813	1054	1896	923	968	583	986	832	1411	695
g2398	869	837	661	1395	1130	555	660	871	731	1072	644	417
g2399	160	199	233	294	218	241	275	243	214	335	261	166
g2400	2278	3014	2627	3339	2612	4056	2401	2569	2508	3545	2906	2107
g2401	163	183	201	693	371	335	586	225	412	321	338	17
g2402	338	354	555	205	388	468	229	322	337	299	214	133
g2403	152	143	10	28	56	0	2	127	48	10	35	2
g2404	129	192	164	302	171	227	165	61	139	208	290	224
g2405	1565	1432	1394	1644	1625	2167	1589	1665	1327	2521	2444	892
g2406	13	5	8	20	15	21	2	26	6	15	12	7
g2407	601	662	409	725	593	654	418	503	499	681	932	354
g2408	1225	831	918	834	898	675	1249	704	821	915	1515	358
g2409	23	4	0	11	0	0	13	1	3	0	0	0
g2410	38	5	23	26	10	74	33	103	12	7	22	3
g2411	2157	3178	3227	4317	2223	5296	3585	2680	2027	2865	3469	1890
g2412	338	455	558	869	1540	714	140	489	874	1122	819	357
g2413	1052	872	331	2010	3250	2559	4334	2262	3517	4058	2090	1347
g2414	11	1	17	12	19	2	30	2	1	26	24	8
g2415	111	52	84	108	53	119	147	132	96	114	98	106
g2416	0	207	11	118	19	28	82	131	92	252	75	22
g2417	106805	141139	156470	169893	177730	155064	111041	130990	141963	160858	138899	110875
g2418	4338	4608	4306	6168	5878	5504	6180	7044	4693	6474	5433	3558
g2419	1247	775	1065	1081	1346	1305	879	1127	1091	1416	1284	633
g2420	76	318	360	264	193	456	644	146	275	116	156	39
g2421	2	3	3	15	1	1	3	1	2	2	1	3
g2422	17	16	14	17	7	3	2	20	5	9	58	8
g2423	21	65	136	26	55	69	21	85	42	153	42	18
g2424	269	708	685	497	768	853	1151	594	622	994	576	532
g2425	60	86	66	109	29	236	44	51	66	126	87	29
g2426	8	12	16	12	13	13	17	12	6	12	11	6
g2427	60	49	50	72	49	139	48	60	43	67	75	41
g2428	104	62	209	79	76	120	95	64	99	56	115	113
g2429	9	27	32	5	11	4	6	11	62	44	45	7
g2430	38	3	0	5	6	14	0	21	46	6	0	10
g2431	12	7	8	9	12	21	10	29	12	9	19	0
g2432	204	121	489	237	126	402	185	80	144	59	322	147
g2433	2140	4263	4272	3940	3387	3972	4973	7617	4538	2410	3810	1447
g2434	8759	10973	16954	20655	18173	13796	7585	15369	11017	9379	10998	7166
g2435	2	1	0	16	1	1	0	1	13	7	0	0
g2436	20	5	7	5	9	11	7	11	3	1	6	2
g2437	744	940	943	852	594	1764	1024	2916	1044	514	2461	1034
g2438	1753	666	1047	2141	1225	1465	476	909	1517	6636	1060	250
g2439	8	5	21	9	4	7	4	11	7	5	6	8
g2440	317	261	408	408	274	388	211	449	246	509	279	125
g2441	0	14	0	0	3	3	0	0	0	2	0	1
g2442	174	102	98	117	94	150	141	102	116	190	147	93
g2443	274	237	49	552	58	179	26	171	146	433	303	33
g2444	114	47	67	54	99	125	12	56	49	86	24	76
g2445	0	267	0	0	0	0	0	0	0	6	0	9
g2446	38	10	24	35	40	16	78	4	57	27	22	19
g2447	28834	20108	8813	10196	17623	18667	17065	14532	19555	22194	26509	11094
g2448	253	315	230	223	325	224	165	247	158	239	264	207
g2449	1728	1841	1848	2480	1583	1521	3406	1793	696	2810	2090	1089
g2450	3344	4434	6015	4614	6563	6199	3437	3086	3937	6356	5294	3193
g2451	944	674	1081	728	836	761	982	658	831	759	1118	541
g2452	15	46	0	0	22	20	32	12	42	8	4	8
g2453	54	42	38	21	45	96	34	58	30	83	60	42
g2454	195	390	573	889	584	480	620	449	389	390	454	212
g2455	8	286	169	335	347	41	108	285	10	212	51	22
g2456	1	4	0	0	3	4	0	0	0	3	3	0
g2457	414	709	440	329	694	455	444	529	493	564	740	264
g2458	185	166	234	93	242	467	160	100	121	378	524	233
g2459	8	6	4	6	12	4	5	0	3	5	8	9
g2460	835	979	1057	1802	1603	1540	2117	1339	1080	1287	1172	597
g2461	6	37	33	12	22	12	17	3	10	22	49	7
g2462	1804	2241	1945	2071	2438	2397	2715	2102	2677	2688	2542	1592
g2463	11	6	12	7	7	10	5	10	7	17	5	2
g2464	1	13	13	33	5	62	7	13	1	27	46	24
g2465	558	616	867	597	946	1121	875	981	711	615	1068	608
g2466	36	51	31	6	2	48	28	10	0	73	27	2
g2467	512	448	318	351	512	687	430	417	441	471	653	291
g2468	11	40	1	8	10	65	23	26	19	2	40	8
g2469	13584	9130	12427	15049	8968	9993	10294	11014	12149	8761	4806	9780
g2470	19	15	8	56	10	84	23	75	8	83	106	58
g2471	1733	692	1761	1271	1264	1262	2547	1348	2880	1769	3366	778
g2472	8	19	55	19	4	30	1	3	12	1	21	0
g2473	588	764	350	823	1074	805	628	734	771	268	932	263
g2474	1956	1724	2394	1153	2159	2242	1144	2136	1715	2145	2437	1510
g2475	1064	955	1146	1091	861	1296	1218	897	837	1191	1150	589
g2476	29	18	17	7	9	57	21	42	25	28	23	5
g2477	9285	12834	12295	18077	9797	16275	15705	11496	16140	14089	12068	10657
g2478	6	16	19	9	30	33	17	21	14	13	21	19
g2479	413	416	501	546	662	277	600	258	337	503	930	300
g2480	373	596	292	933	68	1030	110	359	247	1489	174	159
g2481	1313	867	855	756	1322	997	1106	675	590	877	2031	871
g2482	1910	3464	3176	4536	3453	2404	2597	1824	3177	3356	3062	2519
g2483	831	781	428	835	401	700	402	574	663	575	616	726
g2484	778	576	772	1067	738	976	1249	646	804	961	1016	432
g2485	222	284	256	293	275	285	272	307	168	222	320	142
g2486	170	259	23	1002	68	352	138	327	101	177	496	186
g2487	4	6	2	7	4	2	8	3	2	4	3	1
g2488	37	22	72	45	50	42	49	33	26	39	61	24
g2489	747	293	104	353	444	895	670	82	122	166	391	316
g2490	0	0	0	0	0	0	5	0	0	0	7	0
g2491	174	306	175	263	286	430	39	320	159	244	169	245
g2492	1657	1577	3422	2147	1839	2687	706	4306	3552	1571	626	315
g2493	1	3	2	2	5	2	3	3	4	2	0	4
g2494	2574	3016	4567	3415	1882	4453	2642	2508	3028	3057	3598	2179
g2495	1252	1891	2077	1479	1276	1482	980	1185	1065	1435	1435	1030
g2496	121	133	161	121	139	192	160	138	127	217	192	80
g2497	1874	897	1509	1188	1957	1945	1539	1280	1665	2148	1332	602
g2498	265	124	184	288	154	212	214	226	179	70	219	170
g2499	24	17	29	36	26	27	30	39	20	29	26	12
g2500	164	110	296	563	109	251	177	457	221	165	194	206
g2501	44	55	23	17	36	121	74	41	50	46	29	21
g2502	11	274	1	71	48	3	122	57	1	2	1242	126
g2503	14	6	7	9	5	13	13	4	6	13	17	7
g2504	9249	19649	12863	29161	29079	19192	10776	17550	11654	9304	13629	9371
g2505	196	220	414	325	339	504	320	437	242	269	447	197
g2506	1	5	3	2	3	1	1	1	0	0	2	2
g2507	2	89	15	2	0	6	13	1	5	0	22	26
g2508	7	6	3	3	3	4	4	6	1	2	7	3
g2509	1	225	94	15	118	342	72	48	82	95	24	3
g2510	258	538	607	565	561	377	565	359	186	814	571	393
g2511	32	17	61	90	48	13	41	106	37	25	116	24
g2512	58	13	5	183	11	52	0	0	1	17	11	2
g2513	253	177	271	347	280	362	263	231	325	265	291	144
g2514	1	0	1	1	0	1	1	2	0	3	9	0
g2515	9	18	29	52	6	12	50	54	33	50	257	72
g2516	250	367	59	147	104	292	102	260	186	203	267	116
g2517	73	178	88	132	184	226	194	127	67	150	79	39
g2518	345	224	237	296	142	246	264	151	337	122	224	75
g2519	481	788	731	822	1143	1229	1269	668	764	949	794	352
g2520	8	21	2	1	8	4	1	3	0	1	21	0
g2521	77	172	196	107	160	669	318	188	153	143	335	59
g2522	10	11	5	2	5	8	7	6	8	6	6	3
g2523	26	6	45	31	29	36	40	57	18	55	24	38
g2524	59	156	127	101	353	204	178	151	181	131	214	21
g2525	78	93	59	60	108	169	26	52	89	63	63	22
g2526	38	120	81	56	70	46	48	81	19	49	164	31
g2527	3	4	7	4	4	12	7	5	8	2	9	3
g2528	65169	12614	45377	42906	28565	54484	28453	26490	48262	72039	102131	22445
g2529	13	5	4	3	5	10	9	20	4	4	1	3
g2530	76	94	200	58	163	105	39	61	65	66	64	62
g2531	23	19	44	19	33	47	15	37	13	25	53	19
g2532	61	44	8	31	33	42	16	28	63	45	38	19
g2533	150	90	117	154	112	54	185	161	197	189	178	66
g2534	1874	1813	1995	1872	3616	2541	2357	3037	2543	2577	2129	1339
g2535	0	1	1	0	3	6	6	3	3	2	11	1
g2536	35	66	72	40	4	82	57	42	143	57	65	39
g2537	4	3	15	2	2	3	7	0	1	13	9	1
g2538	17	9	29	40	27	15	44	30	12	31	27	51
g2539	879	477	990	46	50	228	735	542	93	255	14	474
g2540	3990	4271	2325	4659	7656	4132	6328	2346	1445	4109	8988	3146
g2541	745	634	621	762	893	655	686	699	434	1166	881	252
g2542	95	137	152	215	118	110	188	158	82	208	203	140
g2543	2	3	5	9	4	6	7	2	3	4	3	0
g2544	156	115	171	181	94	277	188	108	153	151	130	109
g2545	525	1150	459	1106	2328	840	938	1453	1822	736	2318	781
g2546	20	14	43	10	18	21	12	22	12	13	27	10
g2547	117	105	51	108	124	172	78	81	64	72	105	89
g2548	937	1011	405	1098	557	547	556	344	456	277	336	379
g2549	26	11	22	17	22	18	18	10	18	44	28	13
g2550	519	747	1113	777	699	975	1191	843	640	544	219	450
g2551	4	6	7	4	21	7	11	8	7	21	4	3
g2552	6	0	1	0	11	2	2	3	12	42	0	0
g2553	22	69	171	151	100	204	166	100	64	112	135	117
g2554	226	214	358	101	218	289	176	278	182	404	466	212
g2555	1477	1906	1529	2225	1889	2219	1881	1599	1325	2304	1827	1033
g2556	12	6	73	25	20	3	11	3	5	13	15	6
g2557	711	698	656	797	813	528	773	439	740	529	889	657
g2558	57	149	88	54	83	178	85	98	59	42	354	16
g2559	6300	4669	4972	4958	5509	7280	5956	5233	5787	6969	5595	4556
g2560	226	829	1430	657	516	4103	1791	690	507	1295	926	306
g2561	11827	11574	11729	11312	14052	15070	10456	11281	10912	12476	13386	8480
g2562	175	65	68	72	43	91	36	38	91	70	21	8
g2563	608	574	456	587	520	480	447	526	498	690	665	149
g2564	3	0	7	47	3	4	6	24	20	12	24	27
g2565	478	446	631	785	649	813	929	708	579	972	977	242
g2566	3057	1482	3180	2121	2104	1655	2594	2443	2350	2981	1643	1264
g2567	1145	765	1246	1583	1330	1353	788	642	864	776	864	809
g2568	0	0	6	0	0	0	0	0	3	0	6	5
g2569	5405	7044	12578	6389	9688	8297	11073	8187	6843	9648	7461	4195
g2570	1644	3072	2280	3418	2990	2515	881	1927	1570	2178	3583	822
g2571	497	254	291	596	729	635	455	356	535	601	450	273
g2572	6	0	1	3	2	2	0	5	0	2	3	3
g2573	7	1	11	18	6	7	6	6	7	11	17	0
g2574	15809	11748	14653	10449	12906	19656	13949	19386	12106	13896	16559	8963
g2575	396	72	120	983	264	943	288	217	369	178	44	534
g2576	750	2305	223	662	1592	1744	1332	1555	321	1364	2069	520
g2577	237	336	220	225	289	429	300	332	217	440	362	143
g2578	8783	8523	6755	9205	6761	11265	4613	5321	3846	5965	10954	7703
g2579	5	9	17	5	3	19	9	10	6	7	5	9
g2580	1488	3220	3397	5078	5512	2039	2577	3289	2425	2470	6286	1122
g2581	1044	1	610	0	705	4050	71	4869	0	396	1721	24
g2582	457	235	318	313	325	530	439	582	349	203	468	113
g2583	120	130	79	176	43	101	62	43	55	86	110	66
g2584	0	4	6	8	6	3	0	10	0	5	13	3
g2585	1176	1088	1942	2653	1028	3075	1340	1455	1276	1362	1214	1463
g2586	12	14	15	8	14	15	18	10	5	14	33	1
g2587	956	1313	1618	1667	1679	1124	1664	1140	1543	1009	914	748
g2588	30	10	5	25	8	27	28	24	22	10	33	6
g2589	7	3	8	10	5	0	12	2	0	3	6	2
g2590	32	94	56	390	108	127	402	260	79	208	312	41
g2591	7	24	16	21	22	22	21	13	8	4	19	6
g2592	2924	3451	1366	3520	1874	3325	2754	3830	3863	5719	4978	2101
g2593	1795	2271	4504	2875	3893	5649	3270	2562	3829	1904	3295	2454
g2594	1509	1764	1985	1576	1751	1322	1029	1262	2368	2447	1637	1086
g2595	11	5	10	11	14	0	7	12	10	8	3	17
g2596	55	167	92	111	146	179	133	113	126	112	141	112
g2597	82	70	88	160	71	53	76	73	65	162	74	55
g2598	83	0	12	0	0	13	45	3	2	30	26	27
g2599	6167	7691	2643	6352	6326	6891	4316	7462	6843	8185	4907	2987
g2600	4211	6424	6519	6735	6183	9332	5844	5958	7329	10424	6193	3408
g2601	3355	2601	2017	2536	2080	2887	2015	2235	2882	2688	2016	1652
g2602	7	8	7	5	16	11	8	4	6	17	7	5
g2603	3	81	30	12	18	32	8	23	33	55	4	35
g2604	205	261	146	328	298	558	525	351	131	222	420	122
g2605	191	187	258	475	380	247	90	260	112	297	193	118
g2606	178	320	186	106	174	232	207	186	177	204	207	137
g2607	36	43	83	24	85	24	68	66	86	74	86	25
g2608	2	4	1	3	4	3	3	3	3	3	3	1
g2609	1592	1881	1902	1930	1144	2584	1868	2108	1671	2844	2351	1020
g2610	680	798	705	1134	701	807	810	802	579	771	1182	801
g2611	132	83	165	99	87	218	27	62	74	152	60	118
g2612	149	262	84	190	107	160	191	312	316	335	264	39
g2613	17060	18259	17196	7715	15155	17133	11851	15329	16190	9483	24434	5187
g2614	110	464	726	846	659	347	752	653	205	772	689	307
g2615	83	108	257	194	259	177	134	76	136	236	243	116
g2616	631	2040	792	1779	494	2420	1328	1298	522	995	1654	843
g2617	1042	1065	1527	1869	1227	2471	1499	1467	505	1006	1426	611
g2618	465	621	160	237	167	129	54	100	45	416	327	90
g2619	928	491	2163	405	1064	915	490	618	786	632	1155	434
g2620	5	40	24	12	24	44	3	6	0	15	28	9
g2621	85	101	111	119	125	199	135	49	30	91	121	86
g2622	3720	5138	4885	4491	2362	4206	2169	4292	3673	5026	8973	2800
g2623	291	631	1014	774	937	409	330	572	707	846	604	473
g2624	16	15	33	23	15	11	11	15	19	17	18	8
g2625	4	12	14	13	7	13	18	7	19	15	9	0
g2626	167	206	253	125	280	342	151	128	128	262	144	85
g2627	33	28	16	22	19	42	27	17	37	21	17	15
g2628	28	14	30	19	26	32	42	12	34	17	38	25
g2629	1351	722	454	959	294	1848	767	1087	606	1200	871	421
g2630	1458	868	1056	812	683	1343	954	1275	911	1252	993	613
g2631	261	150	202	434	235	460	378	312	176	367	215	123
g2632	21	24	19	25	48	19	16	18	11	29	30	11
g2633	366	182	231	339	285	572	229	356	331	475	322	204
g2634	306	367	1527	1746	653	117	2145	330	63	804	3125	666
g2635	128	58	84	185	375	341	289	125	99	224	224	146
g2636	76	694	835	79	899	1178	252	165	1450	57	813	894
g2637	102	143	197	223	105	104	129	148	77	289	276	88
g2638	9	13	25	18	18	11	10	6	8	35	113	3
g2639	252	334	237	224	541	519	282	229	308	519	435	287
g2640	64939	94358	24282	89228	63067	89690	46681	55029	48580	49650	53950	19599
g2641	380	610	349	595	391	693	342	280	345	731	457	234
g2642	32	36	40	30	26	56	24	12	29	51	38	25
g2643	315	692	118	1074	595	431	389	444	409	823	749	1317
g2644	0	3	2	9	4	12	2	1	4	13	7	5
g2645	74	28	14	6	19	126	210	44	11	96	8	39
g2646	1	5	0	1	0	36	11	1	5	0	2	5
g2647	4	6	3	2	6	4	3	1	4	4	4	4
g2648	2274	2138	3747	2831	3540	3775	2183	3291	2733	4270	3864	1741
