	sample1	sample2	sample3	sample4	sample5	sample6
g2582	990	952	946	772	1017	318
g2583	159	209	169	153	132	108
g2584	346	460	613	330	399	299
g2585	7	12	9	17	12	11
g2586	292	455	519	243	431	168
g2587	2	16	12	32	14	2
g2588	77	181	90	1	43	37
g2589	135	542	610	257	782	669
g2590	36	165	11	37	57	60
g2591	3	21	20	6	29	10
g2592	998	1592	940	726	919	573
g2593	1804	4449	2845	1671	3769	1681
g2594	377	333	1026	248	259	43
g2595	777	179	179	36	1034	112
g2596	505	1029	505	324	593	390
g2597	69	32	66	68	104	29
g2598	1300	1720	1184	1160	1442	1118
g2599	155	256	298	197	282	184
g2600	114	251	122	93	334	385
g2601	95	116	78	108	188	49
g2602	9471	7497	5871	6675	13989	7153
g2603	27	2	3	22	13	5
g2604	0	0	8	0	1	8
g2605	10704	12741	17028	8907	13878	10015
g2606	1421	2249	1400	1061	3630	1729
g2607	81	193	40	83	220	13
g2608	714	1195	355	713	1525	646
g2609	0	14	9	0	9	1
g2610	528	718	466	422	688	410
g2611	1562	2686	1462	1826	1306	967
g2612	353	104	77	2	102	3
g2613	2334	3735	2937	1509	3777	1533
g2614	540	453	518	301	430	184
g2615	551	690	906	613	670	455
g2616	767	855	656	718	2213	345
g2617	1049	1536	1100	925	1578	1090
g2618	1	6	5	1	1	10
g2619	5	3	5	7	9	12
g2620	29	163	45	4	2	10
g2621	2227	2765	3998	2804	3228	1952
g2622	1448	486	3771	496	159	1336
g2623	9429	8943	7126	5302	5814	3929
g2624	523	868	404	258	251	171
g2625	139	499	170	386	247	101
g2626	1054	2389	1107	655	1292	700
g2627	30	107	60	102	33	45
g2628	137	272	136	178	295	92
g2629	7	1	3	1	3	6
g2630	3728	3033	3297	2039	4154	2753
g2631	314	416	395	153	405	152
g2632	285	232	162	143	186	164
g2633	303	366	756	648	825	183
g2634	201	165	301	396	422	217
g2635	11251	10293	11183	9223	7169	10338
g2636	272	255	123	85	389	98
g2637	224	256	195	184	202	98
g2638	1046	4160	1312	1552	1601	1070
g2639	1	1	5	0	2	0
g2640	70	86	30	72	68	69
g2641	0	11	7	4	26	3
g2642	597	1055	1082	652	798	644
g2643	2363	2682	3024	1110	2981	1255
g2644	0	0	41	2	83	40
g2645	119	497	240	53	394	82
g2646	7	6	7	2	7	6
g2647	1574	515	349	649	743	226
g2648	946	835	1315	1053	1922	1092
g2649	6	10	4	4	3	3
g2650	24	102	51	60	26	23
g2651	90	63	41	33	78	39
g2652	82	202	84	226	116	66
g2653	1070	2069	1820	3405	4315	1148
g2654	2	10	18	11	13	5
g2655	3304	5295	4042	2810	4316	1889
g2656	560	226	330	123	269	636
g2657	651	1247	2872	808	3700	1313
g2658	864	684	1053	676	1007	473
g2659	1514	1599	1033	1047	1371	631
g2660	38	27	49	21	31	22
g2661	40	12	22	12	2	6
g2662	1461	1206	2032	1657	1331	1135
g2663	5943	1086	1897	3831	5135	1882
g2664	41	51	54	128	290	24
g2665	1381	689	957	892	983	688
g2666	280	315	167	184	158	78
g2667	45	66	48	24	45	53
g2668	908	1255	922	745	623	642
g2669	1080	1612	1668	1883	2485	808
g2670	13426	16235	9424	8539	12214	9157
g2671	0	0	1	0	0	0
g2672	5	5	3	2	9	5
g2673	15	50	41	21	47	17
g2674	145	101	104	117	160	111
g2675	4106	5058	6090	5179	4545	3912
g2676	537	724	546	360	511	178
g2677	1620	315	696	171	525	178
g2678	1	56	12	253	16	25
g2679	1649	1439	1167	1231	2055	654
g2680	254	306	312	271	296	249
g2681	155	1110	1144	464	318	372
g2682	5	10	6	10	6	9
g2683	13	5	28	36	2	3
g2684	53	52	86	48	52	58
g2685	1555	2179	1214	2083	2854	1674
g2686	181	916	20	223	918	477
g2687	1959	1872	2479	1108	1583	834
g2688	5	5	2	0	13	6
g2689	14	30	14	0	9	31
g2690	366	621	431	32	246	53
g2691	82	141	104	125	33	34
g2692	231	365	28	53	126	143
g2693	284	652	453	95	424	147
g2694	2086	3548	1922	1065	2470	1569
g2695	393	696	644	420	500	302
g2696	218	212	492	107	155	228
g2697	84	47	10	109	36	17
g2698	2	3	8	5	4	2
g2699	535	1136	1659	305	747	189
g2700	843	1423	1133	860	1576	532
g2701	7	2	1	1	0	5
g2702	7	23	2	11	9	8
g2703	4	2	24	0	23	2
g2704	731	361	146	324	784	223
g2705	2215	2086	1301	1478	1820	1307
g2706	3429	4325	4641	2792	5035	2388
g2707	3	2	3	5	7	6
g2708	38	0	0	31	1	4
g2709	859	1181	284	1050	750	611
g2710	17	15	44	5	37	5
g2711	110	208	203	90	101	96
g2712	2396	2703	1935	577	1487	925
g2713	1580	1888	1949	1342	1068	932
g2714	66	136	119	110	190	51
g2715	39	27	36	38	82	24
g2716	9936	9978	12446	8553	19082	3930
g2717	38	9	7	28	13	25
g2718	9	17	1	34	7	28
g2719	1032	1276	1075	2306	2062	1306
g2720	7	5	1	2	4	0
g2721	5	8	7	0	6	1
g2722	3447	2891	5619	2940	287	1658
g2723	32	1	0	0	19	0
g2724	130	1127	333	123	273	304
g2725	1618	3043	2291	1883	1788	1119
g2726	3	3	7	8	3	2
g2727	54207	54161	37750	43604	68692	26407
g2728	1399	2394	2030	2170	1709	1151
g2729	5	1	9	4	3	2
g2730	371	19	205	4	105	27
g2731	194	171	205	173	139	140
g2732	1855	2657	1557	1701	1271	1415
g2733	37	99	70	150	125	36
g2734	1418	1114	1558	1522	1475	477
g2735	55	44	26	8	34	22
g2736	393	274	475	47	471	153
g2737	171	409	191	235	172	93
g2738	3960	5872	2504	1359	3107	2176
g2739	3872	3792	2850	2609	3648	1708
g2740	57	236	72	88	209	10
g2741	187	474	124	129	189	68
g2742	242	410	416	276	376	107
g2743	662	417	529	227	321	235
g2744	397	440	431	256	441	188
g2745	2	2	4	4	1	3
g2746	24	10	31	17	11	7
g2747	2	8	2	0	3	0
g2748	5	21	9	5	26	11
g2749	22	17	31	32	23	10
g2750	236	207	563	220	323	180
g2751	5597	8330	4210	3753	10803	3050
g2752	8	27	6	7	26	11
g2753	8	8	18	9	3	12
g2754	571	613	408	198	796	405
g2755	97	147	4	5	271	112
g2756	2820	3567	2075	1805	2569	2044
g2757	2767	2825	2283	2319	3989	1466
g2758	23	22	0	41	29	0
g2759	26	18	166	130	50	42
g2760	31	31	404	11	362	81
g2761	1	10	11	0	5	3
g2762	108	77	89	61	129	47
g2763	7288	9680	6592	4581	7307	4618
g2764	1192	2200	2551	437	1502	1154
g2765	5	8	7	1	11	1
g2766	283	680	540	333	383	272
g2767	2104	1764	1506	2073	2519	1793
g2768	2691	1408	2173	1054	1744	785
g2769	2	11	11	12	21	9
g2770	541	884	475	349	628	248
g2771	35	29	35	35	47	21
g2772	61	92	57	89	22	45
g2773	1613	1328	1310	2853	722	499
g2774	1219	2534	1837	1641	1791	1007
g2775	13	50	153	143	46	26
g2776	10427	18866	10377	9084	14246	6280
g2777	3103	2742	2379	1612	2146	1660
g2778	8310	4498	9090	5442	8558	4075
g2779	2	5	8	3	7	5
g2780	21	18	24	1	3	8
g2781	4	8	5	3	8	2
g2782	284	354	534	459	383	246
g2783	7	15	1	8	9	2
g2784	276	893	928	259	317	82
g2785	313	1171	275	118	477	323
g2786	577	839	679	445	1019	418
g2787	11410	11575	14910	8140	10384	6274
g2788	37	121	23	77	58	8
g2789	74	88	36	71	20	42
g2790	987	1050	477	291	680	135
g2791	8	18	5	3	2	2
g2792	15	4	26	14	12	7
g2793	2410	3567	2157	1064	1696	752
g2794	5919	8520	8733	5707	5317	4346
g2795	1866	3611	2273	1922	2353	1716
g2796	429	412	390	328	694	284
g2797	0	0	0	1	6	8
g2798	5	6	13	4	6	5
g2799	26	24	86	2	26	30
g2800	651	688	880	463	809	455
g2801	1793	5795	2570	2817	4166	1828
g2802	52	20	36	23	11	20
g2803	436	248	337	208	203	186
g2804	584	530	550	307	542	186
g2805	176	201	371	277	179	186
g2806	1619	720	1435	147	2203	1600
g2807	11	2	3	10	6	2
g2808	73	28	34	21	17	22
g2809	1390	1169	1297	701	1433	938
g2810	4	2	1	20	0	3
g2811	29	22	34	28	20	7
g2812	5	6	6	13	4	14
g2813	26	10	0	33	64	3
g2814	279	669	845	327	535	239
g2815	908	1504	1236	955	1148	608
g2816	19	142	52	6	193	2
g2817	0	0	0	3	0	2
g2818	2	2	3	1	5	2
g2819	458	743	712	465	546	368
g2820	36	63	142	445	328	51
g2821	173	218	238	107	180	150
g2822	1217	1368	1435	967	1813	1010
g2823	1163	198	1181	192	2297	394
g2824	802	1278	1073	858	1113	506
g2825	311	1046	1214	176	567	491
g2826	14	17	31	10	6	6
g2827	420	352	274	171	318	177
g2828	436	728	826	379	641	449
g2829	33	171	20	40	19	359
g2830	212	350	296	211	139	118
g2831	13	36	0	17	6	3
g2832	5	3	17	21	7	7
g2833	4	18	8	5	4	4
g2834	449	3	100	177	199	242
g2835	183	243	131	29	44	128
g2836	1249	1175	866	573	1150	599
g2837	8	36	13	12	27	9
g2838	6	0	3	2	2	2
g2839	334	348	393	597	263	267
g2840	276	577	187	403	320	464
g2841	46	140	22	6	74	19
g2842	564	600	465	443	814	403
g2843	25	22	10	14	16	6
g2844	654	397	382	437	475	193
g2845	5	3	24	8	21	0
g2846	94	74	77	29	79	17
g2847	5	3	0	4	29	2
g2848	42	9	9	11	14	21
g2849	9	56	24	44	36	19
g2850	26	21	14	10	24	6
g2851	1377	3717	2755	2747	4131	1788
g2852	7	27	32	37	17	6
g2853	28	83	61	15	71	29
g2854	26	37	40	41	68	34
g2855	2660	10435	5238	1971	3029	2242
g2856	11237	6742	10738	11481	9525	5313
g2857	24	49	27	25	38	24
g2858	665	826	733	498	1064	496
g2859	215	252	502	144	626	378
g2860	3929	4614	3957	3376	2953	3720
g2861	32	84	31	22	43	16
g2862	92	174	80	195	217	94
g2863	54	61	88	31	72	43
g2864	1000	1005	540	842	600	444
g2865	1312	1058	3250	1909	148	2329
g2866	292	278	201	99	180	148
g2867	15	133	145	52	67	30
g2868	241	240	118	84	141	22
g2869	25	5	23	10	8	5
g2870	4	0	0	35	11	0
g2871	130	35	35	14	7	19
g2872	6	47	81	57	75	18
g2873	4	2	8	0	29	1
g2874	42	94	119	44	40	45
g2875	36	49	13	6	28	11
g2876	29	23	24	11	21	16
g2877	273	312	264	218	159	10
g2878	45	80	109	26	77	41
g2879	371	755	473	634	969	373
g2880	177	287	101	182	268	94
g2881	1410	1711	1157	1090	2226	971
g2882	1400	1396	496	1474	2118	196
g2883	84	127	181	113	89	113
g2884	1342	3660	2106	1343	3794	873
g2885	1209	795	878	1032	2282	209
g2886	12	31	42	20	26	17
g2887	122	150	59	132	115	80
g2888	303	86	90	38	90	45
g2889	31	83	30	35	33	3
g2890	284	763	314	656	953	268
g2891	39	17	67	35	37	13
g2892	2	14	32	30	14	13
g2893	793	1898	1014	993	1460	816
g2894	66	51	60	47	40	45
g2895	71	182	170	5	177	48
g2896	42	11	201	12	20	20
g2897	1195	165	70	123	67	21
g2898	311	377	422	133	633	218
g2899	300	93	45	0	0	23
g2900	1367	1967	848	992	1348	935
g2901	34	69	27	47	18	10
g2902	218	275	217	88	170	142
g2903	1140	1061	520	1105	617	577
g2904	4443	4273	6424	3984	7297	2650
g2905	842	910	577	58	81	406
g2906	266	309	134	178	262	118
g2907	992	923	227	1066	422	196
g2908	11	8	5	8	22	12
g2909	1796	1456	873	1142	2318	845
g2910	40	49	64	36	40	12
g2911	35	44	92	26	6	42
g2912	5	16	0	0	21	0
g2913	431	343	251	384	105	248
g2914	375	761	241	153	982	277
g2915	372	816	183	99	421	70
g2916	24	10	70	85	51	10
g2917	6	3	2	3	2	4
g2918	117	127	80	49	48	16
g2919	74	673	518	383	235	58
g2920	804	1090	1224	494	1941	678
g2921	85	82	56	70	145	27
g2922	4430	7105	4108	5127	6166	3551
g2923	10	44	34	25	26	20
g2924	518	174	1326	1819	694	484
g2925	4262	6742	12828	4496	7180	2772
g2926	10	23	17	2	17	2
g2927	527	650	479	263	559	339
g2928	96	80	36	60	98	66
g2929	8	5	43	2	30	8
g2930	38	21	39	26	76	16
g2931	138	24	131	31	68	116
g2932	3961	5145	9649	6670	11158	2439
g2933	4	8	0	2	2	1
g2934	1961	1513	1213	966	300	503
g2935	12272	16454	12453	6739	10739	5304
g2936	1810	1593	1043	875	1452	1016
g2937	2730	1698	1254	2054	618	565
g2938	8	11	19	52	9	16
g2939	1194	1249	903	759	1052	584
g2940	61	59	81	52	61	40
g2941	0	1	1	5	8	1
g2942	10	36	30	11	27	4
g2943	330	599	637	426	1202	572
g2944	194	279	271	83	108	111
g2945	2260	2314	2235	1484	2967	1441
g2946	25	28	27	28	16	14
g2947	0	0	2	13	0	0
g2948	5	269	13	52	64	13
g2949	31	1	39	34	6	20
g2950	6337	4367	4432	4511	4008	3801
g2951	1886	1464	1933	1258	2432	765
g2952	5	5	5	12	4	3
g2953	2565	3257	2318	2617	3454	1027
g2954	183	851	395	246	520	257
g2955	91	429	110	294	160	17
g2956	31	21	12	8	19	7
g2957	1544	1838	1597	801	1196	670
g2958	21	5	3	0	0	3
g2959	59	38	29	72	65	18
g2960	585	770	354	462	542	255
g2961	565	679	517	407	538	397
g2962	9	44	12	10	38	3
g2963	798	1253	822	541	756	269
g2964	17	254	27	60	44	48
g2965	1319	2236	1639	1047	3071	967
g2966	554	865	1215	998	797	262
g2967	929	686	690	653	257	299
g2968	6460	12608	10812	6085	9182	4786
g2969	5492	8664	7363	3963	11427	3972
g2970	0	5	7	1	1	0
g2971	19198	22509	17583	13532	17006	15611
g2972	67	180	50	52	66	42
g2973	18	0	139	1	8	46
g2974	537	236	355	367	641	158
g2975	210	504	254	170	337	160
g2976	123	176	112	54	115	87
g2977	1091	755	1041	1060	2271	988
g2978	0	1	0	0	0	0
g2979	13	33	461	86	3342	2
g2980	18	113	108	103	33	20
g2981	7	9	5	13	7	5
g2982	4	2	4	2	5	3
g2983	6511	6870	6449	2785	4294	2368
g2984	344	790	662	455	498	394
g2985	262	666	312	137	465	263
g2986	40	107	94	67	69	30
g2987	197	283	260	167	322	144
g2988	8	12	30	8	11	7
g2989	2331	2934	3939	2158	2588	1492
g2990	629	1332	531	451	566	410
g2991	485	657	566	411	603	176
g2992	4090	11457	3967	2782	5275	2684
g2993	78	37	100	70	54	37
g2994	51	63	68	69	90	28
g2995	11738	14470	24485	11537	16378	7307
g2996	167	43	422	49	140	74
g2997	251	661	289	369	669	218
g2998	147	210	186	111	290	78
g2999	186	326	203	241	404	228
g3000	740	851	560	594	555	359
g3001	4327	3897	2824	2432	3153	2763
g3002	524	1142	1287	338	1275	467
g3003	5	40	2	11	17	7
g3004	2599	6711	4611	5844	4421	2645
g3005	4	12	4	4	5	4
g3006	49	32	18	15	21	8
g3007	99	167	237	159	172	126
g3008	1169	1821	1432	979	1513	693
g3009	15	532	300	57	416	161
g3010	481	1185	1345	735	777	1072
g3011	5535	4882	6235	3653	4982	2936
g3012	2	8	1	5	0	3
g3013	6	17	16	15	61	25
g3014	4492	2885	1119	3674	2914	1818
g3015	0	0	9	2	2	0
g3016	46	144	40	124	57	51
g3017	369	258	274	207	211	217
g3018	34	19	30	13	52	25
g3019	50	65	86	55	43	18
g3020	314	726	541	218	703	331
g3021	2	1	5	6	0	1
g3022	17	3	1	7	25	17
g3023	897	1283	540	790	710	608
g3024	55	648	2	81	24	0
g3025	242	518	178	213	302	201
g3026	58	150	157	152	173	171
g3027	890	1515	975	1022	1056	726
g3028	2533	5505	1766	2569	3901	1804
g3029	216	431	751	104	387	148
g3030	31	42	70	16	0	16
g3031	2717	3103	1459	1490	3360	1274
g3032	18	9	10	7	6	2
g3033	269	670	690	316	579	184
g3034	408	446	542	280	292	361
g3035	140	36	15	49	7	42
g3036	2109	1589	1543	1645	2672	1370
g3037	3	5	3	8	6	1
g3038	3750	5822	4283	4058	4183	5028
g3039	70	232	20	135	214	83
g3040	9525	7147	7379	10685	7635	16023
g3041	136	256	190	102	253	119
g3042	89	275	783	254	493	245
g3043	115	203	224	140	192	157
g3044	0	7	7	0	20	1
g3045	3498	2135	3575	1635	7530	491
g3046	2995	4996	2992	3273	2247	1461
g3047	3	7	1	4	4	1
g3048	840	2693	2311	1357	2692	1211
g3049	680	1307	341	996	367	372
g3050	1495	3021	2043	1347	1991	1478
g3051	873	1588	712	437	706	498
g3052	110	98	226	18	165	13
g3053	16	8	11	7	7	4
g3054	13	2	1	4	7	5
g3055	94	89	147	99	34	82
g3056	1394	1860	1038	1420	2525	699
g3057	1	5	3	8	5	3
g3058	185	54	198	371	412	31
g3059	553	792	450	198	863	160
g3060	126	178	158	135	167	170
g3061	23	25	5	8	2	30
g3062	10	7	13	4	12	3
g3063	18	1	2	0	24	1
g3064	90	313	147	90	171	67
g3065	589	537	438	316	391	247
g3066	298	357	334	197	221	113
g3067	264	524	394	354	296	442
g3068	1531	2258	2807	1883	2353	1338
g3069	1298	784	775	672	1217	669
g3070	37	62	22	22	68	11
g3071	2012	1129	1329	2821	1028	3157
g3072	355	533	411	324	695	440
g3073	299	564	512	231	372	262
g3074	330	509	135	336	184	381
g3075	70	22	16	8	0	11
g3076	1	8	4	0	0	1
g3077	1	2	7	0	3	0
g3078	184	158	147	241	226	91
g3079	3	2	1	0	0	5
g3080	100	356	236	110	509	137
g3081	296	154	296	246	92	113
g3082	9	8	42	10	4	2
g3083	7	1	31	7	5	4
g3084	42	0	220	20	62	13
g3085	1085	1036	358	255	1280	531
g3086	516	1260	1725	487	638	393
g3087	2148	1281	1303	913	3894	1633
g3088	73	13	11	13	8	24
g3089	40	130	225	76	132	53
g3090	16796	27244	16677	12065	14072	11159
g3091	873	677	556	501	187	327
g3092	6483	9134	6746	4605	7024	3697
g3093	266	292	271	488	334	220
g3094	541	563	464	290	628	449
g3095	18003	31941	22685	16557	19337	14251
g3096	1183	1193	1253	733	1392	851
g3097	606	681	168	207	96	156
g3098	487	857	510	307	346	362
g3099	378	756	519	492	405	286
g3100	4654	5131	4867	1260	3502	4279
g3101	49	58	142	50	98	19
g3102	408	381	443	419	492	408
g3103	54	149	193	64	202	68
g3104	128	89	13	11	94	46
g3105	402	76	197	67	258	36
g3106	585	968	810	425	897	717
g3107	1345	2012	1584	835	1378	882
g3108	70	103	45	19	92	23
g3109	1213	1147	1059	1108	1161	652
g3110	77	54	58	32	19	21
g3111	23	40	12	6	13	6
g3112	137	175	151	59	119	95
g3113	37	1	10	32	173	8
g3114	151	326	324	201	206	342
g3115	10357	22173	15709	17372	3417	2603
g3116	5514	6107	5132	4882	5874	3938
g3117	80	25	15	173	59	65
g3118	221	271	303	142	360	116
g3119	710	1190	496	357	533	651
g3120	2	231	285	43	113	37
g3121	4926	6425	7281	4816	4335	1863
g3122	114	106	169	50	116	23
g3123	121	268	49	110	211	128
g3124	1469	1672	1948	733	1088	924
g3125	1163	1722	1155	1581	2005	1359
g3126	0	2	26	3	0	8
g3127	517	580	210	567	208	88
g3128	2284	4373	3599	1518	1893	782
g3129	127	173	19	44	109	52
g3130	152	546	295	238	608	321
g3131	748	1217	941	343	732	493
g3132	311	843	857	408	587	379
g3133	8	33	12	4	17	23
g3134	5	13	9	2	10	0
g3135	551	245	692	1792	1902	206
g3136	761	964	794	345	1038	1611
g3137	232	205	143	54	142	133
g3138	145296	210203	194915	194057	278995	95371
g3139	92	72	138	142	233	88
g3140	1654	2546	1202	1370	1500	967
g3141	168	158	216	136	276	89
g3142	483	913	489	506	993	271
g3143	820	230	1225	1136	2338	790
g3144	151	218	882	713	24	324
g3145	26	49	111	59	40	9
g3146	2218	2861	3785	3000	5496	2807
g3147	24	265	6	59	5	34
g3148	460	543	505	553	183	270
g3149	18	20	28	21	13	16
g3150	134	270	259	86	308	84
g3151	2388	4562	2689	2111	2883	1256
g3152	0	2	2	5	0	0
g3153	689	1914	1859	1071	1429	585
g3154	116	171	177	131	210	72
g3155	0	4	1	0	0	12
g3156	356	287	161	261	355	77
g3157	78	22	31	28	53	11
g3158	439	1175	397	306	449	598
g3159	13	179	162	2	81	0
g3160	1450	1989	1119	715	862	1201
g3161	57	72	89	75	69	48
g3162	13	2	3	15	31	8
g3163	3032	3446	3073	1326	1878	1837
g3164	1101	1666	1243	867	1426	740
g3165	120	113	97	73	133	61
g3166	8579	7873	6186	3278	6458	4241
g3167	35	14	43	25	81	5
g3168	3100	4083	2725	1622	4070	1976
g3169	5	3	12	8	7	8
g3170	353	144	182	360	575	134
g3171	270	187	178	81	299	102
g3172	97	79	49	80	43	40
g3173	3169	6929	3583	1607	5150	2587
g3174	74	1312	142	440	572	225
g3175	6	1	1	2	2	11
g3176	85	270	123	64	252	79
g3177	225	355	229	188	307	205
g3178	74	125	85	63	54	30
g3179	198	177	62	41	126	6
g3180	344	428	387	251	417	299
g3181	127	166	153	116	183	48
g3182	71	73	45	67	112	16
g3183	134	292	289	446	59	299
g3184	8	24	9	22	13	11
g3185	7571	11486	8249	4164	7723	4035
g3186	677	826	477	584	651	401
g3187	1133	2006	1835	970	1663	1277
g3188	1096	1716	1052	751	1338	586
g3189	167	315	217	270	281	170
g3190	6	103	64	29	9	26
g3191	246	147	162	145	185	144
g3192	10746	9854	9909	1212	12496	3839
g3193	10	8	6	4	8	9
g3194	23	4	94	7	3	3
g3195	914	1015	463	475	1091	319
g3196	79	101	64	27	38	15
g3197	9	10	9	3	19	7
g3198	197	307	144	101	94	79
g3199	1	16	5	187	0	13
g3200	166	218	317	118	155	71
g3201	1130	1319	1799	1447	1629	1626
g3202	15023	10163	3903	17152	18397	6928
g3203	6	23	1	38	0	13
g3204	23	14	3	11	5	5
g3205	164	22	275	70	223	24
g3206	567	396	177	256	495	133
g3207	63	139	387	39	244	74
g3208	33	83	22	36	48	14
g3209	1003	1811	1448	767	1852	994
g3210	1651	1339	1554	824	2027	813
g3211	2	8	277	55	98	5
g3212	687	1009	1044	680	749	414
g3213	4034	4099	3886	1572	4561	1201
g3214	4	63	14	4	32	36
g3215	20	0	4	17	4	3
g3216	5	23	7	5	12	7
g3217	59	86	94	25	56	37
g3218	1129	1905	2157	1336	2138	1092
g3219	5	12	6	3	14	17
g3220	271	288	243	165	263	149
g3221	16	0	2	0	0	0
g3222	2593	1964	2753	1744	2502	1136
g3223	131	134	125	51	92	63
g3224	0	107	0	0	1	0
g3225	22	26	9	25	23	11
g3226	265	135	396	349	373	254
g3227	189	242	278	146	191	49
g3228	722	845	1144	787	1191	676
g3229	261	817	474	138	1003	153
g3230	376	574	687	261	278	482
g3231	42	32	5	10	22	1
g3232	329	376	322	285	547	232
g3233	2	11	9	4	8	2
g3234	876	1641	1058	731	789	842
g3235	302	473	317	279	283	299
g3236	3226	4436	1502	829	3262	1214
g3237	286	252	274	310	356	172
g3238	159	45	54	84	38	117
g3239	28	89	37	43	42	27
g3240	13	25	6	7	15	2
g3241	9585	4	34	0	1367	164
g3242	7	0	15	24	0	6
g3243	4242	4268	3444	4751	4974	1405
g3244	1038	831	684	937	1080	717
g3245	0	14	2	1	0	0
g3246	55	56	53	46	22	26
g3247	455	1285	1117	458	702	1578
g3248	1074	1360	916	1296	2179	866
g3249	10	11	11	19	2	22
g3250	78	101	82	49	65	43
g3251	11	14	36	8	17	10
g3252	74	39	65	25	94	34
g3253	7	7	6	3	6	5
g3254	561	295	396	401	244	197
g3255	542	699	427	256	407	235
g3256	23	53	0	22	14	22
g3257	226	292	240	268	408	199
g3258	31	30	109	211	116	4
g3259	3	2	2	0	2	0
g3260	361	612	805	669	854	692
g3261	42	62	8	28	280	58
g3262	2	10	13	10	2	10
g3263	335	149	90	210	316	206
g3264	21	10	6	1	7	6
g3265	3255	443	2758	2443	470	1556
g3266	127	221	217	149	557	204
g3267	663	698	137	358	879	463
g3268	4	3	6	13	2	3
g3269	4514	3510	2791	2634	3836	2312
g3270	7	8	24	1	9	6
g3271	6	1	0	7	0	9
g3272	101	162	80	93	64	84
g3273	3661	3634	2777	1242	4672	2462
g3274	536	565	167	272	385	463
g3275	2	0	2	5	5	4
g3276	328	201	102	108	168	196
g3277	13	63	6	1	41	10
g3278	2395	2285	1404	622	1914	958
g3279	26	22	48	74	13	8
g3280	0	2	0	0	0	0
g3281	12	10	0	0	0	0
g3282	14	1	109	149	91	113
g3283	2	13	5	6	0	1
g3284	132	146	319	150	133	134
g3285	6728	13238	7466	5782	10521	5500
g3286	3048	11165	5350	3252	3739	4596
g3287	1842	1515	1184	1199	2078	1568
g3288	7	4	0	0	4	2
g3289	292	557	182	183	512	269
g3290	46	46	13	26	33	15
g3291	634	843	658	603	913	185
g3292	815	951	794	494	730	700
g3293	95	101	41	23	23	16
g3294	2559	1813	1462	1611	1344	343
g3295	217	513	836	76	258	235
g3296	30	11	41	108	47	18
g3297	833	1441	784	1110	1692	960
g3298	29	0	2	0	3	0
g3299	194	334	299	180	390	198
g3300	729	902	517	455	448	387
g3301	58	117	270	7	168	42
g3302	0	0	3	1	0	30
g3303	546	934	708	518	597	353
g3304	4503	4916	5037	3106	4344	2673
g3305	2	1	2	1	9	1
g3306	253	321	400	168	444	184
g3307	16	15	10	12	8	5
g3308	547	632	557	326	396	268
g3309	920	3502	3223	2669	2448	1522
g3310	444	811	701	427	537	293
g3311	284	243	269	240	339	220
g3312	32	29	23	7	19	11
g3313	1092	851	1111	1437	1015	643
g3314	157	105	121	75	105	60
g3315	71	9	1	8	0	0
g3316	102	147	88	80	108	98
g3317	9	29	15	10	34	9
g3318	749	978	1064	566	956	663
g3319	817	891	501	527	440	291
g3320	4	2	2	4	5	2
g3321	35	138	143	200	302	75
g3322	3640	5235	3945	2257	4049	1792
g3323	1647	2546	2171	1247	2242	1061
g3324	107	125	271	94	195	103
g3325	144	388	427	136	307	167
g3326	12	29	28	19	3	22
g3327	2413	1081	1331	1235	1099	368
g3328	300	130	405	344	297	242
g3329	38	369	176	155	94	60
g3330	0	1443	845	10	143	500
g3331	6	0	1	0	4	2
g3332	165	437	388	199	265	204
g3333	12	17	16	7	38	5
g3334	85	95	88	81	109	41
g3335	690	601	667	537	846	317
g3336	425	780	544	582	702	381
g3337	142	197	118	159	150	106
g3338	0	13	1	3	10	3
g3339	284	3142	1875	1393	3019	473
g3340	7	10	8	4	0	0
g3341	774	1609	680	154	379	75
g3342	2264	5227	4633	3243	8022	3021
g3343	36	21	7	2	15	11
g3344	2610	2877	5762	1847	2293	2149
g3345	6	7	4	8	5	2
g3346	10175	3140	4749	4265	5058	4254
g3347	1016	1375	561	700	738	681
g3348	2629	3305	3337	2534	2481	1624
g3349	1063	971	847	610	729	538
g3350	186	792	287	115	702	381
g3351	5	0	3	4	0	20
g3352	1341	1735	1483	1691	1439	1124
g3353	0	7	2	4	0	1
g3354	2784	3518	1781	1113	1794	918
g3355	80	722	179	222	178	361
g3356	2576	6594	4905	3033	3053	3332
g3357	1126	2445	1862	1134	1560	787
g3358	379	622	615	177	243	127
g3359	31	76	37	67	68	30
g3360	1264	227	1264	1461	2598	1770
g3361	13	1	3	1	13	0
g3362	38	69	27	106	168	50
g3363	709	1469	1182	783	1281	630
g3364	2998	2245	2872	2605	2437	1556
g3365	4	6	3	5	5	1
g3366	516	775	759	470	807	419
g3367	439	62	0	2	58	2
g3368	3	7	1	5	0	10
g3369	448	827	416	315	758	407
g3370	7	49	46	31	44	26
g3371	4427	8124	5399	3053	5238	2287
g3372	113	105	96	30	178	63
g3373	427	473	421	728	618	575
g3374	556	452	337	374	175	196
g3375	21	163	75	1	119	100
g3376	314	371	100	306	161	111
g3377	34	64	25	27	33	28
g3378	218	940	649	314	519	429
g3379	2	20	0	0	0	4
g3380	2	0	0	1	11	2
g3381	1009	884	834	201	694	286
g3382	194	252	168	145	289	133
g3383	998	1807	1640	1739	411	883
g3384	80	8	71	16	20	17
g3385	958	1102	1329	574	1260	781
