	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18
g1637	9299	7888	10695	8481	11388	13346	7682	7531	16456	8655	8090	13360	13616	10234	5674	11856	13426	17598
g1638	5	5	8	4	12	4	5	1	16	14	8	6	18	11	1	7	9	16
g1639	23	6	8	31	26	13	16	24	25	9	17	16	14	27	49	16	34	26
g1640	96	39	13	38	107	87	149	24	60	79	30	50	29	246	106	149	29	59
g1641	552	312	702	366	611	661	635	311	619	361	466	369	587	542	361	444	369	626
g1642	2	0	6	11	3	0	1	7	1	2	1	0	0	6	0	5	2	1
g1643	7	4	14	20	10	15	18	7	13	5	10	9	19	13	14	18	21	14
g1644	6	5	2	0	6	7	5	4	6	4	13	6	11	1	7	4	6	2
g1645	22	8	8	13	2	1	5	13	13	13	25	20	34	12	8	15	42	17
g1646	1378	592	1489	2479	1292	927	2686	913	1635	622	1399	1452	1655	2098	473	1578	2098	1682
g1647	600	563	821	422	1170	702	974	560	736	562	545	781	1049	690	338	1103	778	997
g1648	599	380	367	429	296	142	302	224	501	209	310	166	474	407	257	258	409	469
g1649	277	186	173	161	69	82	37	84	26	250	63	149	304	293	81	171	72	131
g1650	44	44	49	24	112	53	50	75	61	26	23	26	74	43	27	70	28	41
g1651	639	550	836	692	1565	547	671	761	909	609	914	775	643	738	744	1316	1141	695
g1652	6	3	9	14	10	18	6	4	9	2	3	12	16	1	5	12	2	10
g1653	11015	7015	9853	6999	12806	8164	11325	6417	7849	4550	10197	7575	9917	8666	5791	8995	8590	10326
g1654	3	1	1	2	4	0	2	5	3	3	4	0	5	2	2	5	1	1
g1655	1457	391	483	1481	1373	1119	559	870	467	1102	1189	551	735	322	595	1152	594	1573
g1656	4	64	73	20	25	88	94	38	25	25	51	37	28	13	10	18	23	41
g1657	10644	10633	5161	8378	6755	4179	12016	3128	7127	7601	10046	7433	8705	4134	13554	9858	9556	9091
g1658	4174	3799	3657	3785	4141	3762	2986	1362	2635	2338	3248	2970	2910	3448	2192	4244	5529	2880
g1659	359	270	547	328	280	320	482	420	375	226	205	398	305	372	183	238	347	554
g1660	1721	517	2337	1045	3390	395	1249	2260	2020	662	745	746	3561	1713	1400	1401	708	348
g1661	75	62	64	167	111	45	80	64	48	43	33	122	46	98	41	53	29	60
g1662	411	888	254	340	991	385	404	195	617	250	709	455	285	717	118	481	957	1144
g1663	137	60	48	95	47	207	103	5	10	63	234	23	151	77	24	15	127	199
g1664	82	53	82	140	80	112	22	69	45	38	33	63	61	84	34	61	29	82
g1665	8	16	6	12	17	14	18	34	0	4	6	25	30	56	17	11	17	5
g1666	8	5	9	27	16	24	19	3	7	2	10	6	14	6	9	15	24	35
g1667	657	168	381	463	159	256	181	251	375	334	246	192	432	376	159	304	194	277
g1668	1217	730	1532	1009	1303	1706	1950	602	1341	973	1142	846	1438	868	1023	1561	1167	1492
g1669	612	318	348	359	347	338	434	338	371	268	438	477	591	376	345	321	422	421
g1670	1672	902	1229	1131	700	1186	1085	586	680	967	946	844	970	791	702	1118	801	846
g1671	104	28	87	140	87	68	76	28	42	43	36	49	142	27	6	80	59	19
g1672	17	7	7	5	12	12	10	21	34	15	34	2	7	18	4	8	12	10
g1673	67	2	2	41	26	55	17	5	18	1	32	18	43	16	41	76	16	6
g1674	1165	513	852	1455	1156	674	2498	1421	966	1411	2558	1166	1151	473	412	1045	3077	1707
g1675	90	38	25	7	27	69	77	64	127	18	48	63	23	84	11	19	31	115
g1676	10	0	95	3	35	54	32	10	16	30	10	235	19	88	2	2	20	58
g1677	207	107	1	17	60	32	48	9	13	93	102	121	199	76	228	3	33	213
g1678	4604	1140	1840	3668	2235	4144	4570	587	1631	916	1793	2133	2325	1447	1958	1372	3909	2258
g1679	3506	1795	4058	5216	3242	4789	3454	995	1486	1201	3889	2833	2661	3874	3632	3874	1616	5428
g1680	98	65	150	79	121	101	71	46	93	17	67	130	58	47	37	111	133	190
g1681	124	87	52	39	115	118	61	60	64	48	103	54	39	68	62	92	80	62
g1682	9	2	2	4	0	2	2	1	2	1	1	2	0	1	4	10	1	4
g1683	439	169	1735	282	560	176	338	559	489	105	481	331	122	145	17	233	507	381
g1684	537	301	282	349	668	474	476	280	739	255	306	514	368	408	627	588	535	482
g1685	836	270	482	565	413	143	316	436	405	288	648	156	534	1111	450	276	283	351
g1686	93	158	440	126	12	131	147	345	221	197	343	226	257	240	218	531	71	267
g1687	29952	9058	32280	68580	16305	14758	92792	19854	72343	19608	61047	29505	68114	64793	27698	25208	63263	105268
g1688	17	0	0	11	9	0	7	1	10	1	0	4	2	0	11	1	11	1
g1689	224	117	130	119	75	133	215	97	69	53	99	63	181	201	99	115	242	143
g1690	331	183	308	544	231	271	289	182	362	158	223	175	324	228	209	395	353	317
g1691	18	0	4	0	0	1	0	4	0	1	11	5	0	6	0	2	2	1
g1692	305	106	341	141	109	140	68	98	127	79	94	22	286	114	293	37	139	94
g1693	523	303	410	512	318	729	658	522	746	296	559	375	385	229	173	519	555	581
g1694	6	1	4	1	5	2	6	3	5	5	2	1	2	1	1	2	4	2
g1695	4	1	12	2	0	3	1	0	7	5	1	1	2	7	4	3	0	1
g1696	13	10	32	164	60	93	156	55	30	21	18	57	55	87	39	36	71	58
g1697	256	66	8	165	2	25	1	192	76	7	40	228	83	18	50	39	13	231
g1698	1621	1310	1980	4955	4759	601	1007	2359	1463	1055	940	928	961	2876	2071	2136	444	920
g1699	14	2	0	9	6	2	8	1	0	2	4	1	3	2	0	1	1	8
g1700	5	6	2	16	17	9	7	2	14	2	13	5	10	8	7	3	8	17
g1701	44	24	32	6	13	12	13	20	23	27	45	24	19	14	36	30	57	41
g1702	293	175	277	230	399	266	434	207	230	160	244	252	268	178	181	267	205	225
g1703	818	457	849	691	553	690	755	378	574	367	685	626	823	503	576	635	609	677
g1704	2874	1835	1814	2725	1471	1500	1807	1531	1395	1181	2195	954	2773	1624	1691	1985	2419	1493
g1705	1301	608	973	700	721	368	660	544	851	592	650	905	721	1712	646	917	413	723
g1706	145	35	97	53	209	119	40	47	122	82	141	146	96	45	154	124	120	79
g1707	16	4	3	5	6	6	6	2	5	3	5	6	6	9	6	5	5	6
g1708	7736	360	5398	5782	1882	2591	1376	1084	6808	1934	2209	1844	8804	2820	1188	2415	2114	1661
g1709	4736	2299	2519	5698	3823	3824	4749	3166	4905	3069	6631	2636	5243	4694	3294	5267	4867	4532
g1710	113	56	92	183	91	119	130	57	72	83	81	144	129	89	139	100	119	130
g1711	4	3	7	2	2	12	9	3	7	9	6	1	3	8	3	1	12	12
g1712	101	24	32	36	99	44	62	54	39	60	47	53	137	169	82	26	64	150
g1713	4583	2678	3004	2634	3595	3120	3687	2509	3150	1880	3298	3714	5201	4449	1809	4684	4645	4639
g1714	519	351	564	575	453	678	527	354	458	368	551	488	497	542	301	523	568	485
g1715	9	10	11	2	5	8	7	7	7	4	0	6	5	6	8	5	21	16
g1716	109	99	77	115	109	150	157	77	148	78	146	65	90	133	82	119	115	108
g1717	373	186	243	675	173	33	46	126	232	49	368	112	348	91	91	202	130	286
g1718	675	382	750	284	952	1396	944	155	617	542	208	848	100	1394	298	595	683	874
g1719	681	90	492	554	425	784	491	286	437	331	375	806	1206	357	442	794	659	287
g1720	142	9	43	22	53	1	22	33	0	0	315	192	50	63	0	106	33	63
g1721	1217	937	1367	721	1259	1026	1541	560	636	270	605	992	651	962	774	954	1308	1019
g1722	910	554	1294	956	1439	1075	1054	403	678	831	904	902	1051	767	756	866	549	801
g1723	8	8	7	15	15	18	14	15	7	4	18	5	21	9	4	13	13	11
g1724	672	182	1812	527	579	531	634	259	170	860	680	328	580	361	310	796	217	852
g1725	132	139	53	406	219	535	102	144	98	142	48	310	138	16	122	266	230	241
g1726	28	22	23	27	16	29	16	8	21	14	10	20	27	15	18	27	29	24
g1727	116	48	65	101	139	129	54	49	97	32	59	83	118	61	60	76	79	66
g1728	6780	1118	3144	2097	6493	5316	3729	1006	662	2158	4305	5827	8762	1656	1949	4988	7960	5480
g1729	462	485	538	533	734	578	590	603	932	430	799	429	721	675	468	406	585	468
g1730	17	11	5	7	5	1	4	44	5	27	113	18	89	42	2	7	43	42
g1731	126	181	184	231	298	247	125	81	192	89	245	100	126	113	170	344	193	129
g1732	0	12	0	20	1	0	46	0	1	37	9	0	58	8	0	2	0	1
g1733	131	51	137	203	291	65	153	69	89	22	87	74	61	80	28	173	72	75
g1734	276	83	260	232	340	119	93	154	178	109	431	251	79	92	127	115	208	109
g1735	0	0	0	53	0	12	4	0	1	3	2	0	2	1	1	23	6	0
g1736	450	300	1283	501	434	312	899	770	450	403	297	509	587	432	287	873	252	384
g1737	33	20	30	31	17	29	21	17	23	16	11	12	22	17	9	25	23	13
g1738	10	34	15	10	29	26	3	3	9	13	4	10	0	9	10	25	15	20
g1739	2460	2103	2063	2304	2004	1978	1723	1281	1764	927	1570	2156	2583	2308	1400	2544	2482	2249
g1740	4198	4266	3137	10128	3753	4363	3082	2746	2599	1657	3965	4419	7245	4223	1128	3932	2625	5590
g1741	1295	486	1668	1716	1675	580	917	922	1070	570	875	738	895	1137	751	732	766	788
g1742	3	9	5	0	5	12	5	3	3	2	2	10	14	9	4	7	7	9
g1743	165	193	172	236	217	71	186	119	190	193	186	185	264	166	149	123	311	77
g1744	1	0	1	1	3	3	0	1	3	0	0	0	3	1	0	0	1	10
g1745	2	2	1	20	9	9	2	2	4	6	3	17	17	22	6	1	16	20
g1746	80	278	148	58	203	161	166	34	545	72	88	248	546	209	32	298	511	9
g1747	54	22	13	60	14	14	36	28	33	29	29	29	19	61	24	65	39	40
g1748	4981	1414	966	2864	1974	857	1600	1042	127	13	731	191	423	1092	430	4138	37	196
g1749	6	4	8	3	4	2	4	0	1	3	2	9	4	3	1	12	2	3
g1750	9552	7516	10206	12911	7756	7108	8018	6572	11537	6390	7540	12380	10836	9275	5932	8136	11754	6987
g1751	1772	933	1369	1232	1161	1633	1621	627	1455	730	1006	826	1524	1100	1000	1696	1494	1358
g1752	469	166	354	311	362	386	283	198	321	216	91	234	172	269	198	292	469	216
g1753	1166	368	967	656	852	993	670	533	547	289	676	976	1023	919	632	594	878	1035
g1754	550	398	590	906	601	829	845	664	454	608	524	823	757	623	371	740	837	800
g1755	4	5	5	3	2	0	0	2	2	0	3	2	2	2	3	4	1	6
g1756	401	253	1195	1535	1083	866	528	142	418	833	742	1115	2487	1840	727	1046	439	1585
g1757	21	33	66	55	75	19	25	15	24	8	28	22	39	23	9	42	39	29
g1758	28	24	31	39	45	43	32	12	33	18	22	53	24	23	19	61	60	38
g1759	75	82	114	85	294	211	67	45	47	89	35	61	105	240	59	141	124	111
g1760	147	197	293	349	508	351	269	289	212	193	279	164	255	256	225	239	320	331
g1761	12707	4627	8145	7019	5697	7353	8488	4930	6711	3917	5748	8380	8586	10098	6543	6336	7495	8279
g1762	981	525	779	685	961	793	733	564	665	587	966	655	673	571	418	642	828	577
g1763	5	0	11	0	2	3	3	1	5	5	15	8	4	4	1	3	5	1
g1764	7	6	1	0	3	4	1	3	4	0	2	4	1	3	1	4	2	2
g1765	2294	1861	2579	3585	3174	1782	1530	1710	2198	1547	2789	2244	3232	2129	1827	1909	1390	2731
g1766	1162	563	1033	368	544	908	239	103	391	278	332	745	1231	537	396	879	735	1375
g1767	200	65	157	134	111	25	93	157	86	20	102	160	105	54	6	68	241	209
g1768	425	158	322	282	358	131	163	207	79	79	96	227	72	131	22	165	111	346
g1769	2	0	1	3	3	2	0	3	1	1	4	2	2	3	1	3	7	10
g1770	2855	3642	2541	2262	4202	1596	2507	1688	1764	1246	2548	1578	1704	2182	1740	3410	1899	2451
g1771	19976	8310	7931	12595	15165	9575	18348	12009	10823	11941	15971	11115	15863	13078	22410	18348	19612	10072
g1772	52	49	2	51	17	17	3	2	3	1	27	24	3	18	4	12	4	15
g1773	82	58	58	66	69	124	84	84	63	18	65	17	104	39	89	39	124	65
g1774	1	4	3	14	19	0	2	6	0	12	0	0	1	2	1	0	0	1
g1775	7	2	26	3	30	31	21	9	38	5	8	10	22	17	17	8	8	3
g1776	928	623	580	1196	695	805	542	777	1525	482	1010	1743	1466	1089	626	708	690	512
g1777	26	22	8	35	46	26	72	16	40	15	13	36	83	16	20	22	38	30
g1778	289	115	75	237	85	96	83	97	117	39	183	104	214	102	55	225	134	105
g1779	114	27	153	134	144	108	147	84	194	50	157	111	208	97	167	142	77	116
g1780	991	288	372	266	790	648	604	390	540	363	498	479	453	219	477	453	459	304
g1781	44	32	21	28	86	78	24	46	58	50	58	16	62	18	48	69	103	111
g1782	4051	2053	3848	3622	4429	3215	5025	1369	3537	2090	2234	2401	3881	5600	1604	5479	1830	3637
g1783	3	0	3	2	3	8	4	4	5	3	2	4	6	2	4	5	7	2
g1784	17845	9319	11468	7846	9247	11019	10774	6902	5974	6863	6928	8405	15500	8840	6856	10170	12084	11271
g1785	2913	1510	1361	2444	2064	1412	1935	2009	1949	1119	1925	1303	2597	1461	1496	2575	1939	1880
g1786	4	0	229	120	0	57	0	0	6	1	0	38	43	50	92	26	56	55
g1787	1	0	39	2	25	18	0	0	0	0	16	1	0	17	0	156	0	10
g1788	20	3	1	7	13	7	27	6	24	0	8	11	7	11	21	0	27	14
g1789	27	0	0	15	8	35	4	1	10	4	8	1	2	0	5	5	0	10
g1790	1480	1082	1608	781	951	647	1105	669	1002	592	828	1891	1351	1013	792	972	1252	1462
g1791	1240	909	2013	3018	1937	4362	3847	217	1871	1254	766	1006	1960	2510	819	3786	3449	1805
g1792	2519	1430	1818	1748	1823	1482	2233	1092	1560	969	1711	1250	1996	2039	1396	2253	1922	1513
g1793	64	23	96	48	31	22	62	18	75	43	38	49	76	69	32	54	66	70
g1794	530	943	697	415	497	969	1160	775	854	252	1949	920	1421	962	512	618	656	818
g1795	179	96	100	184	85	122	184	50	164	63	85	143	148	119	103	141	98	124
g1796	6	5	1	13	78	8	34	3	3	13	28	34	25	13	14	24	10	19
g1797	136	139	146	238	101	177	340	118	229	61	145	90	430	157	190	258	177	95
g1798	10	10	12	5	13	10	3	1	1	4	1	9	4	16	12	11	2	20
g1799	2	1	0	0	12	1	1	0	0	0	0	3	1	3	2	1	0	0
g1800	250	118	194	148	149	136	148	147	140	90	155	156	169	110	132	123	180	122
g1801	1784	899	1330	1471	1995	898	1583	1032	1096	1129	1042	1272	1194	1810	1119	1528	1395	1555
g1802	10217	3109	5944	1345	4367	13708	10632	6180	4759	1863	3570	10160	5584	1091	4540	4486	4438	4467
g1803	10	7	14	10	33	10	9	7	4	25	3	1	46	13	9	33	6	0
g1804	176	119	140	188	233	189	233	148	167	112	252	248	263	135	139	158	183	153
g1805	511	558	720	536	914	708	468	400	707	335	643	492	921	625	540	605	606	737
g1806	818	476	521	399	595	713	591	365	555	427	517	487	577	655	602	424	322	667
g1807	735	479	826	733	441	1172	456	327	635	406	827	900	531	616	371	714	410	739
g1808	18	15	17	15	26	14	22	7	12	11	2	17	10	14	20	18	16	19
g1809	21	10	5	49	55	70	23	41	19	13	28	24	35	26	54	85	84	9
g1810	117	117	154	226	43	349	265	240	147	79	393	109	352	145	393	499	55	92
g1811	159	92	153	100	159	85	100	80	75	50	92	60	130	89	81	106	112	111
g1812	839	1502	1829	1970	2066	1167	348	1713	603	532	373	1523	366	735	1420	1909	588	1341
g1813	22	7	21	0	34	11	8	6	17	11	0	4	20	18	3	7	12	12
g1814	149	11	60	117	145	36	105	41	74	18	120	76	15	47	50	79	71	79
g1815	8	4	5	13	8	7	7	3	5	5	3	8	10	16	7	8	7	11
g1816	52	42	51	35	48	168	104	61	14	20	58	30	30	94	28	34	73	13
g1817	10	2	3	2	7	3	7	1	4	2	2	3	4	2	1	3	3	1
g1818	133	49	81	56	146	138	92	68	116	75	79	79	93	80	64	79	78	99
g1819	14456	9826	24750	16827	19087	8355	19679	11461	13045	12297	18209	12327	21697	18938	15176	11419	23234	16009
g1820	5	6	16	8	42	2	6	2	16	5	7	13	29	2	13	0	10	5
g1821	99	68	108	107	58	62	45	41	50	17	54	78	86	61	50	98	84	44
g1822	219	91	177	155	413	196	78	67	168	188	173	220	97	219	58	46	80	192
g1823	1	0	0	0	1	0	0	0	0	6	6	0	0	1	0	0	0	0
g1824	14	0	2	13	35	0	6	50	0	17	17	9	1	59	0	2	2	8
g1825	1	6	1	1	6	1	1	2	2	1	3	4	13	5	2	5	6	0
g1826	4147	1911	2380	3222	1937	3032	2354	2047	1969	1827	3637	1631	4087	2417	2286	2155	1900	1586
g1827	0	1	0	36	3	5	0	0	4	1	0	1	1	0	20	9	3	10
g1828	195	130	105	116	264	30	63	53	117	88	63	113	92	95	107	98	134	122
g1829	137	59	56	89	89	90	79	57	59	42	77	86	103	38	44	65	120	51
g1830	10	5	5	10	7	5	4	3	6	10	10	9	6	0	3	4	5	8
g1831	1839	1597	1880	2433	2380	2080	1598	1351	2057	1511	1772	1849	2487	2443	1400	2899	2259	2396
g1832	111	40	110	131	86	102	49	99	117	63	91	75	72	87	119	83	191	74
g1833	15	2	0	7	9	7	4	4	2	10	33	0	5	14	5	8	1	7
g1834	287	64	65	138	244	109	55	66	76	56	98	153	160	141	53	157	169	78
g1835	537	6	100	1	4	371	376	142	50	227	11	0	370	31	184	257	1252	80
g1836	259	126	224	239	183	237	197	110	178	152	183	198	285	169	156	223	213	195
g1837	68	12	37	24	34	11	13	59	36	19	53	17	75	3	56	108	53	96
g1838	93	59	59	25	82	20	41	27	45	39	73	33	55	69	57	88	51	79
g1839	4	0	15	0	0	300	1	96	0	28	0	0	0	0	10	0	8	0
g1840	1	0	1	2	0	2	1	0	1	2	2	5	2	0	0	2	0	1
g1841	1678	951	1068	1537	1544	1240	1133	1108	1253	787	1158	1005	1255	1007	1138	1563	1391	1012
g1842	1	4	0	1	5	1	4	13	3	0	5	6	0	2	0	1	7	7
g1843	1	5	4	3	5	0	0	7	1	3	9	5	5	5	1	6	4	4
g1844	347	252	281	134	319	318	183	122	281	138	227	109	325	350	237	286	227	370
g1845	1972	723	1052	1213	1886	807	1140	896	1768	946	789	793	987	1205	655	1648	1266	2173
g1846	54	133	106	79	121	147	44	52	43	61	93	116	24	55	49	103	85	125
g1847	1991	1229	1800	1805	1820	1826	1360	1116	1002	1027	1584	1513	1820	1416	1367	1651	1271	1409
g1848	524	373	357	380	515	344	444	172	526	256	349	454	322	379	387	374	432	546
g1849	655	525	547	686	568	633	546	511	688	360	476	614	802	734	541	555	963	620
g1850	2971	1438	2615	1993	1949	1483	3483	2780	2356	833	2580	1500	3109	2196	1914	2877	2116	1498
g1851	134	69	71	81	71	168	67	103	85	47	125	103	136	58	142	113	132	159
g1852	9859	5248	7670	7824	10752	6897	7394	3795	7866	5108	6757	6362	10148	7606	7108	6571	7277	8982
g1853	332	262	188	328	361	548	314	367	279	165	198	326	403	357	317	441	195	266
g1854	459	234	313	335	609	378	438	266	261	305	488	428	449	391	344	405	396	270
g1855	4767	2194	2516	3627	3415	3484	4715	1176	6849	2601	1836	4216	2975	2863	2266	3438	2229	3733
g1856	50	42	191	37	41	162	76	77	104	37	54	142	32	141	27	54	82	94
g1857	81	39	108	80	134	50	107	21	57	45	55	96	87	98	75	98	126	49
g1858	56	73	113	139	120	122	107	38	68	55	76	60	70	41	35	86	135	107
g1859	22	33	21	7	23	4	30	21	10	9	22	23	9	14	20	9	20	43
g1860	139	385	511	314	902	428	401	505	621	293	263	209	839	183	260	204	459	347
g1861	400	160	353	308	347	312	276	191	404	204	309	216	231	243	187	320	312	290
g1862	529	402	800	1629	348	987	86	140	1177	337	712	592	245	1063	348	399	1084	844
g1863	152	69	52	162	112	112	172	101	223	73	166	134	241	203	99	172	112	184
g1864	97	24	96	33	61	150	81	44	183	19	33	17	24	65	5	118	169	132
g1865	90	160	26	110	30	9	90	41	51	45	45	132	11	74	71	266	29	21
g1866	3440	1553	5553	2190	9933	5572	3826	555	3066	2503	4300	5332	8112	2728	4546	10181	6682	1226
g1867	6073	1501	3945	2106	5511	1779	1856	2020	2166	1360	3545	3213	7150	3461	1988	4299	3867	2583
g1868	622	487	2287	349	1253	801	934	768	685	420	550	1067	870	2003	594	1532	776	775
g1869	430	35	720	137	1360	443	1832	51	1678	661	129	243	497	225	312	1047	106	653
g1870	214	81	42	200	63	74	192	81	210	43	22	21	207	52	86	94	53	124
g1871	8	16	17	107	15	112	8	8	11	36	209	8	1	5	18	35	5	52
g1872	514	143	174	450	434	254	140	125	133	34	329	114	306	269	205	522	267	239
g1873	4536	1011	3842	4649	3398	4611	2433	3617	2388	1564	3284	1802	12412	2271	4584	2477	2682	754
g1874	1126	397	290	418	497	238	378	249	376	402	185	805	233	557	413	704	336	417
g1875	247	233	282	179	388	153	141	184	223	164	228	126	115	161	169	242	206	228
g1876	400	173	241	290	463	359	227	166	249	166	166	310	278	353	166	269	166	602
g1877	33	20	131	46	69	54	16	70	23	23	45	16	31	62	33	88	60	56
g1878	520	182	166	112	136	137	174	383	81	29	156	136	140	76	268	114	60	160
g1879	1067	2159	1648	2459	1024	1952	1016	1593	2582	871	751	2394	1835	1846	1167	639	2443	1968
g1880	906	424	504	853	1020	765	770	360	557	403	991	644	1097	727	591	1007	998	818
g1881	3	18	2	3	5	13	5	6	1	6	7	6	16	10	1	4	11	6
g1882	5471	3436	3416	3337	5599	2449	2986	2327	3450	2314	3090	3805	4060	2992	1770	4418	4415	4147
g1883	7408	1975	2621	3646	3413	5564	3407	2810	1223	1399	4220	3781	2258	3779	1201	2842	1639	1795
g1884	277	126	106	173	257	164	222	57	110	96	113	139	216	228	139	148	122	91
g1885	7	0	0	2	0	3	0	1	4	2	2	1	1	0	0	3	3	10
g1886	5	14	9	17	21	18	7	6	14	20	26	23	45	7	16	7	30	18
g1887	3442	2420	3306	1844	1294	4657	2563	1197	5361	1997	2882	1416	2910	4183	1488	2258	3391	2909
g1888	40	12	112	14	18	17	29	5	9	20	50	13	67	51	30	29	85	35
g1889	417	309	171	288	189	292	374	196	257	277	245	160	382	281	131	269	259	237
g1890	27	6	9	5	14	7	19	12	19	11	9	14	18	18	13	8	26	22
g1891	12	7	7	8	4	6	3	6	7	9	1	3	11	23	8	11	11	4
g1892	579	322	260	413	274	519	299	157	524	366	376	363	741	384	155	352	300	394
g1893	172	483	262	174	474	170	263	216	223	537	243	362	324	296	166	61	182	492
g1894	71	45	77	66	81	41	38	34	55	11	79	67	78	52	70	62	58	105
g1895	86	17	27	13	51	125	50	13	26	30	15	46	93	10	19	44	27	76
g1896	264	252	163	58	259	114	120	103	132	63	209	193	71	73	121	275	87	216
g1897	90	50	23	99	66	91	67	19	28	37	78	27	63	64	37	86	80	50
g1898	574	147	166	217	296	92	193	128	102	132	102	121	272	160	65	251	146	376
g1899	493	346	622	868	480	629	533	532	285	278	472	598	646	888	493	681	355	637
g1900	935	479	333	794	927	699	748	664	761	341	439	567	712	598	461	585	494	964
g1901	25	38	66	36	20	68	41	21	42	27	13	26	56	20	32	26	21	15
g1902	0	14	66	4	5	4	6	0	35	1	5	1	6	3	2	1	0	2
g1903	864	512	803	339	977	435	1124	270	221	68	454	412	778	1016	205	608	354	683
g1904	179	61	107	189	150	160	141	86	177	96	195	190	150	71	132	56	92	92
g1905	69	26	76	63	136	31	63	32	69	33	36	56	66	52	23	52	48	24
g1906	170	155	210	131	291	36	103	17	125	47	138	114	91	129	155	112	146	159
g1907	4390	2841	3725	3612	2925	3151	3943	2552	2817	2526	3605	2905	3363	3463	2965	4623	3293	3399
g1908	163	107	101	168	138	143	147	70	87	106	78	79	131	87	92	91	145	137
g1909	125	49	140	133	32	9	0	0	4	0	50	0	12	253	1	1	1	269
g1910	15	21	12	34	30	1	6	6	35	37	25	22	27	13	18	11	3	84
g1911	591	202	175	448	266	244	313	168	93	175	495	77	377	662	526	1029	443	463
g1912	0	2	46	40	13	0	2	7	0	0	59	5	11	23	3	4	2	45
g1913	4670	2285	2792	3216	4907	3218	2961	2660	2351	2216	2755	2904	4141	3129	1758	3504	4127	3520
g1914	34	16	14	35	22	13	15	16	34	16	22	23	23	15	25	33	34	34
g1915	3706	1820	2686	3398	3422	3138	2696	2055	3425	1688	2238	2690	3736	2644	2282	4033	3156	3760
g1916	3	1	1	0	2	1	7	1	4	0	4	3	1	2	0	7	5	8
g1917	54	31	184	92	4	13	1	15	0	46	151	2	10	7	97	346	14	96
g1918	9	9	4	37	7	2	66	6	1	11	80	0	9	7	15	58	3	24
g1919	828	440	550	853	257	551	228	149	285	216	94	481	720	465	511	649	300	209
g1920	813	872	1006	928	1181	750	238	227	587	692	1581	438	967	2073	1140	796	580	1065
g1921	5	4	4	4	2	4	7	4	8	1	1	5	8	4	6	3	0	3
g1922	1179	826	722	759	1376	487	576	406	795	479	955	898	689	554	594	1308	806	812
g1923	908	1176	534	354	513	194	1033	198	2762	117	2284	494	876	1309	503	1488	365	381
g1924	2216	1478	1540	2035	1718	1860	1842	775	1875	1199	1477	1016	1494	1398	1022	1591	1974	1496
g1925	43	11	12	25	22	19	27	9	14	4	22	23	39	23	16	21	20	30
g1926	8215	3771	6028	6216	6608	5039	2621	2618	8593	3373	4436	6820	6192	4972	2820	7292	3671	7067
g1927	1349	1270	2093	1820	2164	2670	2415	2718	2902	944	1814	2959	1822	1313	1893	3110	3082	1873
g1928	2072	1310	2132	2463	1905	2465	2401	1191	1830	1699	3120	2472	2443	1911	1260	2502	1505	2108
g1929	1	0	1	0	1	2	0	1	1	0	10	5	1	0	0	1	1	4
g1930	234	72	208	115	353	217	188	62	121	139	295	169	153	82	128	71	215	375
g1931	185	231	197	352	220	355	265	305	227	244	291	192	338	377	264	262	233	232
g1932	2534	1668	1723	1794	1519	1300	1629	1309	1398	676	935	967	1445	912	1067	1073	1723	699
g1933	577	604	429	732	771	332	612	379	382	621	550	500	1025	865	669	639	723	887
g1934	8	16	11	0	26	16	30	2	49	6	3	5	17	24	32	5	19	5
g1935	69	41	29	9	47	24	19	29	58	22	9	29	33	25	27	77	50	24
g1936	7	2	16	7	12	7	3	2	0	9	0	6	5	17	0	16	16	5
g1937	135	57	117	92	47	57	46	46	116	24	93	63	167	32	53	71	153	66
g1938	2815	1262	1672	1532	3238	2209	657	3443	2063	1870	2539	2361	3128	1984	1152	2026	3299	2581
g1939	9960	6089	11655	10408	11810	11595	12216	9447	9583	5721	9335	7074	14614	6678	6876	14567	11385	11192
g1940	13975	9198	15139	11392	9488	10459	11558	5689	10148	8279	11366	13172	10868	5641	14417	11083	13265	10979
g1941	162	118	173	331	93	36	40	14	69	205	84	257	63	173	154	113	181	179
g1942	166	129	149	113	197	109	295	54	156	207	82	144	209	159	105	129	86	278
g1943	77	36	29	50	31	16	45	30	44	20	60	47	76	59	28	32	60	61
g1944	154	21	22	14	81	12	55	41	50	15	11	104	59	59	39	27	14	36
g1945	36	29	8	3	19	10	14	4	6	21	17	4	29	6	44	28	19	28
g1946	5341	6573	9069	4108	8254	4215	3049	5351	4718	5246	4497	3212	6434	2709	6372	3423	4861	7301
g1947	186	111	65	81	489	47	13	8	76	39	50	122	354	32	97	71	115	173
g1948	36	27	50	48	33	36	23	24	22	26	38	29	40	30	21	52	32	31
g1949	1816	1031	1453	1346	1990	1236	1075	834	1657	921	1324	1195	1767	1809	926	1438	1607	1310
g1950	614	316	316	774	419	692	810	417	290	315	325	680	531	735	393	491	522	765
g1951	21	74	23	56	47	31	125	6	26	51	39	18	19	17	62	90	52	20
g1952	13942	13243	15447	15033	10224	12636	13478	9911	16104	9165	11867	7347	20510	5034	7468	14789	16293	20614
g1953	3	7	18	23	19	24	22	15	22	10	19	31	46	14	25	20	27	10
g1954	26	13	19	39	46	38	33	23	19	16	38	20	22	36	20	30	24	23
