	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18
g1406	10	1	7	4	4	8	8	4	1	1	2	0	5	2	7	2	8	2
g1407	561	324	224	585	404	316	493	425	257	360	370	466	472	181	274	702	330	337
g1408	3	12	9	16	30	7	22	20	11	8	12	16	7	16	8	16	19	6
g1409	1303	757	1104	1376	1170	440	871	1286	601	713	276	491	939	473	535	1212	764	257
g1410	35	58	56	107	40	37	52	52	39	37	27	45	45	25	34	64	61	23
g1411	20	47	20	67	27	38	41	32	24	21	26	31	50	24	22	26	20	24
g1412	6437	4851	11099	8252	12308	3676	9477	6484	4631	5298	2751	6387	5716	5957	5892	5772	6658	3818
g1413	2	0	0	0	0	3	0	0	0	3	0	71	5	0	0	0	3	0
g1414	98	175	105	260	223	95	124	214	138	171	80	218	267	227	186	215	179	185
g1415	329	464	368	348	363	355	491	353	446	455	320	345	340	334	235	381	446	237
g1416	1940	2644	2051	3423	3548	1841	3337	3394	2209	1986	2022	2273	2908	2501	1726	4365	2899	1644
g1417	1533	2443	1564	2073	2078	824	3736	2924	1497	1644	1292	1119	1454	1032	1853	1915	2873	743
g1418	765	1261	942	1334	2109	1502	1457	2087	1185	1742	1395	1064	1864	753	1153	1126	2130	370
g1419	11	11	7	8	7	12	7	15	4	7	19	6	12	5	5	21	9	12
g1420	22	26	17	41	27	16	25	41	33	27	14	18	39	8	20	18	11	16
g1421	57	49	38	41	19	45	111	38	26	9	79	89	17	23	20	20	22	14
g1422	4	10	4	9	5	1	5	0	2	3	0	4	3	1	4	13	1	2
g1423	164	213	132	135	137	144	259	151	113	141	65	142	75	135	85	184	203	94
g1424	37	24	25	35	23	17	27	41	30	27	18	17	28	16	13	41	29	18
g1425	59	131	23	246	86	62	116	112	29	104	29	65	87	17	4	119	15	29
g1426	5	6	4	4	33	1	3	2	6	2	3	0	2	13	2	7	6	1
g1427	85	294	45	54	200	50	114	30	127	34	108	69	31	57	35	117	54	16
g1428	2	9	4	6	5	3	13	10	6	6	3	5	4	2	6	4	5	0
g1429	34	121	200	166	191	32	10	1343	27	515	360	42	14	23	94	121	69	324
g1430	1317	3145	2133	3356	2199	2892	1344	4977	1495	3177	1225	1833	3891	1442	1599	4584	3327	1848
g1431	1791	1934	1696	2369	1024	1970	1348	2338	913	1142	1603	1431	989	1367	1299	2855	2553	805
g1432	1035	1684	620	1522	1843	333	953	588	1106	691	436	896	1262	1017	556	1534	599	1046
g1433	2	0	9	16	0	5	18	1	2	1	1	3	1	0	2	0	1	1
g1434	35	21	38	72	21	15	67	90	40	42	55	18	38	61	67	12	27	27
g1435	318	130	377	374	49	59	549	414	232	368	172	177	300	151	128	742	441	191
g1436	82	90	97	108	121	137	113	100	50	76	49	76	110	110	50	78	87	135
g1437	1493	2994	2479	1746	2109	1903	2300	2631	1410	1758	1095	1448	1883	1301	1367	2648	2302	1584
g1438	7	38	27	38	10	15	16	83	7	13	7	15	24	8	14	16	21	15
g1439	757	1351	962	1568	1582	713	1677	1370	1005	1024	757	603	1020	1073	844	1397	1204	860
g1440	368	1219	274	657	791	534	637	772	860	287	272	369	273	629	303	815	468	468
g1441	77	106	84	88	35	116	90	138	77	56	89	77	186	109	89	128	41	130
g1442	503	658	414	987	641	530	1007	564	392	509	314	459	481	380	338	366	502	238
g1443	619	1165	2230	2452	2244	702	3540	2519	1436	1031	908	833	1992	1111	1880	3903	2677	1298
g1444	169	189	158	341	247	243	561	265	164	126	275	212	84	63	93	168	561	78
g1445	80	86	81	97	74	111	11	288	121	23	108	28	98	166	100	51	332	28
g1446	1415	1343	1106	2104	1463	1007	1855	1409	1050	1202	334	1368	1495	2036	726	1718	1370	818
g1447	918	1037	759	768	749	533	569	881	574	652	320	363	607	724	337	782	1190	813
g1448	88	301	240	883	197	119	520	181	168	481	138	224	167	233	291	451	179	169
g1449	78	118	79	71	68	61	133	92	102	73	41	63	70	76	96	116	120	73
g1450	4	0	9	20	2	8	2	19	4	1	0	1	4	6	1	8	1	21
g1451	1885	2269	1244	4073	3553	1223	5178	4000	3073	1527	1704	2230	1978	1532	1474	3130	2681	1397
g1452	12	8	1	7	1	2	5	2	4	3	1	4	5	0	6	1	1	1
g1453	3	3	4	10	10	12	5	16	7	7	9	14	15	2	8	8	12	11
g1454	15	7	17	4	3	12	25	11	10	3	11	15	19	6	7	21	13	7
g1455	2	10	0	5	0	16	8	3	0	3	2	23	1	0	0	4	0	5
g1456	594	1017	669	2406	719	1012	2208	1586	1600	1338	452	676	1410	1270	644	1956	992	664
g1457	0	133	246	5	0	305	314	40	112	377	0	291	50	153	41	71	300	8
g1458	692	795	565	981	725	461	599	886	727	495	280	413	581	552	413	939	673	485
g1459	51	231	115	147	222	169	170	274	98	181	85	287	153	93	73	189	75	104
g1460	5	34	13	23	41	5	15	23	16	25	16	11	13	12	12	27	22	8
g1461	364	364	240	643	369	299	402	218	287	145	95	202	175	160	219	196	223	237
g1462	29	74	43	104	28	67	72	103	25	34	31	34	42	40	35	74	48	23
g1463	41	37	31	78	48	39	67	47	44	37	14	35	57	38	22	56	44	21
g1464	629	1228	564	1644	1138	758	1147	1167	1078	665	814	561	715	576	494	1203	1112	365
g1465	402	1462	476	661	1900	1013	810	1049	925	428	1640	620	1334	972	954	976	2559	356
g1466	627	544	581	1253	645	369	1321	744	814	656	212	636	627	389	391	496	647	652
g1467	31	51	31	47	32	30	12	30	25	24	38	28	77	16	33	36	78	37
g1468	24	6	1	0	10	6	44	86	0	8	5	30	16	75	2	58	3	28
g1469	1910	3767	1178	2458	1528	1198	2078	2097	1678	2532	1151	1408	2128	864	1336	2100	2134	1539
g1470	61	2	15	1	5	19	16	9	166	0	17	0	0	7	6	0	128	2
g1471	20	10	4	37	35	30	14	13	0	10	8	2	25	11	20	0	29	3
g1472	1593	1560	1774	2304	3464	1694	4177	3033	2047	1486	1775	1091	1261	1433	1304	2808	1834	1106
g1473	5	17	46	11	18	2	5	10	31	12	8	17	45	43	20	23	14	14
g1474	565	740	596	763	576	403	875	743	484	503	514	576	469	371	238	696	605	526
g1475	4	1	3	3	15	2	14	15	7	3	6	1	7	9	2	15	11	1
g1476	814	636	641	834	601	361	1710	1694	795	926	471	761	872	573	522	876	1303	788
g1477	123	486	171	500	297	144	321	341	95	392	256	254	424	89	187	233	177	218
g1478	327	286	418	548	545	422	964	261	428	201	253	299	302	510	323	573	304	189
g1479	14	3	5	7	14	7	7	9	13	2	2	3	10	0	1	8	4	0
g1480	878	495	1451	916	191	486	663	3293	898	1818	325	204	1492	543	170	536	1471	607
g1481	6	50	13	11	4	0	10	26	8	0	22	2	18	0	4	10	19	5
g1482	50	1947	593	155	91	282	123	561	226	447	4	8	277	191	746	422	573	290
g1483	47	72	61	72	44	31	74	92	33	36	31	27	54	48	31	56	61	12
g1484	3	47	44	81	68	36	117	54	35	57	41	41	14	24	30	72	116	18
g1485	1763	1798	1445	2493	1948	1668	1947	3605	1405	1390	759	756	1222	1297	966	971	1938	1440
g1486	438	1066	414	695	264	253	571	683	310	367	330	435	517	371	268	602	510	795
g1487	1	0	2	4	15	18	13	24	0	13	7	1	36	7	6	0	2	4
g1488	14	24	21	26	18	14	50	36	22	24	19	28	32	16	6	26	10	31
g1489	11	49	21	30	44	38	36	27	66	31	19	47	15	14	18	27	25	26
g1490	299	321	105	312	270	101	388	285	200	315	167	319	91	453	132	210	439	140
g1491	968	1754	1313	2396	1859	1233	1628	1081	1081	1867	851	1483	985	1607	1289	1955	1578	1016
g1492	565	430	1155	1476	2352	395	476	1109	246	362	663	698	757	606	673	473	597	512
g1493	19	12	17	24	32	21	10	22	27	11	6	14	25	26	21	28	45	12
g1494	6	3	1	4	2	1	4	6	2	5	0	3	2	0	6	3	6	3
g1495	27	171	77	120	149	75	141	91	84	83	87	107	84	138	95	59	136	90
g1496	14	145	25	17	54	16	102	54	118	93	5	69	57	3	32	47	52	23
g1497	17	29	30	31	36	11	26	33	13	39	16	16	19	16	11	28	19	10
g1498	23	3	11	5	20	12	10	2	6	25	2	3	8	2	7	21	27	6
g1499	16	32	9	109	232	70	16	499	31	1	104	45	6	19	34	116	11	53
g1500	256	258	153	514	286	197	525	411	158	104	213	307	266	200	303	259	165	130
g1501	6	6	3	6	7	2	6	7	5	1	6	5	4	3	5	3	3	6
g1502	196	429	454	420	298	238	724	496	277	401	277	377	265	219	102	101	807	103
g1503	233	423	101	293	252	106	263	157	32	329	182	109	177	70	57	103	169	110
g1504	2	5	2	16	11	1	5	11	4	6	1	3	6	0	2	4	4	0
g1505	245	553	470	434	346	449	602	405	365	423	424	357	243	437	219	487	845	513
g1506	9050	11801	8689	12564	15313	6953	14119	13234	7957	11559	7410	4117	11143	8956	4563	13395	8494	6402
g1507	39	80	95	273	54	115	121	155	116	46	52	151	44	65	98	162	229	139
g1508	62	56	62	120	93	50	128	85	65	114	63	47	148	50	23	112	76	70
g1509	53	1	175	214	54	4	1	50	71	0	5	16	92	52	11	40	10	98
g1510	42	117	63	29	82	44	95	98	50	120	38	81	113	76	83	104	248	68
g1511	657	774	1590	301	1358	381	1273	582	221	968	76	864	51	283	287	2519	550	815
g1512	407	353	323	499	502	337	508	465	261	329	201	326	383	296	207	478	620	407
g1513	113	115	19	83	26	47	44	114	45	49	28	52	60	58	47	196	133	32
g1514	624	1037	887	1184	465	569	1576	2047	671	413	554	481	631	309	1156	747	931	559
g1515	84	211	63	228	522	89	264	294	248	359	125	284	73	33	79	132	204	70
g1516	959	2499	1155	1645	1777	1464	3524	1528	1877	584	837	1342	1318	1751	344	2232	2439	1005
g1517	186	632	281	720	222	416	168	98	245	403	35	192	360	147	286	224	311	126
g1518	530	464	342	324	495	334	635	622	456	229	373	322	352	278	355	947	406	357
g1519	991	1926	1596	3005	2239	1872	4718	2799	2299	1697	1656	641	2107	2982	845	2885	3601	1910
g1520	235	877	237	463	382	185	235	488	201	202	154	304	478	139	226	294	261	226
g1521	152	347	149	445	312	195	323	238	186	190	150	178	301	229	141	260	427	191
g1522	444	284	207	595	470	437	683	474	402	247	490	484	399	362	255	560	665	345
g1523	91	72	63	48	81	40	42	35	40	60	10	87	28	21	19	58	35	29
g1524	577	2034	1204	1506	1240	423	807	693	304	895	697	913	538	612	466	1719	1345	688
g1525	1405	1596	1211	2776	4544	2182	6654	1409	1721	1116	2253	848	160	2723	2009	3698	4473	2529
g1526	17	90	63	73	100	100	151	68	26	60	12	75	53	119	16	74	141	62
g1527	5	6	2	2	4	8	15	3	2	8	2	3	4	2	2	2	5	1
g1528	101	84	99	169	88	119	124	208	72	122	91	99	55	100	51	84	165	53
g1529	76	95	65	96	71	55	215	45	80	95	31	52	31	73	22	63	85	28
g1530	406	223	112	209	396	410	832	295	113	296	205	337	571	442	192	173	300	252
g1531	0	0	0	0	1	9	0	17	0	0	0	0	5	0	4	0	0	0
g1532	98	78	53	111	107	38	120	88	57	62	12	81	150	68	51	255	135	107
g1533	512	646	382	679	630	493	863	733	623	528	388	446	505	311	410	792	789	436
g1534	19	33	6	16	7	14	9	8	20	19	14	26	34	27	10	47	33	6
g1535	0	6	4	12	2	1	4	8	1	2	2	1	6	1	5	2	0	2
g1536	1075	1281	944	816	1072	658	1649	1670	891	966	541	852	1429	736	845	1004	1386	703
g1537	22	4	12	38	26	11	45	24	29	23	9	12	5	41	14	36	37	33
g1538	15	46	6	9	51	51	33	46	88	97	19	3	2	2	25	34	18	10
g1539	302	349	296	594	364	180	437	281	247	241	134	283	479	187	205	451	443	262
g1540	4692	7385	3642	7340	9022	5416	7497	7655	6679	5911	2642	4540	5829	4722	3816	8211	4882	3730
g1541	676	1428	99	2060	1133	739	1180	599	1225	367	860	822	1349	757	658	663	848	658
g1542	343	429	320	609	495	328	656	456	340	312	280	244	400	305	300	401	408	251
g1543	1	4	241	3342	11	412	16	0	0	77	0	0	20	19	0	1499	746	78
g1544	199	315	142	292	168	193	366	222	340	200	163	113	205	175	136	322	437	156
g1545	17	71	13	154	43	26	41	38	8	22	1	20	49	2	62	122	61	25
g1546	31	0	176	379	732	4	331	394	1	420	115	358	40	50	75	68	47	140
g1547	169	30	24	155	116	7	277	39	130	36	25	45	65	31	0	56	123	27
g1548	34	107	31	52	57	82	61	65	67	64	18	60	37	28	63	82	78	63
g1549	163	144	369	649	186	271	716	378	530	22	57	259	177	319	150	162	298	157
g1550	259	436	247	428	310	242	337	385	283	324	157	303	277	266	155	488	411	198
g1551	57	55	17	25	40	66	82	69	34	16	20	43	13	20	29	22	35	22
g1552	184	100	120	117	168	98	135	162	112	120	103	80	64	129	98	171	108	132
g1553	62	60	9	27	55	42	51	80	23	14	53	15	88	13	10	60	37	42
g1554	26	18	10	24	29	20	7	21	36	13	18	23	16	13	15	26	30	16
g1555	8	10	10	15	46	5	16	47	10	18	28	8	17	6	12	16	5	3
g1556	935	616	789	1097	1536	510	1073	867	820	452	369	219	1252	656	614	910	713	617
g1557	313	184	56	405	55	571	1445	111	339	296	833	446	397	843	57	1116	440	281
g1558	462	367	437	582	182	501	651	703	203	260	342	511	734	473	405	716	485	241
g1559	294	376	136	382	334	119	751	333	227	374	192	188	150	154	217	329	455	222
g1560	49	80	45	68	112	62	76	52	30	33	22	14	16	30	21	102	67	36
g1561	11	1	1	19	0	20	18	11	0	11	0	4	1	0	0	7	0	6
g1562	10	12	12	22	9	9	15	10	5	6	2	8	16	6	4	13	5	4
g1563	3	13	2	17	4	8	7	14	10	10	8	5	3	20	1	8	14	6
g1564	4	7	4	3	4	1	2	2	9	10	0	4	1	1	0	7	3	5
g1565	280	429	310	298	336	345	433	516	168	286	233	323	383	303	270	793	375	194
g1566	579	1468	1221	1471	920	698	2295	1167	1328	1520	842	669	764	1028	1044	1143	654	1742
g1567	77	111	72	109	49	42	93	76	62	22	34	57	28	39	88	84	57	62
g1568	199	213	125	214	158	125	164	206	114	147	86	107	223	84	106	195	321	114
g1569	63	93	45	148	193	46	119	93	78	50	63	47	63	139	22	131	104	48
g1570	51	87	24	71	107	29	86	15	37	39	46	58	38	57	15	80	29	44
g1571	812	1664	355	1878	1547	1062	1926	1096	951	872	936	780	987	746	477	1415	1417	746
g1572	474	552	301	168	375	563	656	420	518	293	179	425	228	215	215	352	678	467
g1573	474	525	433	1042	526	1650	386	63	950	162	122	265	205	378	835	440	534	676
g1574	19	61	6	27	25	11	59	19	5	11	0	9	6	16	1	49	13	38
g1575	444	371	290	299	308	156	325	217	296	360	213	289	375	303	121	560	426	183
g1576	426	318	268	420	349	96	358	900	162	115	209	184	270	246	155	124	633	191
g1577	16	8	46	30	48	73	9	41	35	24	14	11	32	53	25	4	53	22
g1578	4272	4422	2839	3879	4565	2086	2869	5572	3276	2516	1218	2691	4164	2145	2047	3503	5827	2199
g1579	885	1596	706	1888	1116	801	592	1497	1229	1118	445	965	779	934	625	1103	1148	800
g1580	684	765	1023	896	676	897	1663	401	363	953	315	584	737	437	370	1089	1140	783
g1581	129	182	127	304	209	149	79	322	153	199	56	105	214	91	108	167	127	106
g1582	85	121	57	48	124	50	85	113	64	48	45	40	77	51	37	90	71	104
g1583	145	348	185	401	162	79	357	279	68	150	161	111	28	327	152	463	161	99
g1584	0	4	0	5	129	0	54	0	20	2	6	0	5	0	0	7	3	0
g1585	29	34	21	27	29	17	31	24	16	19	27	13	19	20	12	46	21	22
g1586	2206	227	294	2416	608	577	159	1904	733	662	541	414	488	197	723	654	1258	191
g1587	89	52	59	192	102	49	77	102	94	42	39	53	78	48	56	94	110	45
g1588	20	62	15	59	43	38	36	34	12	35	48	42	44	32	30	5	62	66
g1589	1015	1110	1169	3094	1067	770	1519	1539	786	1572	754	818	1197	766	684	1559	1363	949
g1590	19	28	77	58	97	93	164	85	84	74	48	107	67	32	49	74	36	14
g1591	110	76	58	246	422	42	293	41	106	122	45	7	88	239	168	195	388	256
g1592	165	104	112	160	111	84	143	252	106	94	32	150	79	77	50	158	161	71
g1593	37	368	203	685	355	474	482	276	213	182	204	202	109	51	238	736	681	371
g1594	419	937	227	772	665	641	1192	774	308	348	304	161	559	289	771	697	543	104
g1595	36	26	33	14	42	20	49	66	83	19	38	3	41	4	5	12	29	12
g1596	433	1022	519	1168	483	583	1106	1284	670	1138	519	450	789	916	483	1143	506	561
g1597	170	225	186	189	289	124	111	192	243	141	155	120	124	295	158	294	361	144
g1598	605	606	381	876	490	158	434	555	885	764	327	499	222	262	301	578	982	422
g1599	550	979	488	771	802	445	1227	548	919	279	311	405	513	570	649	847	526	699
g1600	677	636	224	1308	876	551	1184	1193	426	697	361	787	453	690	328	408	607	706
g1601	245	366	145	215	120	401	280	311	276	227	282	141	186	121	248	316	381	187
g1602	10	14	13	15	11	6	16	18	6	9	9	13	6	9	9	18	7	9
g1603	4	15	2	2	5	2	1	3	0	8	3	3	9	9	1	5	7	7
g1604	162	139	86	168	180	141	134	196	51	134	85	141	142	132	137	356	133	57
g1605	98	224	313	138	158	127	252	124	72	85	56	185	131	289	102	96	172	240
g1606	0	10	18	1	20	0	19	1	3	6	0	5	2	1	16	21	4	2
g1607	52	102	100	161	53	189	157	67	102	150	100	110	45	24	77	194	117	53
g1608	565	1066	381	436	560	516	698	1677	442	734	563	218	652	438	427	1017	877	284
g1609	57	38	45	50	61	37	74	48	60	48	39	46	46	32	32	76	44	44
g1610	56	42	53	189	130	5	64	36	26	56	43	79	13	70	35	156	17	25
g1611	48	28	5	30	2	8	23	19	5	9	19	4	55	13	9	14	1	14
g1612	2	1	17	7	9	1	2	5	8	42	5	1	6	0	0	30	2	8
g1613	7	20	13	9	17	0	12	7	3	0	14	4	12	1	1	27	9	2
g1614	107	228	110	633	242	61	337	298	246	191	248	180	177	149	140	60	155	132
g1615	189	342	194	327	388	213	968	895	511	567	517	723	477	433	326	865	761	505
g1616	8	11	9	14	8	5	17	9	7	6	3	4	10	2	5	15	13	5
g1617	377	305	77	171	74	119	156	43	146	425	677	521	42	48	612	132	95	2
g1618	34	53	39	13	27	26	126	60	41	44	8	34	33	22	7	31	31	18
g1619	794	1680	1493	2207	1572	987	2849	3100	1549	2076	1237	1769	1870	1174	1004	2141	2171	1758
g1620	3	4	2	2	6	1	4	9	1	3	0	2	2	0	1	0	3	5
g1621	910	609	863	753	1683	283	1396	742	1382	478	520	674	818	606	760	2393	1756	726
g1622	12	11	2	4	2	0	2	13	2	4	0	2	4	5	1	5	11	8
g1623	45	37	78	46	70	35	63	72	24	62	41	42	15	40	19	68	77	8
g1624	0	43	0	0	7	0	0	2	5	0	0	10	0	10	2	1	0	0
g1625	1	2	6	5	3	4	10	3	5	3	6	7	6	4	4	4	7	7
g1626	200	675	151	369	95	164	334	349	244	169	272	116	447	313	230	557	468	549
g1627	741	1332	1102	1257	540	535	1248	1250	405	383	212	763	629	328	735	899	614	390
g1628	739	1022	779	1682	1046	727	1619	1212	856	940	592	700	804	698	824	1194	832	566
g1629	18	12	25	42	26	11	39	30	18	17	8	15	15	9	11	39	21	12
g1630	5	7	19	21	0	13	29	12	10	7	2	8	12	6	7	14	26	8
g1631	2	43	0	57	47	0	0	1	16	8	18	1	0	2	10	1	7	4
g1632	55	43	70	106	67	127	116	118	238	87	74	126	149	161	181	166	61	98
g1633	15	30	33	12	39	19	19	66	31	18	19	15	74	23	23	22	33	34
g1634	102	96	114	81	214	122	185	233	84	73	71	92	132	57	83	156	93	84
g1635	316	170	46	364	919	135	166	281	209	265	103	23	388	229	132	333	380	179
g1636	801	1050	487	1545	517	478	843	665	518	537	308	517	460	444	431	771	730	474
g1637	8	7	2	0	1	2	3	9	0	7	1	7	10	3	13	6	20	1
g1638	3120	3346	2013	3332	2156	2531	4089	5414	3402	2535	2096	1897	2550	2443	1792	1436	2649	2164
g1639	199	232	105	199	693	337	426	668	606	644	596	916	1578	9	329	1560	56	1495
g1640	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
g1641	5201	10636	4631	5076	11439	1899	7654	10982	3364	5703	1821	5040	6647	4822	3887	7066	3611	2864
g1642	1209	1206	1012	2587	757	503	1412	1285	750	1346	465	762	757	764	392	1128	1018	433
g1643	0	3	0	10	8	0	12	3	3	5	2	1	0	0	5	1	1	0
g1644	376	623	476	556	599	457	815	630	442	469	285	503	463	395	349	666	686	289
g1645	331	514	436	501	526	290	521	484	519	381	288	408	459	280	335	500	473	315
g1646	1006	2989	1641	1178	1863	710	2235	1840	1427	1476	681	1511	1332	602	1570	2035	2479	1709
g1647	27	45	46	62	42	40	70	47	23	45	26	26	44	15	13	27	52	30
g1648	7	3	1	5	2	2	4	24	5	1	2	2	1	7	0	0	4	1
g1649	994	1197	982	2097	745	798	1181	1041	660	1092	704	568	1411	819	432	1349	1378	610
g1650	12	35	18	65	58	33	44	42	51	34	23	61	52	28	22	37	61	30
g1651	215	141	581	73	74	3	362	45	27	329	494	67	588	22	36	115	379	470
g1652	5	2	4	8	3	12	12	10	12	5	8	4	6	5	6	13	10	4
g1653	37	28	6	34	45	27	53	30	20	13	24	47	36	47	27	45	23	26
g1654	9	36	8	23	15	9	14	27	9	25	5	10	3	1	8	17	33	3
g1655	0	2	3	3	1	2	2	4	0	2	4	3	5	0	2	2	0	1
g1656	2	1	4	0	5	0	22	0	2	5	1	0	1	1	0	14	5	2
g1657	1646	1519	847	1106	1303	1539	2324	1535	970	979	849	955	1231	918	772	1779	1795	819
g1658	52	103	66	143	65	27	15	31	81	13	32	94	61	86	94	103	69	18
g1659	439	485	32	679	330	83	9	264	520	530	37	14	110	152	161	121	384	335
g1660	138	140	85	46	37	28	128	65	77	70	44	42	84	38	73	83	14	36
g1661	8	8	2	12	4	8	11	5	5	7	8	7	11	6	8	18	7	6
g1662	524	822	638	1137	974	338	1102	981	716	540	542	666	696	505	497	923	718	245
g1663	132	224	207	363	207	226	445	301	313	210	216	222	221	190	270	345	504	223
g1664	10183	11051	4464	12657	11693	11405	11097	10161	8356	6598	6976	8446	9085	6682	10175	9335	24426	8171
g1665	87	95	96	55	53	26	75	28	39	91	32	81	35	39	25	177	73	24
g1666	323	1051	652	1488	1544	46	255	407	1299	182	525	28	136	1081	758	2054	128	703
g1667	10	19	8	20	8	15	33	22	19	23	4	20	13	16	6	17	18	23
g1668	9821	11219	9449	17032	12478	6423	13200	13242	5312	8789	4551	7478	10399	4948	7664	10566	12757	5259
g1669	2342	1937	1500	3842	3862	2073	3761	3061	1831	2275	2824	1640	2362	1117	1916	2998	2040	2357
g1670	2114	2482	2322	1934	2431	1767	4382	2476	1491	2440	1334	2060	1085	1198	1586	3951	2258	2153
g1671	361	1030	501	805	152	445	1397	2161	1371	1300	264	701	978	1727	437	1901	1382	453
g1672	285	525	285	642	201	789	2120	661	350	436	443	819	1085	437	90	598	250	338
g1673	48	44	25	58	47	38	42	63	18	60	35	21	27	26	35	103	55	26
g1674	18	5	1	5	17	2	8	1	2	6	0	8	1	18	6	5	12	9
g1675	27	1	14	5	3	37	32	35	9	36	3	7	46	10	10	20	18	16
g1676	826	864	519	1129	1067	917	1813	1073	806	874	506	639	759	691	736	1223	1263	420
g1677	0	9	0	1	3	5	1	1	2	1	3	4	6	0	5	1	2	2
g1678	12	18	21	37	39	15	6	27	11	9	15	13	18	13	10	22	30	7
g1679	44	0	0	89	18	18	69	6	10	2	25	8	7	7	18	5	84	15
g1680	4	0	3	1	1	2	4	4	1	3	1	0	0	1	2	6	6	1
g1681	1	33	13	20	2	5	0	8	0	1	9	3	12	0	0	2	1	1
g1682	415	512	190	457	473	133	451	578	133	307	237	292	267	189	269	266	459	342
g1683	6	28	15	26	7	13	16	21	13	18	1	11	20	10	10	26	32	3
g1684	6988	11090	7390	14449	7339	6234	16193	9575	8163	6821	6665	5151	6649	5681	4705	11340	8618	4991
g1685	5	18	4	6	11	5	16	5	4	0	8	6	12	5	10	7	11	12
g1686	26	42	13	29	26	22	63	53	25	14	14	24	15	31	16	95	41	58
g1687	0	4	3	0	11	10	26	14	6	5	2	0	6	3	3	5	0	3
g1688	48	120	68	240	149	115	126	92	121	33	63	98	141	20	102	83	128	82
g1689	39	146	44	246	152	14	103	96	271	11	175	2	44	28	72	101	37	97
g1690	1513	1939	1913	2428	2041	743	2216	2081	805	1676	1442	1931	1344	1821	875	2064	1127	1450
g1691	6	11	1	3	12	3	5	3	2	3	0	7	7	9	5	3	10	3
g1692	9	12	9	4	17	10	4	11	26	12	9	17	19	10	14	11	10	6
g1693	4	9	0	11	4	0	2	4	2	2	2	4	7	1	0	2	9	2
g1694	651	1606	837	914	4259	366	1935	589	1671	1498	560	874	592	685	1722	2498	2182	702
g1695	280	558	2035	909	276	23	96	564	61	179	8	897	54	150	43	231	10	69
g1696	18	13	23	30	19	2	32	9	13	19	25	14	28	16	19	12	19	11
g1697	4935	8208	2928	7258	5279	4458	8307	6213	4278	5128	4194	4603	5564	3958	3691	6103	4838	2830
g1698	2	16	14	6	0	3	0	0	0	0	5	2	2	1	0	0	14	0
g1699	9	9	14	3	7	10	11	19	4	6	9	8	6	3	6	14	6	4
g1700	0	1	0	2	0	1	8	6	2	4	1	1	2	2	1	10	4	6
g1701	167	317	181	123	290	97	236	224	142	124	75	109	138	146	249	136	358	241
g1702	41	30	12	35	18	6	40	18	23	16	24	8	6	45	8	39	16	37
g1703	30	51	29	66	20	63	87	88	29	12	16	22	105	45	30	32	28	22
g1704	7	8	6	13	5	2	10	8	5	6	5	4	6	4	5	7	7	9
g1705	294	125	245	488	192	393	480	572	437	336	254	225	91	188	324	325	390	187
g1706	28	19	16	26	26	14	16	54	51	25	17	33	56	17	7	11	47	3
g1707	479	796	708	714	543	373	1165	816	747	472	396	598	1152	716	563	434	899	594
g1708	1022	1247	585	1403	1240	668	768	1480	878	1132	482	757	696	611	670	1247	1595	789
g1709	168	186	218	348	250	218	433	269	136	227	169	322	349	234	197	225	444	244
g1710	58	70	84	70	197	64	55	30	48	30	45	56	35	88	46	70	62	55
g1711	4623	12700	4954	8185	11705	7927	9074	15245	8457	7349	4445	6811	4935	8167	4681	8901	9098	3929
g1712	57	45	51	71	52	51	84	55	52	47	46	72	55	32	26	64	70	35
g1713	31	0	41	1	51	12	17	91	12	10	60	15	19	31	18	7	70	33
g1714	4	32	19	19	2	5	21	13	14	17	22	7	21	21	12	2	27	3
g1715	1	3	14	279	115	153	309	231	50	415	184	142	24	8	171	698	208	27
g1716	3521	16375	14979	16851	9429	3384	9556	12371	6545	4092	4223	6216	6558	4038	6866	4350	15699	7957
g1717	141	106	71	459	75	107	224	307	182	81	137	118	159	88	117	145	108	84
g1718	2	9	14	12	15	9	6	16	6	3	2	10	8	10	5	20	4	4
g1719	1304	796	625	1483	1160	455	2375	820	1376	727	1121	535	746	1035	344	2010	1869	490
g1720	2174	2261	1682	4325	2233	2166	2723	1700	2279	3610	1961	1268	1878	1250	1405	1848	2534	978
g1721	440	876	439	653	679	336	830	547	463	580	306	258	327	331	362	499	466	323
g1722	28	45	34	34	39	21	76	41	19	25	14	13	57	14	27	43	39	26
g1723	494	515	380	720	474	435	49	796	196	486	474	169	416	30	158	703	424	87
g1724	54	154	44	29	156	21	126	81	8	45	33	16	56	61	37	135	110	47
g1725	4	2	2	0	1	4	1	3	4	2	3	3	2	6	3	1	0	3
g1726	7	11	4	7	3	1	6	9	4	0	1	4	9	4	2	6	3	0
g1727	1699	1909	1237	2677	1651	867	1972	2105	1662	1029	780	839	1654	1095	904	1145	1332	629
g1728	118	188	90	551	169	244	225	524	190	85	157	189	244	175	113	494	273	191
g1729	17	14	11	13	6	10	35	31	5	1	22	3	12	10	19	0	13	5
g1730	206	283	149	267	164	278	459	230	221	100	158	186	233	206	96	288	286	91
g1731	8	6	6	0	1	2	7	0	0	2	3	1	0	1	2	2	0	4
